"ID"	"Label"
"ABS_CENSUS2011_B36_LGA"	"B36 Dwelling Structure by Number of Bedrooms (LGA)"
"ABS_CENSUS2011_T02_LGA"	"T02 Selected Medians and Averages (LGA)"
"ABS_CENSUS2011_B10_LGA"	"B10 Country of Birth of Person by Year of Arrival in Australia (LGA)"
"ABS_CENSUS2011_T04"	"T04 Registered Marital Status by Age by Sex"
"ABS_CENSUS2011_B28_SA1_SA"	"B28 Total Household Income (weekly) by Household Composition(SA1 SA)"
"ABS_CENSUS2011_B28"	"B28 Total Household Income (weekly) by Household Composition"
"ABS_CENSUS2011_B08"	"B08 Ancestry by Birthplace of Parents"
"RIME_LGA2011"	"Regional Internal Migration Estimates by LGA2011, 2006-07 to 2013-14 "
"ABS_CENSUS2011_T03"	"T03 Age by Sex"
"ABS_CENSUS2011_B27"	"B27 Family Blending"
"ABS_CENSUS2011_B07"	"B07 Indigenous Status by Age by Sex"
"ABS_CENSUS2011_T06"	"T06 Indigenous Status by Age by Sex"
"ABS_CENSUS2011_B06"	"B06 Social Marital Status by Age by Sex"
"ABS_CENSUS2011_T19_LGA"	"T19 Rent (weekly) by Landlord Type (LGA)"
"ABS_CENSUS2011_T05"	"T05 Social Marital Status by Age by Sex"
"ABS_CENSUS2011_B29"	"B29 Number of Motor Vehicles by Dwellings"
"ABS_CENSUS2011_B05"	"B05 Registered Marital Status by Age by Sex"
"ABS_CENSUS2011_T08"	"T08 Country of Birth of Person by Sex"
"ABS_CENSUS2011_T07"	"T07 Number of Children Ever Born by Age of Parent"
"RIN_SA34_GCCSA_STE"	"Regional Internal Migration Estimates by Region (SA3 and above), Age and Sex, 2006-07 to 2013-14"
"ABS_CENSUS2011_B09"	"B09 Country of Birth of Person by Sex"
"ABS_CENSUS2011_T09"	"T09 Ancestry by Birthplace of Parents"
"ABS_CENSUS2011_B20"	"B20 Unpaid Domestic Work: Number of Hour by Age by Sex"
"PETROLEUM_EXPLORATION"	"Petroleum Exploration"
"ABS_CENSUS2011_B22"	"B22 Unpaid Child Care by Age by Sex"
"ABS_CENSUS2011_B21"	"B21 Unpaid Assistance to a Person with a Disability by Age by Sex"
"ABS_CENSUS2011_B02_SA1_SA"	"B02 Selected Medians and Averages(SA1 SA)"
"ABS_CENSUS2011_B03_SA1_SA"	"B03 Place of Usual Residence on Census Night by Sex(SA1 SA)"
"ABS_CENSUS2011_B04"	"B04 Age by Sex"
"ABS_CENSUS2011_B24"	"B24 Number of Children Ever Born by Age of Parent"
"ABS_CENSUS2011_B03"	"B03 Place of Usual Residence on Census Night by Sex"
"ABS_CENSUS2011_B23"	"B23 Relationship in Household by Age by Sex"
"ABS_CENSUS2011_B02"	"B02 Selected Medians and Averages"
"ABS_CENSUS2011_B26"	"B26 Total Family Income (weekly) by Family Composition"
"ABS_CENSUS2011_T02"	"T02 Selected Medians and Averages"
"ABS_CENSUS2011_B01"	"B01 Selected Person Characteristics"
"ABS_CENSUS2011_B25"	"B25 Family Composition"
"ABS_CENSUS2011_T01"	"T01 Selected Person Characteristics"
"ABS_CENSUS2011_B25_SA1_SA"	"B25 Family Composition(SA1 SA)"
"RES_DWEL_ST"	"Residential Dwellings: Values, Mean Price and Number by State and Territories"
"ABS_CENSUS2011_B15_LGA"	"B15 Type of Educational Institution Attending (Full/Part-Time Student Status by Age) by Sex (LGA)"
"ABS_CENSUS2011_B31_LGA"	"B31 Dwelling Structure (LGA)"
"SEIFA_SA1"	"SEIFA by Statistical Area 1 (SA1)"
"NEWMVSALES"	"Sales of New Motor Vehicles"
"ABS_ANNUAL_ERP_ASGS"	"ERP by SA2 (ASGS 2011), 1991 to 2014"
"SEIFA_POA"	"SEIFA by Postal Area Code (POA)"
"ABS_DEM_QIM"	"Interstate Migration by States and Territories of Arrival and Departure by Sex"
"ABS_CENSUS2011_B39"	"B39 Place of Usual Residence 5 Years Ago by Sex"
"MERCH_IMP"	"Merchandise Imports - ($ Thousands)"
"ABS_CENSUS2011_B38"	"B38 Place of Usual Residence 1 Year Ago by Sex"
"ABS_NOM_VISA_CY"	"Net oveseas migration, Arrivals and Departures, State/Territory, Major groupings and visa, Calen...."
"ABS_CENSUS2011_B37"	"B37 Selected Labour Force, Education and Migration Characteristics by Sex"
"ABS_CENSUS2011_B36"	"B36 Dwelling Structure by Number of Bedrooms"
"ABS_CENSUS2011_T31_LGA"	"T31 Non-School Qualification: Field of Study by Age by Sex (LGA)"
"ABS_CENSUS2011_T34"	"T34 Occupation by Sex"
"ABS_CENSUS2011_B35"	"B35 Type of Internet Connection by Dwelling Structure"
"ABS_CENSUS2011_T33"	"T33 Industry of Employment by Sex"
"ABS_CENSUS2011_B34"	"B34 Rent (weekly) by Landlord Type"
"ABS_CENSUS2011_T32"	"T32 Labour Force Status by Age by Sex"
"ABS_CENSUS2011_B33"	"B33 Mortgage Repayment (monthly) by Dwelling Structure"
"ABS_CENSUS2011_T31"	"T31 Non-School Qualification: Field of Study by Age by Sex"
"ABS_CENSUS2011_B44_SA1_SA"	"B44 Industry of Employment by Occupation(SA1 SA)"
"ABS_CENSUS2011_B32"	"B32 Tenure Type and Landlord Type by Dwelling Structure"
"ABS_CENSUS2011_B19_LGA"	"B19 Voluntary Work for an Organisation or Group by Age by Sex (LGA)"
"ABS_CENSUS2011_T30"	"T30 Non-School Qualification: Level of Education by Age by Sex"
"ABS_CENSUS2011_B31"	"B31 Dwelling Structure"
"NETOVERSEASMIGRATION_FY"	"Net Overseas Migration, Financial years 2004-05 to 2013-14"
"ABS_ACLD_UNPAIDASST"	"Unpaid assistance to a person with disability, 2006-2011"
"ABS_CENSUS2011_B30"	"B30 Household Composition by Number of Persons Usually Resident"
"ABS_ACLD_VOLWORK"	"Voluntary work for an organisation or group, 2006-2011"
"SEIFA_SSC"	"SEIFA by State Suburb Code (SSC)"
"ABS_CENSUS2011_B29_SA1_SA"	"B29 Number of Motor Vehicles by Dwellings(SA1 SA)"
"ABS_CENSUS2011_B16_LGA"	"B16 Highest Year of School Completed by Age by Sex (LGA)"
"ABS_CENSUS2011_B03_LGA"	"B03 Place of Usual Residence on Census Night by Sex (LGA)"
"ABS_CENSUS2011_B17_LGA"	"B17 Total Personal Income (weekly) by Age by Sex (LGA)"
"ABS_CENSUS2011_T14_LGA"	"T14 Dwelling Structure by Household Composition and Family Composition (LGA)"
"HF"	"Housing Finance"
"ABS_CENSUS2011_T29"	"T29 Family Composition and Labour Force Status of Parent(s)/Partners by Total Family Income (weekly)"
"ABS_CENSUS2011_T26"	"T26 Family Composition by Income Comparison for Parents/Partners"
"ABS_CENSUS2011_T11_LGA"	"T11 Proficiency in Spoken English/Language by Age (LGA)"
"ABS_CENSUS2011_B05_SA1_SA"	"B05 Registered Marital Status by Age by Sex(SA1 SA)"
"ABS_CENSUS2011_T25"	"T25 Family Composition by Mortgage Repayment"
"ABS_CENSUS2011_T28"	"T28 Selected Labour Force, Education and Migration Characteristics"
"ABS_CENSUS2011_T27"	"T27 Family Composition and Social Marital Status by Number of Dependent Children"
"ABS_CENSUS2011_T22"	"T22 Total Family Income (weekly) by Number of Children for Couple Families"
"ABS_CENSUS2011_B46"	"B46 Method of Travel to Work by Sex"
"ABS_CENSUS2011_T21"	"T21 Rent (weekly) by Family Composition for One Parent Families"
"ABORIGINAL_POP_PROJ_REMOTE"	"Aboriginal and Torres Strait Islander Population Projections, Remoteness Area"
"ABS_CENSUS2011_B39_LGA"	"B39 Place of Usual Residence 5 Years Ago by Sex (LGA)"
"ABS_CENSUS2011_B41_SA1_SA"	"B41 Non-School Qualification: Field of Study by Age by Sex(SA1 SA)"
"ABS_CENSUS2011_B45"	"B45 Occupation by Age by Sex"
"ABS_CENSUS2011_T24"	"T24 Total Household Income (weekly) by Rent (weekly)"
"ABS_CENSUS2011_T23"	"T23 Total Family Income (weekly) by Number of Children for One Parent Families"
"RES_DWELL"	"Residential Dwellings: Unstratified Medians and Counts by Dwelling Type by GCCSA"
"ABS_CENSUS2011_B14_LGA"	"B14 Religious Affiliation by Sex (LGA)"
"ABS_CENSUS2011_B42"	"B42 Labour Force Status by Age by Sex"
"ABS_CENSUS2011_B41"	"B41 Non-School Qualification: Field of Study by Age by Sex"
"ABS_CENSUS2011_T20"	"T20 Rent (weekly) by Family Composition for Couple Families"
"ABS_CENSUS2011_B44"	"B44 Industry of Employment by Occupation"
"ABS_CENSUS2011_B43"	"B43 Industry of Employment by Age by Sex"
"ABS_ABORIGINAL_POPPROJ_INDREGION"	"Aboriginal and Torres Strait Islander Population Projections by Indigenous  Regions"
"ABS_CENSUS2011_B40_LGA"	"B40 Non-School Qualification: Level of Education by Age by Sex (LGA)"
"ABS_CENSUS2011_T30_LGA"	"T30 Non-School Qualification: Level of Education by Age by Sex (LGA)"
"ABS_CENSUS2011_B40"	"B40 Non-School Qualification: Level of Education by Age by Sex"
"ABS_CENSUS2011_B42_LGA"	"B42 Labour Force Status by Age by Sex (LGA)"
"ABS_CENSUS2011_T01_LGA"	"T01 Selected Person Characteristics (LGA)"
"ABS_CENSUS2011_B24_LGA"	"B24 Number of Children Ever Born Night by Sex (LGA)"
"PPI_SOP"	"Producer Price Index - Stage of Production"
"ABS_CENSUS2011_T29_LGA"	"T29 Family Composition and Labour Force Status of Parent(s)/Partners by Total Family Income (wee...."
"ABS_CENSUS2011_B02_LGA"	"B02 Selected Medians and Averages (LGA)"
"ABS_ACLD_LFSTATUS"	"Labour force status, 2006-2011"
"ABS_CENSUS2011_B01_LGA"	"B01 Selected Person Characteristics (LGA)"
"ABS_CENSUS2011_B46_LGA"	"B46 Method of Travel to Work by Sex (LGA)"
"ABS_CENSUS2011_B30_LGA"	"B30 Household Composition by Number of Persons Usually Resident (LGA)"
"ABS_CENSUS2011_B45_SA1_SA"	"B45 Occupation by Age by Sex (SA1 SA)"
"ABS_ANNUAL_ERP_LGA2014"	"ERP by LGA (ASGS 2014), 2001 to 2014"
"ABS_CENSUS2011_B24_SA1_SA"	"B24 Number of Children Ever Born Night by Sex(SA1 SA)"
"ABS_CENSUS2011_B39_SA1_SA"	"B39 Place of Usual Residence 5 Years Ago by Sex(SA1 SA)"
"ABS_CENSUS2011_B21_SA1_SA"	"B21 Unpaid Assistance to a Person with a Disability by Age by Sex(SA1 SA)"
"ABS_CENSUS2011_B04_SA1_SA"	"B04 Age by Sex(SA1 SA)"
"ITPI_IMPORT"	"Import Price Index"
"ABS_CENSUS2011_B38_LGA"	"B38 Place of Usual Residence 1 Year Ago by Sex (LGA)"
"ABS_ERP_COB_MAG_SEXRATIO"	"Estimated Resident Population by Country of Birth, Median Age and Sex Ratio, 30 June 1992 to 2014"
"ABS_CENSUS2011_T17_LGA"	"T17 Dwelling Structure and Number of Bedrooms by Number of Persons Usually Resident for Group Ho...."
"MINING_EXPLORATION"	"Mineral Exploration"
"ABS_ANNUAL_ERP_LGA"	"ERP by LGA (ASGS 2013)"
"ABS_CENSUS2011_B43_LGA"	"B43 Industry of Employment by Age by Sex (LGA)"
"LABOUR_PRICE_INDEX"	"Wage Price Index"
"ABS_CENSUS2011_B14_SA1_SA"	"B14 Religious Affiliation by Sex(SA1 SA)"
"ABS_CENSUS2011_B08_LGA"	"B08 Ancestry by Birthplace of Parents(LGA)"
"ABS_CENSUS2011_B09_SA1_SA"	"B09 Country of Birth of Person by Sex(SA1 SA)"
"ABS_CENSUS2011_B37_SA1_SA"	"B37 Selected Labour Force, Education and Migration Characteristics by Sex(SA1 SA)"
"IAS_3"	"Proportion of ISPs offering other services, for ISPs with more than 1,000 subscribers (%)"
"IAS_2"	"Subscribers by State/Territory and ISP size"
"ABS_CENSUS2011_T27_LGA"	"T27 Family Composition and Social Marital Status by Number of Dependent Children (LGA)"
"ABS_CENSUS2011_T09_LGA"	"T09 Ancestry by Birthplace of Parents (LGA)"
"ABS_CENSUS2011_T25_LGA"	"T25 Family Composition by Mortgage Repayment (LGA)"
"ABS_SEIFA_SLA"	"SEIFA by Statistical Local Area (SLA)"
"ABS_CENSUS2011_T15_LGA"	"T15 Dwelling Structure by Number of Persons Usually Resident (LGA)"
"ABS_REGIONAL_ASGS"	"Regional Statistics by ASGS"
"ABS_CENSUS2011_B30_SA1_SA"	"B30 Household Composition by Number of Persons Usually Resident(SA1 SA)"
"TOUR_ACCOM"	"Tourist Accommodation"
"ABS_CENSUS2011_T13_LGA"	"T13 Type of Educational Institution Attending by Sex (LGA)"
"ABS_CENSUS2011_B31_SA1_SA"	"B31 Dwelling Structure(SA1 SA)"
"IAS_4"	"Subscribers by type of access connection "
"IAS_5"	"Volume of data downloaded by type of access connection"
"ERP_COB"	"Estimated Resident Population by Country of Birth - 1992 to 2014"
"ABS_NRP9_LGA"	"National Regional Profiles by LGA, 2008-2012"
"ABS_NRP9_ASGS"	"National Regional Profiles by ASGS, 2008-2012"
"NETOVERSEASMIGRATION_CY"	"Net Overseas Migration, Calendar years 2004 to 2014"
"ABS_CENSUS2011_B33_LGA"	"B33 Mortgage Repayment (monthly) by Dwelling Structure (LGA)"
"ABS_CENSUS2011_B40_SA1_SA"	"B40 Non-School Qualification: Level of Education by Age by Sex(SA1 SA)"
"ABS_NOM_VISA_FY"	"Net overseas migration, Arrivals and Departures, State/Territory, Major groupings and visa, Fina...."
"ABS_CENSUS2011_B28_LGA"	"B28 Total Household Income (weekly) by Household Composition (LGA)"
"MERCH_EXP"	"Merchandise Exports - ($ Thousands)"
"ABS_CENSUS2011_B34_SA1_SA"	"B34 Rent (weekly) by Landlord Type(SA1 SA)"
"RT"	"Retail Trade"
"ABS_CENSUS2011_T22_LGA"	"T22 Total Family Income (weekly) by Number of Children for Couple Families (LGA)"
"ABS_CENSUS2011_B08_SA1_SA"	"B08 Ancestry by Birthplace of Parents(SA1 SA)"
"LENDING_FINANCE_SUMMARY"	"Lending Finance Commitments"
"ABS_CENSUS2011_B43_SA1_SA"	"B43 Industry of Employment by Age by Sex(SA1 SA)"
"ABS_ERP_ASGS"	"Estimated Resident Population (ERP) by Region, Age & Sex, 2001 to 2013"
"ABS_CENSUS2011_B32_SA1_SA"	"B32 Tenure Type and Landlord Type by Dwelling Structure(SA1 SA)"
"ABS_CENSUS2011_B17_SA1_SA"	"B17 Total Personal Income (weekly) by Age by Sex(SA1 SA)"
"INTERSTATEMIGRATION_CY"	"Net Interstate Migration, Calendar years 1997 to 2014"
"ABS_CENSUS2011_B20_LGA"	"B20 Unpaid Domestic Work: Number of Hour by Age by Sex (LGA)"
"ABS_CENSUS2011_B41_LGA"	"B41 Non-School Qualification: Field of Study by Age by Sex (LGA)"
"ABS_CENSUS2011_T08_LGA"	"T08 Country of Birth of Person by Sex (LGA)"
"ABS_CENSUS2011_B26_SA1_SA"	"B26 Total Family Income (weekly) by Family Composition(SA1 SA)"
"ABS_CENSUS2011_T21_LGA"	"T21 Rent (weekly) by Family Composition for One Parent Families (LGA)"
"ABS_ERP_COB_STATE"	"Estimated Resident Population, by Country of Birth by State, 1996-2011"
"ABS_CENSUS2011_B33_SA1_SA"	"B33 Mortgage Repayment (monthly) by Dwelling Structure(SA1 SA)"
"ABS_CENSUS2011_B35_SA1_SA"	"B35 Type of Internet Connection by Dwelling Structure(SA1 SA)"
"BA_GCCSA"	"Building Approvals by Greater Capital Cities Statistical Area (GCCSA) and above"
"CPI"	"Consumer Price Index (CPI) 16th Series"
"CAPEX"	"Private New Capital Expenditure and Expected Expenditure"
"ABS_CENSUS2011_B22_SA1_SA"	"B22 Unpaid Child Care by Age by Sex(SA1 SA)"
"ABS_CENSUS2011_B23_LGA"	"B23 Relationship in Household by Age by Sex (LGA)"
"RIM_SA4_GCCSA_STE_H"	"Regional Internal Migration Estimates by Region of Arrival and Departure (SA4 and above), 2006-0...."
"ABS_CENSUS2011_T07_LGA"	"T07 Number of Children Ever Born by Age of Parent (LGA)"
"POP_PROJ_REGION_2012_2061"	"Population Projections by Region, 2012-2061"
"ABS_CENSUS2011_T10_LGA"	"T10 Language Spoken at Home by Sex (LGA)"
"ABS_CENSUS2011_B10_SA1_SA"	"B10 Country of Birth of Person by Year of Arrival in Australia(SA1 SA)"
"ABS_CENSUS2011_B36_SA1_SA"	"B36 Dwelling Structure by Number of Bedrooms(SA1 SA)"
"ABS_CENSUS2011_B15_SA1_SA"	"B15 Type of Educational Institution Attending (Full/Part-Time Student Status by Age) by Sex(SA1 SA)"
"ABS_CENSUS2011_T33_LGA"	"T33 Industry of Employment by Sex (LGA)"
"ABS_CENSUS2011_B07_SA1_SA"	"B07 Indigenous Status by Age by Sex(SA1 SA)"
"ABS_CABEE_T14_2014"	"Change in business size over time for surviving businesses (employment size range)"
"ABS_CENSUS2011_B35_LGA"	"B35 Type of Internet Connection by Dwelling Structure (LGA)"
"ABS_CENSUS2011_T06_LGA"	"T06 Indigenous Status by Age by Sex (LGA)"
"ABS_SEIFA_SA2"	"SEIFA by Statistical Area 2 (SA2)"
"ALC"	"Apparent Consumption of Alcohol, Australia"
"ABS_CENSUS2011_B06_LGA"	"B06 Social Marital Status by Age by Sex (LGA)"
"ABS_CENSUS2011_B26_LGA"	"B26 Total Family Income (weekly) by Family Composition (LGA)"
"ABS_CENSUS2011_B42_SA1_SA"	"B42 Labour Force Status by Age by Sex(SA1 SA)"
"ABS_CENSUS2011_B23_SA1_SA"	"B23 Relationship in Household by Age by Sex(SA1 SA)"
"ABS_CENSUS2011_T05_LGA"	"T05 Social Marital Status by Age by Sex (LGA)"
"ABS_BA_SA2"	"Building Approvals by Statistical Area (SA2 and above)"
"ABS_CENSUS2011_B25_LGA"	"B25 Family Composition (LGA)"
"ABS_CENSUS2011_B16_SA1_SA"	"B16 Highest Year of School Completed by Age by Sex(SA1 SA)"
"ABS_CENSUS2011_B20_SA1_SA"	"B20 Unpaid Domestic Work: Number of Hour by Age by Sex(SA1 SA)"
"ABS_CENSUS2011_B46_SA1_SA"	"B46 Method of Travel to Work by Sex (SA1 SA)"
"ITPI_EXPORT"	"Export Price Index"
"ABS_CENSUS2011_B44_LGA"	"B44 Industry of Employment by Occupation (LGA)"
"ABS_CENSUS2011_B13_LGA"	"B13 Language Spoken at Home by Sex (LGA)"
"ABS_CENSUS2011_T04_LGA"	"T04 Registered Marital Status by Age by Sex (LGA)"
"ABS_CENSUS2011_B12_SA1_SA"	"B12 Proficiency in Spoken English/Language of Parents by Age of Dependent Children(SA1 SA)"
"ABS_CENSUS2011_B38_SA1_SA"	"B38 Place of Usual Residence 1 Year Ago by Sex(SA1 SA)"
"ABS_ERP_LGA"	"Estimated Resident Population by Sex by Age Group by LGA, 2001-2013 on ASGS 2013"
"RES_PROP_INDEX"	"Residential Property Price Indexes, All Series by GCCSA"
"ABS_CENSUS2011_B09_LGA"	"B09 Country of Birth of Person by Sex (LGA)"
"ABS_CENSUS2011_B22_LGA"	"B22 Unpaid Child Care by Age by Sex (LGA)"
"ABS_CENSUS2011_T18_LGA"	"T18 Tenure Type and Landlord Type by Dwelling Structure (LGA)"
"LENDING_BY_PURPOSE"	"Lending Finance by Purpose"
"ABS_CENSUS2011_B34_LGA"	"B34 Rent (weekly) by Landlord Type (LGA)"
"POP_PROJ_2011"	"Population Projections, Australia, 2012-2101"
"ABS_CENSUS2011_B37_LGA"	"B37 Selected Labour Force, Education and Migration Characteristics by Sex (LGA)"
"ABORIGINAL_POP_PROJ"	"Aboriginal and Torres Strait Islander Population Projections, State/Territory"
"RIME_REGION"	"Regional Internal Migration Estimates by Region (SA2 and above), 2006-07 to 2013-14"
"ABS_CENSUS2011_B01_SA1_SA"	"B01 Selected Person Characteristics(SA1 SA)"
"ABS_CENSUS2011_B18_LGA"	"B18 Core Activity Need for Assistance by Age by Sex (LGA)"
"ABS_CENSUS2011_B11_LGA"	"B11 Proficiency in Spoken English/Language by Year of Arrival in Australia by Sex (LGA)"
"ABS_CENSUS2011_B19_SA1_SA"	"B19 Voluntary Work for an Organisation or Group by Age by Sex(SA1 SA)"
"ABS_CENSUS2011_B07_LGA"	"B07 Indigenous Status by Age by Sex (LGA)"
"BOP"	"Balance of Payments"
"ABS_ACLD_TENURE"	"Tenure and landlord type, 2006-2011"
"ABS_CENSUS2011_T20_LGA"	"T20 Rent (weekly) by Family Composition for Couple Families (LGA)"
"ABS_CENSUS2011_B11_SA1_SA"	"B11 Proficiency in Spoken English/Language by Year of Arrival in Australia by Sex(SA1 SA)"
"PPI_1"	"Producer Price Indexes by Industry"
"ABS_CENSUS2011_T23_LGA"	"T23 Total Family Income (weekly) by Number of Children for One Parent Families (LGA)"
"LENDING_INDUSTRY"	"Lending Finance by Industry"
"ABS_CENSUS2011_B18_SA1_SA"	"B18 Core Activity Need for Assistance by Age by Sex(SA1 SA)"
"ABS_REGIONAL_LGA"	"Regional Statistics by LGA"
"ABS_CENSUS2011_T32_LGA"	"T32 Labour Force Status by Age by Sex (LGA)"
"ABS_CENSUS2011_B05_LGA"	"B05 Registered Marital Status by Age by Sex (LGA)"
"ABS_CENSUS2011_T28_LGA"	"T28 Selected Labour Force, Education and Migration Characteristics (LGA)"
"ABS_CABEE_2014"	"Counts of Businesses including Entries and Exits, 2010-2014"
"ERP_QUARTERLY"	"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age"
"ABS_CENSUS2011_T03_LGA"	"T03 Age by Sex (LGA)"
"ABS_CENSUS2011_B13_SA1_SA"	"B13 Language Spoken at Home by Sex(SA1 SA)"
"ABS_SEIFA_LGA"	"SEIFA by Local Government Area (LGA)"
"IIP_DSID5671"	"International Investment Position"
"ABS_CENSUS2011_T12_LGA"	"T12 Religious Affiliation by Age (LGA)"
"ABS_CENSUS2011_B32_LGA"	"B32 Tenure Type and Landlord Type by Dwelling Structure (LGA)"
"ABS_CENSUS2011_B12_LGA"	"B12 Proficiency in Spoken English/Language of Parents by Age of Dependent Children (LGA)"
"ABS_CENSUS2011_B06_SA1_SA"	"B06 Social Marital Status by Age by Sex(SA1 SA)"
"POPULATION_CLOCK_FY"	"Population clock component data"
"ABS_CABEE_T18_2014"	"Change in business size over time for surviving businesses (annual turnover range)"
"INTERSTATEMIGRATION_FY"	"Net Interstate Migration, Financial years 1996-97 to 2013-14"
"LF"	"Labour Force"
"ABS_CENSUS2011_T16_LGA"	"T16 Dwelling Structure and Number of Bedrooms by Number of Persons Usually Resident for Family H...."
