"ID"	"Title"	"Path"
"SLP7t2"	"Average monthly pay, pay dispersion etc., non-manual workers private sector (SLP) by educational orientation SUN 2000 and sex. Year 2001 - 2014"	"AM/AM0103/AM0103G"
"SLP8t07"	"Average monthly pay, pay dispersion etc., non-manual workers private sector (SLP) by industry SNI 2007, educational level (SUN96) and sex. Year 2008 - 2014"	"AM/AM0103/AM0103G"
"SLP11t"	"Average monthly pay, (total pay) and real pay development in the mining and manufacturing  industries, full-time employees, non-manual workers private sector (SLP) by sex. Year 1947 - 2013"	"AM/AM0103/AM0103I"
"SLP1t"	"Average monthly pay, non-manual workers private sector (SLP) by region, occupational group (SSYK) and sex. Year 2000 - 2013"	"AM/AM0103/AM0103J"
"SLP2t"	"Average monthly pay, pay dispersion etc., non-manual workers private sector (SLP) by occupational group (SSYK) and sex. Year 2000 - 2013"	"AM/AM0103/AM0103J"
"SLP3t"	"Average monthly pay, non-manual workers private sector (SLP) by occupational group (SSYK) age and sex. Year 2000 - 2013"	"AM/AM0103/AM0103J"
"SLP2tSSYK4"	"Average monthly pay, pay dispersion etc., non-manual workers private sector (SLP) by occupation (4-digit SSYK) and sex. Year 2007 - 2013"	"AM/AM0103/AM0103J"
"SLP1tSSYK4"	"Average monthly pay, non-manual workers private sector (SLP) by region, occupation (4-digit SSYK) and sex. Year 2007 - 2013"	"AM/AM0103/AM0103J"
"SLP3tSSYK4"	"Average  monthly pay, non-manual workers private sector (SLP) by occupation (4-digit SSYK), age and sex. Year 2007 - 2013"	"AM/AM0103/AM0103J"
"SLP9t07"	"Average monthly pay, non-manual workers private sector (SLP) by industry SNI 2007, type of employment form, occupational area (SSYK) and sex. Year 2008 - 2013"	"AM/AM0103/AM0103J"
"StatligUtbildning"	"Average monthly salary, salary dispersion etc. in the central government sector by field of education, level of education and sex. Year 2001 - 2014"	"AM/AM0104/AM0104A"
"Statlig16gA"	"Employees in the governmental-, municipal-, county council sector and the Church of Sweden by sector and sex.  Year  1995 - 2014"	"AM/AM0104/AM0104C"
"Statlig13g"	"Number of employees, new appointments and resignations/retirements in the central government sector by extent of employment, age and sex.  Year 2000 - 2013"	"AM/AM0104/AM0104D"
"Statlig1g"	"Average monthly salary in the central government sector by county, occupation and sex. Old table, not updated. Year 2000 - 2003"	"AM/AM0104/AM0104D"
"Statlig2g"	"Average monthly salary, salary dispersion etc. in the central government sector by occupation and sex. Old table, not updated. Year 2000 - 2003"	"AM/AM0104/AM0104D"
"Statlig3g"	"Average monthly salary and basic salary in the central government sector by occupation, age and sex. Old table, not updated. Year 2000 - 2003"	"AM/AM0104/AM0104D"
"Statlig4g"	"Average monthly salary and basic salary in the central government sector by region (NUTS2), occupation and sex. Old table, not updated. Year 2000 - 2003"	"AM/AM0104/AM0104D"
"Statlig10g"	"Employees in the central government sector by region, extent of employment and sex. Year 2000 - 2013"	"AM/AM0104/AM0104D"
"Statlig6g"	"Employees in the central government sector by monthly salary interval in SEK, sex and age. Year 2000 - 2011"	"AM/AM0104/AM0104D"
"Statlig1gSSYK4"	"Average monthly salary in the central government sector by county, occupation and sex. Year 2004 - 2013"	"AM/AM0104/AM0104D"
"Statlig12g"	"Employees in the public sector (governmental, county council-, municipal-, other public sectors and the Church of Sweden) by sector and sex. Year 1992 - 2013"	"AM/AM0104/AM0104D"
"Statlig2gSSYK4"	"Average monthly salary, salary dispersion etc. in the central government sector by occupation and sex. Year 2004 - 2013"	"AM/AM0104/AM0104D"
"Statlig3gSSYK4"	"Average monthly salary and basic salary in the central government sector by occupation, age and sex. Year 2004 - 2013"	"AM/AM0104/AM0104D"
"Statlig4gSSYK4"	"Average monthly salary and basic salary in the central government sector by region (NUTS2), occupation and sex. Year 2004 - 2013"	"AM/AM0104/AM0104D"
"Landsting9g"	"Average monthly salary in the county councils by activity, agreed rate of employment and sex. Year 2000 - 2014"	"AM/AM0105/AM0105A"
"Landsting10g"	"Average monthly salary in th county councils by activity, extent of employment and sex. Year 2000 - 2014"	"AM/AM0105/AM0105A"
"Landsting16gA"	"Employees in the governmental-, municipal-, county council sector and the Church of Sweden by sector and  sex. Year  1995 - 2014"	"AM/AM0105/AM0105C"
"Landsting1g"	"Average monthly salary in the county councils by county council, occupation and sex. Year 2000 - 2008"	"AM/AM0105/AM0105D"
"Landsting2g"	"Average monthly salary and salary dispersion in SEK in the county councils by occupation and sex. Year 2000 - 2013"	"AM/AM0105/AM0105D"
"Landsting4n"	"Average monthly salary and basic salary in the county councils by region (NUTS1, 2008), occupation and sex. Year 2009 - 2013"	"AM/AM0105/AM0105D"
"Landsting3g"	"Average monthly salary and basic salary in the county councils by occupation, age and sex. Year 2000 - 2013"	"AM/AM0105/AM0105D"
"Landsting4g"	"Average monthly salary and basic salary in the county councils by region (NUTS2), occupation and sex. Year 2000 - 2008"	"AM/AM0105/AM0105D"
"LandstingsKommunal1"	"Average monthly salary in the county councils by occupation and sex. Year 1999 - 1999"	"AM/AM0105/AM0105D"
"Landsting6g"	"Employees in the county councils by monthly salary interval in SEK, sex and age. Year 2000 - 2010"	"AM/AM0105/AM0105D"
"Landsting7g"	"Employees in the county councils by montly salar interval, occupation and sex. Year 2000 - 2010"	"AM/AM0105/AM0105D"
"LandstingsKommunal10"	"Average basic salary in the county councils by occupation, sex and age. Year 1999 - 1999"	"AM/AM0105/AM0105D"
"Landsting16g"	"Employees in the county council-, municipal- , governmental, - other public sectors and the Church of Sweden by sector and sex. Year 1992 - 2013"	"AM/AM0105/AM0105D"
"Landsting15g"	"Employees, new appointments and resignations/retirements in the county councils by agreed rate of employment, age and sex. Year 2000 - 2013"	"AM/AM0105/AM0105D"
"Landsting11g"	"Employees in the county councils by activity, agreed rate of employment and sex.  Year 2000 - 2013"	"AM/AM0105/AM0105D"
"Landsting12g"	"Employees in the county councils by activity, extent of employment and sex.  Year 2000 - 2013"	"AM/AM0105/AM0105D"
"Landsting13g"	"Employees in the county councils by county council, activity and sex.  Year 2000 - 2013"	"AM/AM0105/AM0105D"
"Landsting14g"	"Employees in the county councils by county council, extent of employment and sex.  Year 2000 - 2013"	"AM/AM0105/AM0105D"
"Kommun17g"	"Average monthly salary in the primary municipalities by municipality and sex. Year 2007 - 2014"	"AM/AM0106/AM0106A"
"Kommunutb"	"Average monthly salary, salary dispersion etc. in the primary municipalities by field of education, level of education and sex. Year 2001 - 2014"	"AM/AM0106/AM0106A"
"Kommun10g"	"Average monthly salary in the primary municipalities by activity, extent of employment and sex. Year 2000 - 2014"	"AM/AM0106/AM0106A"
"Kommun9gNy"	"Average monthly salary in the primary municipalities by activity, agreed rate of employment and sex. Year 2012 - 2014"	"AM/AM0106/AM0106A"
"Kommun16gA"	"Employees in the governmental-, municipal-, county council sector and the Church of Sweden by  sector and sex. Year 1995 - 2014"	"AM/AM0106/AM0106C"
"Kommun11gNy"	"Employees in the primary municipalities by activity, agreed rate of employment  and sex. Year 2012 - 2013"	"AM/AM0106/AM0106D"
"Kommun13g"	"Employees in the primary municipalities by region, extent of employment and sex. Year 2000 - 2003"	"AM/AM0106/AM0106D"
"Kommun15g"	"Number of employees, new appointments and resignations/retirements in the primary municipalities by extent of employment, age and sex.  Year 2000 - 2013"	"AM/AM0106/AM0106D"
"Kommun6g"	"Employees in the primary municipalities by monthly salary interval, sex and age. Year 2000 - 2010"	"AM/AM0106/AM0106D"
"Kommun11g"	"Employees in the primary municipalities by activity, type of appointment and sex.  Year 2000 - 2011"	"AM/AM0106/AM0106D"
"Kommun12g"	"Employees in the primary municipalities by activity, extent of employment and sex.  Year 2000 - 2013"	"AM/AM0106/AM0106D"
"Kommun14g"	"Employees in the primary municipalities by region, activity and sex.  Year 2000 - 2013"	"AM/AM0106/AM0106D"
"Kommun16g"	"Employees in the governmental-, municipal-, county council-, other public sector and the Church of Sweden by sector and sex. Year 1992 - 2013"	"AM/AM0106/AM0106D"
"Kommun7g"	"Employees in the primary municipalities by monthly salary interval, occupation (major group) and sex. Year 2000 - 2010"	"AM/AM0106/AM0106D"
"Kommun1g"	"Average monthly salary in the primary municipalities by county, occupation and sex. Year 2000 - 2013"	"AM/AM0106/AM0106D"
"Kommun4g"	"Average monthly salary  and basic salary in the primary municipalities by region (NUTS2), occupation and sex. Year 2000 - 2013"	"AM/AM0106/AM0106D"
"Kommun3g"	"Average monthly salary  and basic salary in the primary municipalities by occupation, age and sex. Year 2000 - 2013"	"AM/AM0106/AM0106D"
"Kommun2g"	"Average monthly salary, salary dispersion etc. in the primary municipalities by occupation and sex. Year 2000 - 2013"	"AM/AM0106/AM0106D"
"PrimKommunal1"	"Average monthly salary in the primary municipalities by occupation and sex. Year 1999 - 1999"	"AM/AM0106/AM0106D"
"Kommun9g"	"Average monthly salary in the primary municipalities by activity, type of appointment and sex. Year 2000 - 2011"	"AM/AM0106/AM0106D"
"KLKtabell4"	"Average monthly salary in the municipalities (KLK). Month 1999M01 - 2015M05"	"AM/AM0108"
"KLLtabell4"	"Average monthly salary in the county councils (KLL). Month 1999M01 - 2015M05"	"AM/AM0109"
"LonStandVagdYrk4"	"Womens salary as a percentage of mens salary, standard weighted and unweighted, by occupation (SSYK). Year 2005 - 2013"	"AM/AM0110/AM0110A"
"LonYrkeRegion4"	"Average basic salary, monthly salary and womens salary as a percentage of mens salary by region, sector, occupation (SSYK) and sex. Year 2005 - 2013"	"AM/AM0110/AM0110A"
"LoneSpridSektorYrk4"	"Average salary and salary dispersion by sector, occupation (SSYK) and sex. Year 2005 - 2013"	"AM/AM0110/AM0110A"
"LonYrkeAlder4"	"Average basic salary, monthly salary and womens salary as a percentage of mens salary by sector, occupation (SSYK) , sex and age. Year 2005 - 2013"	"AM/AM0110/AM0110A"
"LonYrkeUtbildning4"	"Average basic salary, monthly salary  and womens salary as a percentage of mens salary by sector, occupation (SSYK), sex and educational level (SUN). Year 2005 - 2013"	"AM/AM0110/AM0110A"
"LonStandVagdYrk"	"Womens salary as a percentage of mens salary, standard weighted and unweighted, by occupational group (SSYK). Year 2004 - 2013"	"AM/AM0110/AM0110B"
"LonYrkeRegion"	"Average basic salary, monthly salary and womens salary as a percentage of mens salary by region, sector, occupational group (SSYK) and sex. Year 2003 - 2013"	"AM/AM0110/AM0110B"
"LoneSpridSektorYrk"	"Average salary and salary dispersion by sector, occupational group (SSYK) and sex. Year 2004 - 2013"	"AM/AM0110/AM0110B"
"LonYrkeAlder"	"Average basic salary, monthly salary and womens salary as a percentage of mens salary by sector, occupational group (SSYK) , sex and age. Year 2004 - 2013"	"AM/AM0110/AM0110B"
"LonYrkeUtbildning"	"Average basic salary, monthly salary  and womens salary as a percentage of mens salary by sector, occupational group (SSYK), sex and educational level (SUN). Year 2003 - 2013"	"AM/AM0110/AM0110B"
"LCIArbKv"	"Labour Cost Index, manual workers, private sector (LCI man), NACE Rev. 2. Quarterly 2008K1 - 2015K1"	"AM/AM0114"
"LCItjmKv"	"Labour Cost Index , non-manual workers, private sector (LCI non-man), NACE Rev. 2. Quarterly 2008K1 - 2015K1"	"AM/AM0114"
"WAGArbKv"	"Labour Cost Index, manual workers, private sector (WAG man), NACE Rev. 2. Quarterly 2008k1 - 2015K1"	"AM/AM0114"
"WAGtjmKv"	"Labour Cost Index , non-manual workers, private sector (WAG non-man), NACE Rev. 2. Quarterly 2008K1 - 2015K1"	"AM/AM0114"
"KSPAnstallda"	"Number of employees, private sector by industry. Quarter 1993K1 - 2008K4"	"AM/AM0201/AM0201A"
"KSAnstSNI2007Kv"	"Number of employees, private sector, index 2000Q1=100, by industry SNI2007. Quarter 2000K1 - 2015K1"	"AM/AM0201/AM0201A"
"LAPSKvSNI2007"	"Gross pay, payroll taxes and preliminary tax withheld by employers, by industry NACE Rev. 2, for the private sector. Quarter 2013K1 - 2015K1"	"AM/AM0206/AM0206A"
"LAPSKvGr07"	"Gross pay, payroll taxes and preliminary tax withheld by employers, by industry (aggr. level), for the private sector. Quarter 2009K1 - 2015K1"	"AM/AM0206/AM0206A"
"LAPSSektorKv"	"Gross pay, payroll taxes and preliminary tax from employers monthly tax returns, by sector. Quarter 2005K1 - 2015K1"	"AM/AM0206/AM0206A"
"LAPSKv"	"Gross pay, payroll taxes and preliminary tax from employers monthly tax returns, by industry for the private sector. Quarter 2000K1 - 2008K4"	"AM/AM0206/AM0206C"
"AMPAK2"	"Population 16+ years (RAMS) by region, employment, age and sex. 1993-2003 1993 - 2003"	"AM/AM0207/AM0207A"
"RAMSBefSyssFOIaAldR"	"Population 16+ years (RAMS) at national level, employment, country of birth, latest year of immigration, age and sex. 1993-2003 1993 - 2003"	"AM/AM0207/AM0207A"
"RAMSBefSyssMbAldR"	"Population 16+ years (RAMS) at national level, employment, country of citizenship, age and sex. 1993-2003 1993 - 2003"	"AM/AM0207/AM0207A"
"AMPAK4"	"Gainfully employed 16+ years by region of residence (RAMS), by region, industry SNI92 and sex. 1993-2003 1993 - 2003"	"AM/AM0207/AM0207B"
"RAMSNSektAldK"	"Gainfully employed 16+ years by region of residence (RAMS), by region, sector, age and sex. 1993-2003 1993 - 2003"	"AM/AM0207/AM0207B"
"RAMSNSNIFoR"	"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI92, country of birth and sex.  1993-2003 1993 - 2003"	"AM/AM0207/AM0207B"
"RAMSNSNIMbR"	"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI92, country of citizenship and sex.  1993-2003 1993 - 2003"	"AM/AM0207/AM0207B"
"RAMSNSNIYrkstAldR"	"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI92, status in employment and sex.  1993-2003 1993 - 2003"	"AM/AM0207/AM0207B"
"AMPAK3"	"Gainfully employed 16+ years by region of work (RAMS), by region, industry SNI92 and sex. 1993-2003 1990 - 2003"	"AM/AM0207/AM0207C"
"RAMSDSektAldK"	"Gainfully employed 16+ years by region of work (RAMS), by region, sector, age and sex. 1993-2003 1993 - 2003"	"AM/AM0207/AM0207C"
"RAMSDSNIUtbnStorlkR"	"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI92, level of education, size class of the local unit and sex. 1993-2003 1993 - 2003"	"AM/AM0207/AM0207C"
"RAMSDSNIYrkstAldR"	"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI92 (43 study domains), status in employment, age and sex. Year 1993 - 2003"	"AM/AM0207/AM0207C"
"RAMSDSNIYrkstUtbnR"	"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI92 ,status in employment, level of education  and sex. 1993-2003 1993 - 2003"	"AM/AM0207/AM0207C"
"AMPAK1"	"Population 16+ years (RSYS) by region, employment, age and sex. 1985-1993 1985 - 1993"	"AM/AM0207/AM0207E"
"BefSyssAldKonK"	"Population 16+ years (RAMS) by region, employment, age and sex. Year 2004 - 2013"	"AM/AM0207/AM0207H"
"BefSyssMbAldR"	"Population 16+ yeras (RAMS) at national level, employment, country of citizenship, age and sex. Year 2004 - 2013"	"AM/AM0207/AM0207H"
"BefSyssFoIaAldR"	"Population 16+ years (RAMS) at national level, employment, country of birth, latest year of immigration, age and sex. Year 2004 - 2013"	"AM/AM0207/AM0207H"
"NattSNIKonK"	"Gainfully employed 16+ years by region of residence (RAMS), by region, industry SNI2002 and sex. Year 2004 - 2007"	"AM/AM0207/AM0207J"
"NattSektAldK"	"Gainfully employed 16+ years by region of residence (RAMS), by region, sector, age and sex. Year 2004 - 2013"	"AM/AM0207/AM0207J"
"NattSniFoR"	"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2002, country of birth and sex. Year 2004 - 2007"	"AM/AM0207/AM0207J"
"NattSniMbR"	"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2002, country of citizenship and sex. Year 2004 - 2007"	"AM/AM0207/AM0207J"
"NattSNI07FoR"	"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2007, country of birth and sex.  Year 2008 - 2013"	"AM/AM0207/AM0207J"
"NattSniYrkstAldR"	"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2002, status in employment, age and sex.  Year 2004 - 2007"	"AM/AM0207/AM0207J"
"NattSNI07KonK"	"Gainfully employed 16+ years by region of residence (RAMS), by region, industry SNI2007 and sex. Year 2008 - 2013"	"AM/AM0207/AM0207J"
"NattSNI07MbR"	"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2007, country of citizenship and sex. Year 2008 - 2013"	"AM/AM0207/AM0207J"
"NattSNI07YrkstAldR"	"Gainfully employed 16+ years by region of residence (RAMS), at national level, industry SNI2007, status in employment, age and sex. Year 2008 - 2013"	"AM/AM0207/AM0207J"
"DagSNIKonK"	"Gainfully employed 16+ years by region of work (RAMS), by region, industry SNI 2002 and sex. Year 2004 - 2007"	"AM/AM0207/AM0207K"
"DagSektAldK"	"Gainfully employed 16+ years by region of work (RAMS), by region, sector, age and sex. Year 2004 - 2013"	"AM/AM0207/AM0207K"
"DagSniUtbnStorlkR"	"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2002, level of education, size class of the local unit and sex. Year 2004 - 2007"	"AM/AM0207/AM0207K"
"DagSniYrkstAldR"	"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2002, status in employment, age and sex. Year 2004 - 2007"	"AM/AM0207/AM0207K"
"DagSNI07KonK"	"Gainfully employed 16+ years by region of work (RAMS), by region, industry SNI 2007 and sex. Year 2008 - 2013"	"AM/AM0207/AM0207K"
"DagSniYrkstUtbnR"	"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2002 , status in employment, level of education  and sex. Year 2004 - 2007"	"AM/AM0207/AM0207K"
"DagSNI07UtbnStorlkR"	"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2007, level of education, size class of the local unit and sex. Year 2008 - 2013"	"AM/AM0207/AM0207K"
"DagSNI07YrkstAldR"	"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2007, status in employment, age and sex. Year 2008 - 2013"	"AM/AM0207/AM0207K"
"DagSNI07YrkstUtbnR"	"Gainfully employed 16+ years by region of work (RAMS), at national level, industry SNI 2007, status in employment, level of education and sex. Year 2008 - 2013"	"AM/AM0207/AM0207K"
"AM0207PendlKomA9303"	"Gainfully employed commuters by municipality 16+ years by municipality of residence, municipality of work and sex. Year 1993-2003 1993 - 2003"	"AM/AM0207/AM0207L"
"AM0207PendlLanA9303"	"Gainfully employed commuters by county 16+ years by county of residence, county of work and sex. Year 1993-2003 1993 - 2003"	"AM/AM0207/AM0207L"
"PendlingK9303"	"Gainfully employed commuters, 16+ years , leaving or coming into the municipality, by municipality and sex. Year 1993-2003 1993 - 2003"	"AM/AM0207/AM0207L"
"PendlingL9303"	"Gainfully employed commuters, 16+ years , leaving or coming into the county, by county and sex. Year 1993-2003  1993 - 2003"	"AM/AM0207/AM0207L"
"AM0207PendlKomA04"	"Gainfully employed commuters by municipality 16+ years by municipality of residence, municipality of work and sex. Year 2004 - 2013"	"AM/AM0207/AM0207L"
"AM0207PendlLanA04"	"Gainfully employed commuters by county 16+ years by county of residence, county of work and sex. Year 2004 - 2013"	"AM/AM0207/AM0207L"
"PendlingK"	"Gainfully employed commuters, 16+ years , leaving or coming into the municipality, by municipality and sex 2004 - 2013"	"AM/AM0207/AM0207L"
"PendlingL"	"Gainfully employed commuters, 16+ years , leaving or coming into the county, by county and sex 2004 - 2013"	"AM/AM0207/AM0207L"
"YREG1"	"The population 16+ years by region, employment status, age and sex. Year 2001 - 2013"	"AM/AM0208/AM0208A"
"YREG2007"	"Employees 16-64 years at national level by occupation (3-digit SSYK 96), industry SNI2007 (aggr. level), age and sex. Year 2008 - 2013"	"AM/AM0208/AM0208B"
"YREG18"	"Employees 16-64 years at national level by occupation (3-digit SSYK 96), sector, age and sex. Year 2001 - 2013"	"AM/AM0208/AM0208B"
"YREG26"	"Employees 16-64 years at national level by occupation (3-digit SSYK 96), level of education SUN 2000, age and sex. Year 2001 - 2013"	"AM/AM0208/AM0208B"
"YREG27"	"Employees 16-64 years at national level by occupation (3-digit SSYK 96), orientation of education (SUN 2000), age and sex. Year 2001 - 2013"	"AM/AM0208/AM0208B"
"YREG41"	"Employees 16-64 years at national level by occupation (3-digit SSYK 96), size class of the local unit, industry SNI 2002 (aggr. level), and sex. Year 2007 - 2010"	"AM/AM0208/AM0208B"
"YREG4107"	"Employees 16-64 years at national level by occupation (3-digit SSYK 96), size class of the local unit, industry SNI2007 (aggr. level), and sex. Year 2008 - 2013"	"AM/AM0208/AM0208B"
"YREG20"	"Employees 16-64 years at national level by occupation (3-digit SSYK 96), industry SNI 2002 (aggr. level), age and sex. Year 2001 - 2010"	"AM/AM0208/AM0208B"
"YREG14"	"Employees 16-64 years by region of residence, occupation (3-digit SSYK 96), age and sex. Year 2001 - 2013"	"AM/AM0208/AM0208C"
"YREG16"	"Employees 16-64 years by region of work, occupation (3-digit SSYK 96), age and sex. Year 2001 - 2013"	"AM/AM0208/AM0208D"
"YREG33"	"Employees 16-64 years at national level by occupation (4-digit SSYK 96), sector and sex. Year 2005 - 2013"	"AM/AM0208/AM0208E"
"Yreg34"	"Employees 16-64 years at national level by occupation (4-digit SSYK 96), level of education SUN 2000, age and sex. Year 2005 - 2013"	"AM/AM0208/AM0208E"
"YREG35"	"Employees 16-64 years at national level by occupation (4-digit SSYK 96), orientation of education (SUN 2000), age and sex. Year 2005 - 2013"	"AM/AM0208/AM0208E"
"YREG40"	"Employees 16-64 years at national level by occupation (4-digit SSYK 96), industry SNI 2002 (aggr. level), age and sex. Year 2005 - 2010"	"AM/AM0208/AM0208E"
"YREG4007"	"Employees 16-64 years at national level by occupation (4-digit SSYK 96), industry SNI2007 (aggr. level), age and sex. Year 2008 - 2013"	"AM/AM0208/AM0208E"
"SjukloneperiodSekt"	"Number  of sickperiods and sickdays per employee distributed by sex and sector. Quaterly 2006K1 - 2015K1"	"AM/AM0209"
"KSjuSNI2002"	"Number of sickdays and sickperiods distributed by sex and industrial classification SNI2002 (production-and service industry). Quaterly 2006K1 - 2009K1"	"AM/AM0209"
"AKITM07"	"Labour cost index for salaried employees in private sector (AKI), NACE rev. 2. Month 2008M01 - 2015M05"	"AM/AM0301/AM0301A"
"AKIAM07"	"Labour cost index for wage-earners in private sector (AKI), NACE rev. 2. Month 2008M01 - 2015M05"	"AM/AM0301/AM0301A"
"LOITK07"	"Index for direct salaries for salaried employees in private sector (LI), NACE rev. 2. Month 2008M01 - 2015M05"	"AM/AM0301/AM0301B"
"LOIAK07"	"Index for direct wages for wage-earners in private sector (LI), NACE rev. 2. Month 2008M01 - 2015M05"	"AM/AM0301/AM0301B"
"AKIIM"	"Labour cost index for wage-earners in mining, quarrying and manufacturing, NACE rev. 1.1 1996M01 - 2008M12"	"AM/AM0301/AM0301C"
"LOIAK"	"Index for direct wages for wage-earners in private sector, NACE rev. 1.1 1996M01 - 2008M12"	"AM/AM0301/AM0301C"
"LOITK"	"Index for direct salaries for salaried employees in private sector, NACE rev. 1.1 1996M01 - 2008M12"	"AM/AM0301/AM0301C"
"AKIAM"	"Labour cost index for wage-earners in private sector, NACE rev. 1.1 1996M01 - 2008M12"	"AM/AM0301/AM0301C"
"AKITM"	"Labour cost index for salaried employees in private sector, NACE rev. 1.1 1996M01 - 2008M12"	"AM/AM0301/AM0301C"
"LOIIM"	"Index for direct wages for wage-earners in mining, quarrying and manufacturing, NACE rev. 1.1 1996M01 - 2008M12"	"AM/AM0301/AM0301C"
"SnabbStatAM0301"	"Labour cost index (AKI), percentage change from corresponding month last year. Month 2009M01 - 2015M05"	"AM/AM0301/AM0301S"
"NAKUBefolkningK"	"Population aged 15-74 (LFS) by sex, age and labour status. Quarter 2005K2 - 2015K2"	"AM/AM0401/AM0401A"
"NAKUBefolkningAr"	"Population aged 15-74 (LFS) by sex, age and labour status. Year 2005 - 2014"	"AM/AM0401/AM0401A"
"NAKUBefolkningM"	"Population aged 15-74 (LFS) by sex, age and labour status. Month 2005M04 - 2015M06"	"AM/AM0401/AM0401A"
"NAKUSysselAnkK"	"Employed persons aged 15-74 (LFS) by degree of attachment to the labour marke, sex and age. Quarter 2005K2 - 2015K2"	"AM/AM0401/AM0401I"
"NAKUSysselAnkAr"	"Employed persons aged 15-74 (LFS) by degree of attachment to the labour market, sex and age. Year 2005 - 2014"	"AM/AM0401/AM0401I"
