"ID"	"Title"
"FV15S02"	"Election to the Parliament 2015 in Kbenhavns Omegns Storkreds"
"FV15S03"	"Election to the Parliament 2015 in Nordsjllands Storkreds"
"FV15S04"	"Election to the Parliament 2015 in Bornholms Storkreds"
"FV15S05"	"Election to the Parliament 2015 in Sjllands Storkreds"
"FV15S06"	"Election to the Parliament 2015 in Fyns Storkreds"
"FV15S07"	"Election to the Parliament 2015 in Sydjyllands Storkreds"
"FV15S08"	"Election to the Parliament 2015 in stjyllands Storkreds"
"FV15S09"	"Election to the Parliament 2015 in Vestjyllands Storkreds"
"FV15S10"	"Election to the Parliament 2015 in Nordjyllands Storkreds"
"FV15KAND"	"Personal votes of the candidates"
"VALGK3"	"Elections to municipality councils"
"AKVA3"	"Elections to region councils"
"EV14TOT"	"European Parliament Election 2014"
"EV14S01"	"European Parliament Election 2014"
"EV14S02"	"European Parliament Election 2014"
"EV14S03"	"European Parliament Election 2014"
"EV14S04"	"European Parliament Election 2014"
"EV14S05"	"European Parliament Election 2014"
"EV14S06"	"European Parliament Election 2014"
"EV14S07"	"European Parliament Election 2014"
"EV14S08"	"European Parliament Election 2014"
"EV14S09"	"European Parliament Election 2014"
"EV14S10"	"European Parliament Election 2014"
"FA14TOT"	"Referendum on joining the Unified Patent Court 2014"
"FA14S01"	"Referendum on joining the Unified Patent Court 2014"
"FA14S02"	"Referendum on joining the Unified Patent Court 2014"
"FA14S03"	"Referendum on joining the Unified Patent Court 2014"
"FA14S04"	"Referendum on joining the Unified Patent Court 2014"
"FA14S05"	"Referendum on joining the Unified Patent Court 2014"
"FA14S06"	"Referendum on joining the Unified Patent Court 2014"
"FA14S07"	"Referendum on joining the Unified Patent Court 2014"
"FA14S08"	"Referendum on joining the Unified Patent Court 2014"
"FA14S09"	"Referendum on joining the Unified Patent Court 2014"
"FA14S10"	"Referendum on joining the Unified Patent Court 2014"
"IFV1"	"Household members"
"IFV3"	"Household members"
"IFV4"	"Household members"
"IFV5"	"Household members"
"IFV6"	"Household members"
"IFV7"	"Household members"
"HAND02"	"Handicapservices"
"HAND01"	"Handicapservices (Number)"
"HAND06"	"Handicapservices (Number per 1.000 inhabitants)"
"HAND05"	"Handicapservices"
"HAND03"	"Handicapservices"
"BOL101"	"Dwellings"
"BOL102"	"Dwellings"
"BOL103"	"ENGELSK"
"BOL104"	"ENGELSK"
"BOL105"	"ENGELSK"
"BOLRD"	"Occupied dwellings"
"BOL201"	"Residents"
"BOL202"	"ENGELSK"
"BOL203"	"ENGELSK"
"BOL204"	"ENGELSK"
"INDKF41"	"Families"
"INDAMP01"	"Population"
"INDAMP02"	"Population"
"INDAMP03"	"Population"
"IND01"	"Admissions"
"IND02"	"Admissions"
"IND03"	"Admissions, bed-days and hospital patients"
"IND04"	"Admissions, bed-days and hospital patients"
"IND05"	"Admissions, bed-days and hospital patients"
"INDP01"	"Hospital patients"
"INDP02"	"Hospital patients"
"INDP03"	"Rates for admissions"
"INDP04"	"Rates for admissions of adults"
"INDP05"	"Rates for admissions of adults"
"INDP06"	"Rates for admissions of children"
"INDP07"	"Rates for admissions"
"INDP08"	"Rates for admissions"
"INDP09"	"Rates for admissions"
"INDP10"	"Rates for admissions of children"
"AMB01"	"Out-patient treatments"
"AMB02"	"Out-patient treatments"
"AMB03"	"Out-patient treatments and out-patients"
"AMB04"	"Out-patient treatments and out-patients"
"AMB05"	"Out-patient treatments and out-patients"
"AMBP01"	"Out-patients"
"AMBP02"	"Out-patients"
"AMBP03"	"Rates for out-patient treatments"
"AMBP04"	"Rates for out-patient treatments of adults"
"AMBP05"	"Rates for out-patient treatments of adults"
"AMBP06"	"Rates for out-patient treatments of children"
"AMBP07"	"Rates for out-patient treatments"
"AMBP08"	"Rates for out-patient treatments"
"AMBP09"	"Rates for out-patient treatments"
"AMBP10"	"Rates for out-patient treatments of children"
"SYGFAM"	"Population"
"SYGSIK"	"Population"
"SYGHER"	"Population"
"SYGSOC"	"Population"
"SYGIND"	"Population"
"SYGK"	"Contacts covered by the public health insurance"
"SYGKS"	"Contacts covered by the public health insurance"
"SYGP"	"Number of persons with contacts covered by public health insurance"
"SYGPS"	"Recievers og public health insurance"
"SYGU"	"Public health insurance expenses"
"SYGUS"	"Public health insurance expenses"
"RES11"	"Staff in municipal dental care and health care, full-time employees"
"AUKS02"	"Seasonally adjusted figures"
"AUKS01"	"Seasonally adjusted figures"
"AUK01"	"Persons receiving public benefits"
"AUK02"	"Persons receiving public benefits"
"AUK03"	"Persons receiving public benefits"
"AUK04"	"Persons receiving public benefits"
"AUK05"	"Persons receiving public benefits"
"AUH01"	"Persons who are not in ordinary employment"
"AUH02"	"Persons who are not in ordinary employment"
"AUH03"	"Persons who are not in ordinary employment"
"AUH04"	"Persons who are not in ordinary employment"
"AUH05"	"Persons receiving public benefits"
"KY01"	"Receivers of cash benefits"
"KY02"	"Receivers of cash benefits"
"KY03"	"Cash benefits"
"KY04"	"Cash benefits"
"KY05"	"Cash benefits"
"KY021"	"Receivers of cash benefits"
"KY022"	"Receivers of cash benefits"
"KY023"	"Cash benefits"
"KY024"	"Cash benefits"
"KY025"	"Cash benefits"
"KY026"	"Cash benefits"
"KY027"	"Cash benefits"
"KY028"	"Cash benefits"
"SOCDAG99"	"Concluded benefit cases"
"SOCDAG88"	"Concluded benefit cases (amounts)"
"SOCDAG66"	"Concluded benefit cases (amounts)"
"SOCDAG55"	"Concluded benefit cases"
"SOCDAG77"	"Concluded benefit cases"
"SOCDAG2"	"Share of employed with longer time illness"
"SOCDAG1"	"Sickness and maternity benefits"
"SOCDAG00"	"Sickness and maternity benefits, all cases"
"SOCDAG33"	"Concluded benefit cases"
"SOCDAG10"	"Total leave after birth - all parents"
"PEN11"	"Recipients of old age- and early retirement pension, etc. (pr. January)"
"PEN22"	"Old age- and early retirement pension payment in January"
"PEN33"	"Recipients of old age- and early retirement pension"
"BU01"	"Children and young persons with preventive measures per 31st December"
"BU02A"	"Children and young persons placed outside of own home (31st December)"
"BU02B"	"Children and young persons placed outside of own home (31st December)"
"BU03A"	"Children and young persons placed outside of own home per 31st December"
"BU03B"	"Children and young persons placed outside of own home per 31st December"
"BU04"	"Assistance to exposed children and young people (31st December)"
"RESSBU"	"Special institutions for children and juveniles"
"PAS11"	"Clients in child care"
"PAS22"	"Child care"
"PAS33"	"Personnel"
"RES88"	"Yearly rates of child-care"
"BTS44"	"Families with child subsidy and family allowance in the 4th quarter of the year"
"BTS55"	"Children with child subsidy and family allowance in the 4th quarter of the year"
"BTS66"	"Paid amounts for child subsidy (1000 DKK) in the 4th quarter of the year"
"AED14"	"Recipients referral to home care, free choice,"
"AED17"	"Home visits implemented as planned"
"AED022"	"Home care, free choice (referral hours per week)"
"AED021"	"Home care, free choice (referral hours average per week)"
"AED01"	"Home care, free choice (provided hours per week)"
"AED02"	"Home care, free choice (provided hours average per week)"
"AED023"	"Recipients of home care, free choice,"
"AED06"	"Recipients referral to home care, free choice,"
"AED012"	"Recipients of home care, free choice, who use private contractor"
"AED12"	"Recipients referral to home care, free choice, who use private contractor"
"AED13"	"First-time referred recipients, free choice, who use private contractor,"
"VH33"	"Private suppliers of home help"
"AED10"	"Recipients of preventative home visits"
"MH11"	"Recipients of temporary home help (DISCONTINUED)"
"AED07"	"Recipients referral to home care, nursing homes/nursing dwellings)"
"AED16"	"Free choice of dwelling and average waiting time for nursing homes"
"AED08"	"Recipients of rehabilitation and maintenance rehabilitation"
"AED20"	"Clinical pathways and readmissions for persons aged 67,"
"AED19"	"Discharges and length of stay (days) for persons aged 67,"
"RES10"	"Staff working with nursing and care, full-time employees"
"RESI01"	"Clients in nursing dwellings and dwellings for the elderly"
"RESP01"	"Places in social measures"
"BOST11"	"Households with rent subsidy in December"
"BOST22"	"Rent subsidy paid to non-pensioners (1000 DKK) in December"
"BOST33"	"Households with rent subsidy for pensioners in December"
"BOST44"	"Rent subsidy for pensioners (1000 DKK) in December"
"BOST61"	"Rent subsidy in December"
"BOST62"	"Rent subsidy in december"
"BOST55"	"Rent subsidy paid to new early retirement pensioners"
"VH44"	"Persons, who are embraced by free choice/users of permanent home help done by pr"
"UHELD3"	"Road traffic accidents"
"UHELD4"	"Road traffic accidents"
"UHELD5"	"Road traffic accidents"
"UHELD6"	"Road traffic accidents"
"UHELDK7"	"Road traffic accidents"
"UHELD8"	"Injured and killed in road traffic accidents"
"UHELD9"	"Injured and killed in road traffic accidents"
"UHELD10"	"Injured and killed in road traffic accidents"
"UHELD11"	"Injured and killed in road traffic accidents"
"UHELDK1"	"Injured and killed in road traffic accidents"
"UHELDK2"	"Injured and killed in alcohol accidents"
"UHELD12"	"Drivers and pedestrians"
"MOERKE"	"Injured in road traffic accidents reported by the police and casualty wards"
"BANE91"	"Fatalities and injuries in railway traffic accidents"
"BANE92"	"Fatalities and injuries in railway traffic accidents"
"SKIB92"	"Accidents at sea involving Danish vessels"
"SKIB93"	"Accidents and fatalities onboard Danish vessels Danish ships"
"SKIB94"	"Accidents at sea in Danish sea territory"
"STRAF10"	"Reported criminal offences"
"STRAF11"	"Reported criminal offences"
"STRAF20"	"Reported criminal offences and charges"
"STRAF22"	"Reported criminal offences and charges"
"STRAF5"	"Victims of reported criminal offences"
"STRAF40"	"Decisions"
"STRAF44"	"Decisions, total"
"STRAF46"	"Suspended sentence"
"STRAF47"	"Unsuspended sentence"
"STRAF48"	"Average length of suspended sentences"
"STRAF49"	"Average length of unsuspended sentences"
"STRAFNA1"	"Persons guilty in crimes"
"STRAFNA2"	"Persons guilty in crimes"
"RECIDIV1"	"Persons"
"RECIDIV2"	"Persons"
"RECIDIV3"	"Persons"
"RECIDIV4"	"Persons"
"RECIDIV5"	"Persons"
"RECIDIV6"	"Persons"
"RECIDIV7"	"Persons"
"RECIDIV8"	"Persons"
"RECIDIV9"	"Persons"
"RECIDV10"	"Persons"
"RECIDV12"	"Persons"
"RECIDV11"	"Persons"
"HFUDD10"	"Educational attainment (15-69 years)"
"HFUDD15"	"Educational attainment (15-69 years)"
"HFUDD20"	"Educational attainment (15-29 years)"
"STATUS10"	"18 -25 year-olds, upper secondary school or vocational education"
"STATUS12"	"18-25 year-olds"
"STATUS14"	"18-25 year-olds"
"STATUS16"	"18-25 year-olds"
"STATUS18"	"18-25 year-olds"
"STATUS20"	"18-25 year-olds"
"STATUS22"	"18-25 year-olds"
"STATUS40"	"25 - 45 year-olds, higher education"
"STATUS42"	"25-45 year-olds,"
"STATUS44"	"25-45 year-olds, higher education"
"STATUS46"	"25-45 year-olds"
"STATUS48"	"25-45 year-olds"
"STATUS50"	"25-45 year-olds"
"UDDAKT10"	"Educational activity"
"UDDAKT11"	"Educational activity"
"UDDAKT12"	"Educational activity"
"UDDAKT20"	"Educational activity in basic school"
"UDDAKT23"	"Enrolled, basic school"
"UDDAKT22"	"Enrolled, basic school"
"KVOTIEN"	"Class quotients in primary schools"
"UDDAKT30"	"Educational activity in upper secondary school"
"UDDAKT35"	"Educational activity at upper secondary vocational educations"
"UDDAKT40"	"Educational activity at short cycle higher educations"
"UDDAKT50"	"Educational activity at medium cycle higher educations"
"UDDAKT60"	"Educational activity at bachelor educations"
"UDDAKT70"	"Educational activity at long cycle higher educations"
"PHD2"	"Graduate, doctorate students"
"PHD1"	"Entrants, doctorate students"
"UDVSTD01"	"Exchange students"
"INST10"	"Basic schools"
"INST11"	"General upper secondary school"
"INST12"	"Vocational upper secondary school"
"INST15"	"Vocational institutions"
"INST16"	"Business academy"
"INST17"	"Medium-cycle higher educational institutions"
"INST20"	"Universities"
"INST25"	"Cultural educational institutions"
"VEU10"	"Participation in supplementary courses"
"VEU23"	"Participation in supplementary courses"
"VEU22"	"Participation in supplementary courses"
"VEU24"	"Participation in supplementary courses"
"VEUHOJ10"	"Participation in long supplementary courses"
"VEUHOJ20"	"Participation in supplementary courses in short courses at folk high schools"
"VEUVUC10"	"Participation in supplementary courses"
"VEU32"	"Participation in supplementary courses"
"VEU33"	"Participation in supplementary courses"
"VEU34"	"Participation in supplementary courses"
"VEUVID10"	"Participants in supplementary courses"
"VEUHEL10"	"Persons who have completed a full program in adult education"
"VEUHEL20"	"Persons who have completed a full program in adult education"
"AES1"	"Participation in adult education (AES)"
"AES2"	"Adult education"
"CVTS1"	"Supplementary education in enterprises (CVTS)"
"CVTS4"	"Persons attending continuing education"
"FORLOB10"	"From primary and lower secondary school to further education"
"FORLOB15"	"From upper secondary education to further education"
"FORLOB50"	"From vocational education to labour"
"FORLOB51"	"From vocational education to labour"
"FORLOB30"	"From bachelor to master education (status 2014)"
"FORLOB31"	"From bacheloreducation to master education (status 2014)"
"FORSK01"	"Enterprises expenses for own R&D"
"FORSK02"	"Enterprise expenses for own R&D"
"FOUOFF01"	"R&D personel in public sector"
"FOUOFF02"	"R&D man-year in public sector"
"FOUOFF03"	"R&D full-time employees in public sector"
"FOUOFF04"	"R&D full-time employees (per cent)"
"FOUOFF05"	"R&D expenses in public sector"
"FOUOFF06"	"R&D-employees by personnel at institutes in higher education sector"
"FOUOFF07"	"R&D-expenses in public sector"
"FOUOFF08"	"Number of R&D-employees in public sector"
"FOUOFF09"	"External funding of R&D"
"CFABNP"	"Research and Development costs in per cent of GDP"
"FOUIT01"	"Expenses for R&D in ICT"
"FOUIT02"	"Head count and full time equivalence in R&D in ICT"
"FOUBUD"	"Government Budget for Appropriations or Outlays for R&D"
"FOUBUD1"	"Central Government appropriations for R&D"
"FOUUDL01"	"Enterprises"
"FOUUDL02"	"Employed persons with R&D-tasks"
"FOUUDL03"	"R&D full-time employees"
"IPR1"	"Enterprises, who have traded in IPR"
"IPR2"	"Enterprises, who have traded in IPR"
"INN01"	"Enterprises expenses for own R&D"
"INN02"	"Innovative enterprises"
"INN04"	"Product innovative enterprises"
"INN05"	"Productinnovative enterprises turnover from goods and services"
"INN06"	"Procesinnovative enterprises"
"INN09"	"Innovative enterprises with innovation cooperation"
"OIN01DK"	"Innovative workplaces in the public sector"
"OIN02DK"	"Innovative workplaces in the public sector"
"OIN03DK"	"Innovative workplaces in the public sector"
"OIN04DK"	"Innovative workplaces in the public sector"
"BEBRIT02"	"Latest use of internet"
"BEBRIT03"	"Mobile access to internet (away from home)"
"BEBRIT04"	"Use of internet for communication activities"
"BEBRIT07"	"Purchase via internet"
"BEBRIT08"	"E-commerce during the past year"
"BEBRIT09"	"Use of internet for private purposes"
"FABRIT01"	"Access to computer and internet in by household type - (2008)"
"BEBRIT11"	"E-commerce by type of sellers"
"BEBRIT15"	"Use of internet via mobile phone (16-74 years)"
"BEBRIT16"	"Use of streaming services - per cent of internet users (16-89 years)"
"BEBRIT17"	"Frequency in use of streaming services (16-89 years)"
"FABRIT1"	"Access to the Internet in the families"
"ITF"	"e-skills"
"VITA1"	"IT usage in Danish enterprises"
"VITA"	"IT usage in Danish enterprises"
"MUS"	"Activity on Danish museums"
"MUS1"	"Activity"
"MUS2"	"Activity at Danish museums (departments)"
"ZOO1"	"Zoos, Aquariums and Botanical Gardens"
"KFRED1"	"Protected buildings"
"KFRED2"	"Protected ancient monuments"
"KFRED3"	"New protections and de-protections"
"ARKIV01"	"Activity and staffing of the Danish National State Archives"
"ARKIV03"	"Activity and staffing of the National Danish Archives (State Archives)"
"BIB1"	"Public libraries key figures"
"BIB2"	"Public libraries"
"BIB3"	"Public libraries physical materials"
"BIB3B"	"Public libraries physical materials"
"BIB4B"	"Public libraries stock and use of electronic resources"
"BIB5"	"Public libraries interlibrary loans"
"BIB6"	"Public Libraries economy"
"BIB7"	"Activities at libraries"
"BIB8"	"Full time employees at public libraries"
"SBS1"	"Comparative statistics of public libraries"
"FORSK1"	"Research libraries with special obligations"
"FORSK2"	"Economy at research libraries with special obligations"
"FORSK3"	"Loans and renewals at research libraries with special obligations"
"FORSK4"	"Stock, accession and discarding at research libraries with special obligations"
"FORSK5B"	"Stock and use of electronic resources at research libraries with special obl."
"FORSK6"	"Interlibrary loans at research libraries with special obligations"
"FORSK11"	"Other research libraries"
"FORSK12"	"Loans and renewals at other research libraries"
"FORSK13"	"Stock, accession and discarding at other research libraries"
"FORSK14B"	"Stock and use of electronical ressources at other research libraries"
"SBS2"	"Comparative statistic of research libraries"
"BIO1"	"Danish cinemas, cinema screens and seating capacity"
"BIO2"	"Activity in Danish cinemas"
"BIO3"	"Cinemas"
"BIO4"	"Biograffilm/premierefilm"
"BIO5"	"Biograffilm"
"BIO6"	"Cinema movies"
"BOG02"	"Book releases"
"BOG03"	"Book production"
"BOG04"	"School books and children's books"
"BOG05"	"Booktitles"
"BOG06"	"Book releases, commercial"
"DAGBLAD"	"Circulation"
"DAGBLAD1"	"Daily newspaper"
"MAGASIN"	"Consumer-paid magazines"
"APP212"	"Share of conversion and viewing devices"
"DIS111"	"Communal aerial systems"
"DIS122"	"Broadband subscriptions"
"DIS123"	"Broadband subscriptions"
"DIS124"	"Market shares of broadband subscriptions"
"DIS129"	"Active internet subscriptions"
"DIS131"	"Reception of TV-channels"
"DIS132"	"Aerial solutions"
"DIS133"	"Aerial combinations"
"DIS134"	"Internet access"
"DIS135"	"Households that can receive national and international TV channels (penetration)"
"FOR4210"	"TV-stations' share of viewing time"
"FOR4211"	"Airtime (in minutes)"
"FOR4212"	"Share of airtime"
"FOR4213"	"Viewing time (minutes)"
"FOR4214"	"Viewing time (share in percent)"
"FOR4215"	"Average daily TV consumption in minutes (aged 3 and up)"
"FOR4216"	"Number, duration and coverage of TV-spots by channel"
"FOR422"	"Average weekly TV viewing"
"FOR424"	"Average daily TV coverage (no. of viewers in 1.000)"
"FOR425"	"Average daily TV coverage (share of population aged 3 and up)"
"FOR426"	"Average weekly TV-coverage (number of viewers in 1000)"
"FOR427"	"Average weekly TV-coverage (share of population aged 3 and up)"
"FOR441C"	"Listeners"
"VIR316"	"Advertising turnover"
"VIR317"	"Turnover from TV-spots (in 1.000 DKK)"
"VIR331"	"Turnover from internet advertising"
"TEAT1"	"Productions staged on state-subsidized theatres"
"TEAT2"	"Performances on state-subsidized theatres"
"TEAT3"	"Audience on state-subsidized theatres"
"TEAT4"	"Activities on Danish theatres"
"TEAT5"	"Theatres"
"TEAT6"	"Theatre activity"
"TEAT7"	"Theatre activity"
"TEAT8"	"Theatre activity"
"TEAT9"	"Theatre activity"
"TEAT10"	"Theatre activity"
"TEAT11"	"Activity at Danish state subsidised theatres"
"TEAT13"	"Activity from guest appearances from abroad in Denmark"
"TEAT12"	"Danish guest performances abroad"
"TEAT14"	"Economic performance of state-subsidised theatres"
"TEAT15"	"Theatre activity"
"MUSKOL01"	"Music schools by key figures"
"MUSKOL02"	"Pupils at music schools"
"MUSKOL03"	"Maintaining music school students"
"MUSKOL04"	"Music school staff"
"MUSKOL05"	"Senior staff with teaching"
"MUSKOL06"	"Music schools economy"
"MUSIK1"	"Revenue from the sale of recorded music"
"MUSIK2"	"Purchase of rights for recording music"
"MUSIK3"	"Income by sale of music"
"MUSIK4"	"Income from music rights"
"KVU1201"	"Adult participation in selected cultural activities"
"KVU1202"	"Adult participation in selected cultural activities"
"KVU1203"	"Causes of adult rejection of cultural activities"
"KVU1204"	"Visits to theaters"
"KVU1205"	"Museum visits"
"KVU1206"	"Persons who goes on visit or having guests on visit"
"KVU1207"	"Adults reading habits (newspaper)"
"KVU1208"	"Adults reading habits (books and magasins)"
"KVU1209"	"Adults who plays instrument or sings"
"KVU1210"	"Adults use of library"
"KVU1211"	"Adults activities at the library"
"KVU1212"	"Adults use of tv, radio and music"
"KVU1213"	"Adults visits at cinema, concerts and museums"
"KVU1214"	"Adults sport activities within the past year"
"KVU11"	"Adults reading habits"
"KVU14"	"Adults reading habits"
"KVU15"	"Adults reading habits"
"KVU16"	"Adults use of library"
"KVU17"	"Adults use of library"
"KVU18"	"Adults use of library"
"KVU31"	"Adults participation in outgoing cultural activities"
"KVU32"	"Adults participation in outgoing cultural activities"
"KVU41"	"Adults participation in outgoing cultural activities"
"KVU51"	"Adults participation in selected cultural activities"
"KVU52"	"Adults participation in selected cultural activities"
"KVU54"	"Adults participation in selected cultural activities"
"KVU53"	"Adults participation in selected cultural activities"
"KVU61"	"Adults sports and exercise activities"
"KVU71"	"Adults time usage on selected cultural activities"
"KVU81"	"Adults sports and exercise habits"
"KVU82"	"Adults sports and exercise habits"
"KVUB1201"	"Childrens participation in selected culture activities"
"KVUB1202"	"Childrens participation in culture activities"
"KVUB1203"	"Causes of children rejection of cultural activities"
"KVUB1204"	"Children who play computer games"
"KVUB1205"	"Childrens use of tv"
"KVUB1206"	"Childrens share of music listening"
"KVUB1207"	"Childrens library visits"
"KVUB1208"	"Children who reads books"
"KVUB1209"	"Children who reads newspaper"
"KVUB1210"	"Childrens use of movies"
"KVUB1211"	"Children with friends on visit"
"KVUB1212"	"Children who visit their friends"
"KVUB2"	"Childrens music activities"
"KVUB3"	"Childrens participation in outgoing cultural activities"
"KVUB4"	"Childrens time usage on selected cultural activities"
"KVUB5"	"Childrens participation in selected cultural activities"
"KVUB6"	"Frequency of childrens reading and use of electronic medias"
"KVUB7"	"Frequency of childrens reading and use of electronic medias"
"KVUB8"	"Frequency of childrens reading and use of electronic medias"
"KVUB1"	"Childrens sports and exercise activities"
"SPORT1"	"Attendance at selected sporting events"
"MEDLEM1"	"Sports federations and youth and outdoor activities organizations"
"BEVIL01"	"Public funding for cultural purposes"
"BEVIL02"	"Public funding for cultural purposes"
"BEVIL05"	"Public funding for cultural purposes related to research"
"BEVIL04"	"Public funding for cultural purposes related to tertiary education"
"KUBS01"	"Payments by the Ministry of Culture"
"KUBS02"	"Payments by the Ministry of Culture"
"KUBS02A"	"Payments by the Ministry of Culture"
"KUBS03"	"Payments by the Ministry of Culture"
"KUBS04"	"Payments by the Ministry of Culture"
"KUBS05"	"Personal recipients of payments by the Ministry of Culture"
"KUBS06"	"Personal recipients of payments by the Ministry of Culture"
"KUBS07"	"Companies receiving payments by the Ministry of Culture"
"KUBS08"	"Payments by the Ministry of Culture to companies"
"KUBS09"	"Payments by the Ministry of Culture targeted research"
"KUBS10"	"Payments by the Ministry of Culture targeted education"
"BIA01"	"Personal recipients of Biblioteksafgiftsfondens funds"
"BIA02"	"Payments from Biblioteksafgiftsfondens"
"KUBESK1"	"Unemployment rates"
"KUBESK2"	"Activity rates (end November)"
"KUBESK3"	"Employed persons (end November)"
"KUBESK4"	"Average income"
"KUBESK5"	"Employment (end November)"
"KUIV1"	"Cultural Business Demography"
"KUIV2"	"Cultural Business Demography"
"KUERH1"	"Cultural business structure"
"KUERH2"	"Cultural business structure"
"KUERH3"	"Cultural workplace (ultimo November)"
"KUARB1"	"Employees in cultural sector"
"KUARB2"	"Employees in cultural sector"
"KUARB3"	"Employees in cultural sector"
"FOUKUL02"	"Full-time equivalents and personnel for R&D"
"FOUKUL01"	"Expenses for R&D in culture"
"KM11"	"Population at the first day of the quarter"
"KM55"	"Population 1. January"
"KM6"	"Population 1. January"
"KM2"	"Registration and resignation from the national church"
"KM22"	"Registration and resignation from the national church"
"KM33"	"Live births and deaths"
"KM4"	"Religious ceremonies"
"KM44"	"Religious ceremonies"
"AKU105"	"Labour force status (number of persons 1.000)"
"AKU125"	"Labour force status (per cent)"
"AKU100"	"Labour force status (number of persons 1.000)"
"AKU120"	"Labour force status in percentage"
"AKU101"	"Labour force status (number of persons 1.000)"
"AKU121"	"Labour force status in percentage"
"AKU102"	"Labour force status (number of persons 1.000)"
"AKU122"	"Labour force status in percentage"
"AKU103"	"Seasonally adjusted labour force status (number of persons 1.000)"
"AKU123"	"Seasonally adjusted labour force status in percentage"
"AKU104"	"Labour force status (number of persons 1.000)"
"AKU124"	"Labour force status in percentage"
"RAS200"	"Activity and employment rates (end November)"
"RAS201"	"Population (end November)"
"RAS202"	"Population (end November)"
"RAS203"	"Population (end November)"
"RAS204"	"Immigrants (end November)"
"RAS205"	"Immigrants (end November)"
"AMR1"	"The population's attachment to the labour market"
"AMR2"	"The populations's attachment to the labour market"
"LS01"	"Job vacancies"
