"ID"	"Label"
"ENQ-CONJ-IND-BAT-CLIENTS"	"Economic outlook survey in building industry - Results by type of clientele - NAF rev. 2"
"ENQ-CONJ-IND-BAT-CORPS"	"Economic outlook survey in building industry - Results by building trade - NAF rev. 2"
"ENQ-CONJ-IND-BAT-ENS"	"Economic outlook survey in building industry - Overall results - NAF rev. 2"
"ENQ-CONJ-IND-BAT-SYNTH"	"Economic outlook survey in building industry - Synthetic and turning-point indicators - NAF rev. 2"
"ENQ-CONJ-IND-BAT-TRAVAUX"	"Economic outlook survey in building industry - Results by type of work - NAF rev. 2"
"ENQ-CONJ-INV-IND-EQUIP"	"Economic outlook survey on industrial investment - Forecast and observation in equipment scrapping - NAF rev.2"
"ENQ-CONJ-INV-IND-EVO-CAPA"	"Economic outlook survey on industrial investment - Changes in productive capacity - NAF rev. 2"
"ENQ-CONJ-INV-IND-EVO-INV"	"Economic outlook survey on industrial investment - Forecast and actual changes in investment - NAF rev. 2"
"ENQ-CONJ-INV-IND-EVO-VAL"	"Economic outlook survey on industrial investment - Nominal change - NAF rev. 2"
"ENQ-CONJ-INV-IND-INFLUENCE"	"Economic outlook survey on industrial investment - Balances of influence - NAF rev. 2"
"ENQ-CONJ-INV-IND-MOTIV"	"Economic outlook survey on industrial investment - Economic motivation - NAF rev. 2"
"ENQ-CONJ-INV-IND-REVISION"	"Economic outlook survey on industrial investment - Revision indicator - NAF rev.2"
"ENQ-CONJ-MENAGES"	"Monthly economic outlook survey on households"
"ENQ-CONJ-PROMO-IMMO-LOCATION"	"Quarterly business survey in the real-estate development - Results for housing rental - NAF rev. 2"
"ENQ-CONJ-PROMO-IMMO-TOT"	"Quarterly business survey in the real-estate development - Results for the whole sector - NAF rev. 2"
"ENQ-CONJ-PROMO-IMMO-VENTE"	"Quarterly business survey in the real-estate development - Results for housing selling - NAF rev. 2"
"ENQ-CONJ-SERV-ACT4"	"Economic outlook survey in services - Results broken down into 4 economic sectors - NAF rev. 2"
"ENQ-CONJ-SERV-ACT9"	"Economic outlook survey in services - Results broken down into 9 economic sectors - NAF rev. 2"
"ENQ-CONJ-SERV-ENS"	"Economic outlook survey in services - Overall results - NAF rev. 2"
"ENQ-CONJ-SERV-HZ"	"Economic outlook survey in services - Specific questions to transports sector - NAF rev. 2"
"ENQ-CONJ-SERV-SYNTH"	"Economic outlook survey in services - Summary indicators - NAF rev. 2"
"ENQ-CONJ-TP"	"Quarterly economic outlook survey in public works - Results by type of clientele - NAF rev. 2"
"ENQ-CONJ-TRES-IND-FINANCEMENT"	"Economic outlook survey on the cash-flow situation in industry - Conditions of funding - NAF rev. 2"
"ENQ-CONJ-TRES-IND-INFLUENCE-BILAN"	"Economic outlook survey on the cash-flow situation in industry - Balances of influence to balance sheet - NAF rev. 2"
"ENQ-CONJ-TRES-IND-INFLUENCE-CR"	"Economic outlook survey on the cash-flow situation in industry - Operating results and balances of influence to income statement - NAF rev. 2"
"ENQ-CONJ-TRES-IND-PERSP"	"Economic outlook survey on the cash-flow situation in industry - Development perspectives - NAF rev. 2"
"ENQ-CONJ-TRES-IND-SITUATION"	"Economic outlook survey on the cash-flow situation in industry - Current cash-flow situation - NAF rev. 2"
"ETAT-CIVIL-DEP"	"Births, deaths and marriages by department of residence and department of registration"
"ETAT-CIVIL-REG"	"Births, deaths and marriages by region of residence and region of registration"
"GGD-FMI"	"General government gross debt within the meaning of IMF"
"ICA-CS-1990-NAF4"	"Turnover indices (base 1990) - Trade and services - Main groups - Stopped series"
"ICA-CS-1990-NAF5"	"Turnover indices (base 1990) - Trade and services - Level A700 (classes) - Stopped series"
"ICA-CS-1995-COMDET-NAF4"	"Turnover indices (base 1995) - Retail trade and personal services - Main groups - Stopped series"
"ICA-CS-1995-COMDET-NAF5"	"Turnover indices (base 1995) - Retail trade and personal services - Level A700 (classes) - Stopped series"
"ICA-CS-1995-COMGROS-NAF4"	"Turnover indices (base 1995) - Wholesale and services to businesses - Main groups - Stopped series"
"ICA-CS-1995-COMGROS-NAF5"	"Turnover indices (base 1995) - Wholesale and services to businesses - Level A700 (classes) - Stopped series"
"ICA-CS-1995-SERV-NAF4"	"Turnover indices (base 1995) - Real-estate services and transport services - Main groups - Stopped series"
"ICA-CS-1995-SERV-NAF5"	"Turnover indices (base 1995) - Real-estate services, excluding rentals - Level A700 (classes) - Stopped series"
"ICA-CS-2000-COMDET-NAF4"	"Turnover indices (base 2000, NAF rev. 1) - Retail trade and personal services - Main groups - Stopped series"
"ICA-CS-2000-COMDET-NAF5"	"Turnover indices (base 2000, NAF rev. 1) - Retail trade and personal services - Level A700 (classes) - Stopped series"
"ICA-CS-2000-COMGROS-NAF4"	"Turnover indices (base 2000, NAF rev. 1) - Wholesale and services to businesses - Main groups - Stopped series"
"ICA-CS-2000-COMGROS-NAF5"	"Turnover indices (base 2000, NAF rev. 1) - Wholesale and services to businesses - Level A700 (classes) - Stopped series"
"ICA-CS-2000-SERV-NAF4"	"Turnover indices (base 2000, NAF rev. 1) - Real estate services and transport services - Main groups - Stopped series"
"ICA-CS-2000-SERV-NAF5"	"Turnover indices (base 2000, NAF rev. 1) - Real estate services (excluding rentals) and sanitation services - Level A700 (classes) - Stopped series"
"ICA-CS-2005-D45"	"Turnover indices (base 2005, NAF rev. 2) - Trade and automobile repair - Stopped series"
"ICA-CS-2005-D46"	"Turnover indices (base 2005, NAF rev. 2) - Wholesale trade - Stopped series"
"ICA-CS-2005-D47"	"Turnover indices (base 2005, NAF rev. 2) - Retail trade - Stopped series"
"ICA-CS-2005-HZ"	"Turnover indices (base 2005, NAF rev. 2) - Transport and storage - Stopped series"
"ICA-CS-2005-IZ"	"Turnover indices (base 2005, NAF rev. 2) - Accomodation and food - Stopped series"
"ICA-CS-2005-JZ"	"Turnover indices (base 2005, NAF rev. 2) - Information and communication - Stopped series"
"ICA-CS-2005-LZ"	"Turnover indices (base 2005, NAF rev. 2) - Real-estate activities - Stopped series"
"ICA-CS-2005-MN"	"Turnover indices (base 2005, NAF rev. 2) - Business support - Stopped series"
"ICA-CS-2005-RS"	"Turnover indices (base 2005, NAF rev. 2) - Service activities to households - Stopped series"
"ICA-CS-2010-D45"	"Turnover indices (base 2010, NAF rev. 2) - Trade and repair of automobiles and motorcycles"
"ICA-CS-2010-D46"	"Turnover indices (base 2010, NAF rev. 2) - Wholesale trade"
"ICA-CS-2010-D47"	"Turnover indices (base 2010, NAF rev. 2) - Retail trade"
"ICA-CS-2010-HZ"	"Turnover indices (base 2010, NAF rev. 2) - Transport and storage"
"ICA-CS-2010-IZ"	"Turnover indices (base 2010, NAF rev. 2) - Accomodation and food"
"ICA-CS-2010-JZ"	"Turnover indices (base 2010, NAF rev. 2) - Information and communication"
"ICA-CS-2010-LZ"	"Turnover indices (base 2010, NAF rev. 2) - Real-estate activities"
"ICA-CS-2010-MN"	"Turnover indices (base 2010, NAF rev. 2) - Business support"
"ICA-CS-2010-RS"	"Turnover indices (base 2010, NAF rev. 2) - Service activities to households"
"ICA-IC-1990-BTP"	"Turnover indices (base 1990) - Special groups relating to building and public works - Stopped series"
"ICA-IC-1990-ENS"	"Turnover indices (base 1990) - Overall in NAF - Stopped series"
"ICA-IC-1990-NAF3"	"Turnover indices (base 1990) - NAF 3 level 220 (groups) - Stopped series"
"ICA-IC-1990-NES16"	"Turnover indices (base 1990) - NES 16 classification - Stopped series"
"ICA-IC-1990-NES36"	"Turnover indices (base 1990) - NES 36 classification - Stopped series"
"ICA-IC-1995-BTP"	"Turnover indices (base 1995) - Special groups relating to building and public works - Stopped series"
"ICA-IC-1995-ENS"	"Turnover indices (base 1995) - Overall - Stopped series"
"ICA-IC-1995-NAF3"	"Turnover indices (base 1995) - NAF 3 level 220 (groups) - Stopped series"
"ICA-IC-1995-NAF4"	"Turnover indices (base 1995) - NAF 4 level 700 (classes) - Stopped series"
"ICA-IC-1995-NES114"	"Turnover indices (base 1995) - NES 114 classification - Stopped series"
"ICA-IC-1995-NES16"	"Turnover indices (base 1995) - NES 16 classification - Stopped series"
"ICA-IC-1995-NES36"	"Turnover indices (base 1995) - NES 36 classification - Stopped series"
"ICA-IC-2000-ENS"	"Turnover indices (base 2000, NAF rev. 1) - Overall indices - Stopped series"
"ICA-IC-2000-NAF3"	"Turnover indices (base 2000, NAF rev. 1) - NAF 3 level 220 (groups) - Stopped series"
"ICA-IC-2000-NES114"	"Turnover indices (base 2000, NAF rev. 1) - NES 114 classification - Stopped series"
"ICA-IC-2000-NES16"	"Turnover indices (base 2000, NAF rev. 1) - NES 16 classification - Stopped series"
"ICA-IC-2000-NES36"	"Turnover indices (base 2000, NAF rev. 1) - NES 36 classification - Stopped series"
"ICA-IC-2000-ZONE"	"Turnover indices (base 2000, NAF rev. 1) - By geographic zone of execution - Stopped series"
"ICA-IC-2005-A10"	"Turnover indices (base 2005) - Level A10 of NAF - Stopped series"
"ICA-IC-2005-A17"	"Turnover indices (base 2005) - Level A17 of NAF - Stopped series"
"ICA-IC-2005-A272"	"Turnover indices (base 2005) - Level A272 (groups) of NAF - Stopped series"
"ICA-IC-2005-A38"	"Turnover indices (base 2005) - Level A38 of NAF - Stopped series"
"ICA-IC-2005-A88"	"Turnover indices (base 2005) - Level A88 (divisions) of NAF - Stopped series"
"ICA-IC-2010-A10"	"Turnover indices (base 2010) - Level A10 of NAF"
"ICA-IC-2010-A17"	"Turnover indices (base 2010) - Level A17 of NAF"
"ICA-IC-2010-A272"	"Turnover indices (base 2010) - Level A272 (groups) of NAF"
"ICA-IC-2010-A38"	"Turnover indices (base 2010) - Level A38 of NAF"
"ICA-IC-2010-A732"	"Turnover indices (base 2010) - Level A732 (sub-classes) of NAF"
"ICA-IC-2010-A88"	"Turnover indices (base 2010) - Level A88 (divisions) of NAF"
"ICC"	"Construction cost index"
"ICC-EVO-ANC"	"Annual changes to construction prices - Stopped series"
"ICE-1980-10"	"Monthly terms of trade indices - Base 1980 - Breakdown according to 4 economic zones - Stopped series"
"ICE-1980-7"	"Foreign trade indices - Base 1980 - Breakdown according to 4 economic zones and 9 products (NAP 16) - Stopped series"
"ICE-1980-9"	"Foreign trade indices - Base 1980 - Breakdown according to 4 economic zones and groups of products - Stopped series"
"ICE-1995-NES16-19ZONES"	"Foreign trade indices - Base 1995 - Breakdown according to 19 geographical areas and 7 products (NES16) - Stopped series"
"ICE-1995-NES16-5ZONES"	"Foreign trade indices - Base 1995 - Breakdown according to 5 economic zones and 7 products (NES16) - Stopped series"
"ICE-1995-RGP-19ZONES"	"Foreign trade indices - Base 1995 - Breakdown according to 19 geographical areas and 4 main groups of products - Stopped series"
"ICE-1995-RGP-5ZONES"	"Foreign trade indices - Base 1995 - Breakdown according to 5 economic zones and 4 main groups of products - Stopped series"
"ICE-2005-CPF"	"Foreign trade indices in CPA 2008 - Base year 2005 - Divisions and groups"
"ICE-2005-CTCI"	"Foreign trade indices in CPA 2008 - Base year 2005 - SITC sections"
"ICE-2005-RGP"	"Foreign trade indices in CPA 2008 - Base year 2005 - Main aggregates"
"ICHT-1973"	"Labour cost indices (base 1973) - Stopped series"
"ICHT-1997"	"Labour cost indices (base 1997) - Stopped series"
"ICHT-2008-A21"	"Revised hourly labour cost index - By sector level A21 (base 2008)"
"ICHT-2008-IME"	"Revised hourly labour cost index - For mechanical and electrical industry (base 2008)"
"ICPC-2010"	"Producer cost indices for construction (macroeconomic indicators)"
"ICT-2000-A17"	"Labour cost index in industry, construction and services - By detailed sector (base 2000) - Stopped series"
"ICT-2000-RGP"	"Labour cost index in industry, construction and services - By main groups of sectors (base 2000) - Stopped series"
"ICT-2012-A21"	"Labour cost index in industry, construction and services - By sector level A21 (base 2012)"
"ICT-2012-RGP"	"Labour cost index in industry, construction and services - By main groups of sectors (base 2012)"
"ILAT"	"Tertiary activities rent index (TARI)"
"ILC"	"Commercial rent index (CRI)"
"IM-2010"	"Index for updating material assets in construction (IM) - Base 2010"
"IMMAT-NEUVES"	"New cars registrations - First results"
"IND-EUR-MAT-PREM-1990"	"International price indices for imported materials - Base 1990 - Stopped series"
"IND-EUR-MAT-PREM-2000"	"International euro indices of raw materials - Base 2000 - Stopped series"
"IND-EUR-MAT-PREM-2005"	"International euro indices of raw materials - Base 2005 - Stopped series"
"IND-EUR-MAT-PREM-2010"	"International price indices in Euros for raw materials - Base 2010"
"INDEX-BT-2010"	"Producer cost indices for construction (contract escalation) - Building (BT) indices - Base 2010"
"INDEX-BT-ANC"	"Producer cost indices for construction (contract escalation) - Building indices (BT) - Stopped series"
"INDEX-DIVERS-2010"	"Producer cost indices for construction (contract escalation) - Various indices for Construction - Base 2010"
"INDEX-DIVERS-ANC"	"Producer cost indices for construction (contract escalation) - Various indices for construction - Stopped series"
"INDEX-TP-2010"	"Producer cost indices for construction (contract escalation) - Civil engineering (TP) indices - Base 2010"
"INDEX-TP-ANC"	"Producer cost indices for construction (contract escalation) - Civil engineering indices (TP) - Stopped series"
"INDICES-ENS-MR"	"Overall MOODY'S and REUTER international price indices for raw materials"
"INDICES-PRIX-MAT-PREM"	"International price indices for imported raw materials - Base 2000"
"IPAMPA-2000"	"Agricultural means of production purchasing price index (IPAMPA) - Base 2000 - Stopped series"
"IPAMPA-2005"	"Agricultural means of production purchasing price index (IPAMPA) - base 2005 - Stopped series"
"IPAMPA-2010"	"Agricultural means of production purchasing price index (IPAMPA) - Base 2010"
"IPC-1970-1980-ALIM"	"Consumer price indices - Bases 1970 and 1980 - Food products - Stopped series"
"IPC-1970-1980-MANUF"	"Consumer price indices - Bases 1970 and 1980 - Manufactured products - Stopped series"
"IPC-1970-1980-SERV"	"Consumer price indices - Bases 1970 and 1980 - Services and Overall - Stopped series"
"IPC-1980-PDET"	"Consumer price indices - Base 1980 - Goods and services in the Paris conurbation - Stopped series"
"IPC-1980-RGP"	"Consumer price indices - Base 1980 - Aggregate specific groups - Stopped series"
"IPC-1980-RGP-ALIM"	"Consumer price indices - Base 1980 - Specific groups of food products - Stopped series"
"IPC-1980-RGP-MANUF"	"Consumer price indices - Base 1980 - Specific groups of manufactured products - Stopped series"
"IPC-1980-RGP-SERV"	"Consumer price indices - Base 1980 - Specific groups of services - Stopped series"
"IPC-1990-COICOP-ALIM"	"Consumer price indices - Base 1990 - Group of food products by type of household - Stopped series"
"IPC-1990-COICOP-NONALIM"	"Consumer price indices - Base 1990 - Group of non-food products by type of household - Stopped series"
"IPC-1990-ENS"	"Consumer price indices - Base 1990 - Overall by type of household - Stopped series"
"IPC-1990-ENS-ISJ"	"Consumer price indices - Base 1990 - Overall and underlying indices by non-natural groups of products - Seasonally and changes-in-taxes adjusted - Stopped series"
"IPC-1990-RGP"	"Consumer price indices - Base 1990 - Aggregate non-natural group of products by type of household - Stopped series"
"IPC-1990-RGP-ALIM"	"Consumer price indices - Base 1990 - Non-natural group of food products by type of household - Stopped series"
"IPC-1990-RGP-NONALIM"	"Consumer price indices - Base 1990 - Non-natural group of non-food products by type of household - Stopped series"
"IPC-1998-C20-HTABAC"	"Consumer price indices - Base 1998 - Households that belong to the lowest equivalized disposable income quintile, excluding tobacco"
"IPC-1998-COICOP"	"Consumer price indices - Base 1998 - Detailed products"
"IPC-1998-CVS"	"Consumer price indices - Base 1998 - All products - Seasonally adjusted"
"IPC-1998-DOM"	"Consumer price indices - Base 1998 - Overseas departments - Groups of products"
"IPC-1998-ENS"	"Consumer price indices - Base 1998 - All products"
"IPC-1998-ISJ"	"Consumer price indices - Base 1998 - Underlying indices by groups of products"
"IPC-1998-MOE-HTABAC"	"Consumer price indices - Base 1998 - Urban working-class households or households of employees - All products excluding tobacco"
"IPC-1998-MOE-PDET"	"Consumer price indices - Base 1998 - Urban working-class households or households of employees - Detailed products"
"IPC-1998-RGP"	"Consumer price indices - Base 1998 - Groups of products"
"IPC-PVR-ACHAT"	"Euro/French franc historical series of purchasing power"
"IPCH-2005-FR-COICOP"	"Harmonised consumer price index - Base 2005 - French series by product according to the European classification"
"IPCH-2005-PAYS"	"Harmonised consumer price index - (base 2005) - All products - Monthly indices by country or economic zone of the European Union"
"IPCH-ESTAT"	"Harmonised consumer price index - Base 2005 - European series by product - Eurostat"
"IPCNUH-2010"	"Producer price indices for construction - Construction of new residential buildings"
"IPEA-2010"	"Producer price indices for construction - Maintenance and improvement of existing dwellings - IPEA - (Contract escalation)"
"IPEA-2010T1-ANC"	"Dwellings maintenance and improvement price index published by the SOeS - Reference 100 on the 1st quarter 2010 - AS - Stopped series"
"IPGA-1995"	"Food wholesale price indices (contract escalation) - Reference 100 in 1995 or 2000 - Stopped series"
"IPGA-2000"	"Food wholesale price indices (contract escalation) - Reference 100 in 2000 - Stopped series"
"IPGA-2005"	"Food wholesale price indices (contract escalation) - Reference 100 in 2005"
"IPGD-1998"	"Consumer price indices - Base 1998 - Large and predominantly-food stores"
"IPGD-1998-ANC"	"Consumer price indices - Base 1998 - Large and predominantly-food stores - Stopped series"
"IPI-1970-DET"	"Industrial production index (base 1970) - Main branches  - Stopped series"
"IPI-1970-RGP"	"Industrial production index (base 1970) - Specific groups  - Stopped series"
"IPI-1985-CITI2"	"Industrial production index (base 1985) - ISIC rev, 2  - Stopped series"
"IPI-1985-CITI2-RGP"	"Industrial production index (base 1985) - ISIC groups  - Stopped series"
"IPI-1985-NACE70"	"Industrial production index (base 1985) - NACE 70  - Stopped series"
"IPI-1985-NACE70-RGP"	"Industrial production index (base 1985) - NACE 70 groups  - Stopped series"
"IPI-1985-NAP100"	"Industrial production index (base 1985) - By NAP 100  - Stopped series"
"IPI-1985-NAP16"	"Industrial production index (base 1985) - By level 16 branches  - Stopped series"
"IPI-1985-NAP16-RGP"	"Industrial production index (base 1985) - By groups - NAP 16 - Stopped series"
"IPI-1985-NAP40"	"Industrial production index (base 1985) - By level 40 branches  - Stopped series"
"IPI-1985-NAP40-RGP"	"Industrial production index (base 1985) - By groups - NAP40  - Stopped series"
"IPI-1985-NAP600"	"Industrial production index (base 1985) - NAP 600  - Stopped series"
"IPI-1985-NAP600-RGP"	"Industrial production index (base 1985) - By level 600 groups  - Stopped series"
"IPI-1985-S90"	"Industrial production index (base 1985) - By level 90 branches  - Stopped series"
"IPI-1985-S90-RGP"	"Industrial production index (base 1985) - By level 90 groups  - Stopped series"
"IPI-1990-CITI3"	"Industrial production index (base 1990) - By (ISIC) rev. 3  - Stopped series"
"IPI-1990-CPF17"	"Industrial production index (base 1990) - By CPF (1 letter)  - Stopped series"
"IPI-1990-CPF2"	"Industrial production index (base 1990) - By CPF (2 figures)  - Stopped series"
"IPI-1990-CPF3"	"Industrial production index (base 1990) - By CPF (3 figures)  - Stopped series"
"IPI-1990-CPF31"	"Industrial production index (base 1990) - By CPF (2 letters)  - Stopped series"
"IPI-1990-CPF4"	"Industrial production index (base 1990) - By CPF (4 figures)  - Stopped series"
"IPI-1990-NAF4"	"Industrial production index (base 1990) - By NAF 4  - Stopped series"
"IPI-1990-NES114"	"Industrial production index (base 1990) - By NES 114  - Stopped series"
"IPI-1990-NES16"	"Industrial production index (base 1990) - By NES 16  - Stopped series"
"IPI-1990-NES36"	"Industrial production index (base 1990) - By NES 36  - Stopped series"
"IPI-1990-SPEC"	"Industrial production index (base 1990) - By specific IPI classification  - Stopped series"
"IPI-1995-NAF700"	"Industrial production index (base 1995) - NAF level A700 (classes) - Stopped series"
"IPI-1995-NES-RGP"	"Industrial production index (base 1995) - Main groups NES - Stopped series"
"IPI-1995-NES114"	"Industrial production index (base 1995) - Level NES 114 - Stopped series"
"IPI-1995-NES16"	"Industrial production index (base 1995) - Level NES 16 - Stopped series"
"IPI-1995-NES36"	"Industrial production index (base 1995) - Level NES 36 - Stopped series"
"IPI-2000-NAF700-10-16"	"Industrial production index (base 2000) - Extractive industries and agrifood industries - Stopped series"
"IPI-2000-NAF700-17-22"	"Industrial production index (base 2000) - Textile, clothing, leather, wood, paper, publishing industries - Stopped series"
"IPI-2000-NAF700-23-26"	"Industrial production index (base 2000) - Refinery, nuclear, chemical, rubber and non-metal minerals industries - Stopped series"
"IPI-2000-NAF700-27-28"	"Industrial production index (base 2000) - Metallurgy and metalworking - Stopped series"
"IPI-2000-NAF700-29-33"	"Industrial production index (base 2000) - Manufacture of machines, equipment and apparatus - Stopped series"
"IPI-2000-NAF700-34-41"	"Industrial production index (base 2000) - Car industry, transport equipment, furniture, production and distribution of energy and water - Stopped series"
"IPI-2000-NES-RGP"	"Industrial production index (base 2000) - Main groups NES - Stopped series"
"IPI-2000-NES114"	"Industrial production index (base 2000) - Level NES 114 - Stopped series"
"IPI-2000-NES16"	"Industrial production index (base 2000) - Level NES 16 - Stopped series"
"IPI-2000-NES36"	"Industrial production index (base 2000) - Level NES 36 - Stopped series"
"IPI-2005-A10"	"Industrial production index (base 2005) - NAF level A10 - Stopped series"
"IPI-2005-A17"	"Industrial production index (base 2005) - NAF level A17 - Stopped series"
"IPI-2005-A21"	"Industrial production index (base 2005) - NAF level A21 - Stopped series"
"IPI-2005-A272"	"Industrial production index (base 2005) - NAF level A272 (groups) - Stopped series"
"IPI-2005-A38"	"Industrial production index (base 2005) - NAF level A38 - Stopped series"
"IPI-2005-A615"	"Industrial production index (base 2005) - NAF level A615 (classes) - Stopped series"
"IPI-2005-A64"	"Industrial production index (base 2005) - NAF level A64 - Stopped series"
"IPI-2005-A88"	"Industrial production index (base 2005) - NAF level A88 (divisions) - Stopped series"
"IPI-2005-MIG"	"Industrial production index (base 2005) - MIG groups - Stopped series"
"IPI-2010-A10"	"Industrial production index (base 2010) - NAF level A10"
"IPI-2010-A17"	"Industrial production index (base 2010) - NAF level A17"
"IPI-2010-A21"	"Industrial production index (base 2010) - NAF level A21"
"IPI-2010-A272"	"Industrial production index (base 2010) - NAF Level A272 (groups)"
"IPI-2010-A38"	"Industrial production index (base 2010) - NAF level A38"
"IPI-2010-A615"	"Industrial production index (base 2010) - NAF Level A615 (classes)"
"IPI-2010-A64"	"Industrial production index (base 2010) - NAF level A64"
"IPI-2010-A88"	"Industrial production index (base 2010) - NAF level A88 (divisions)"
"IPI-2010-MIG"	"Industrial production index (base 2010) - According to MIG groups"
"IPLA-2000T4"	"Prices index of old dwellings - Base 100 in 4th quarter 2000 - Stopped series"
"IPLA-2010"	"Second-hand housing prices indices - Base 100 in the 1st quarter of 2010"
"IPLNA-2010"	"New and second-hand housing price indices - Base 100 = annual average of year 2010"
"IPPAP-2000"	"Agricultural producer price indices (IPPAP) - Base 2000 - Stopped series"
"IPPAP-2005"	"Agricultural producer price indices (IPPAP) - Base 2005 - Stopped series"
"IPPAP-2010"	"Agricultural producer price indices (IPPAP) - Base 2010"
"IPPI-2000-CPF4"	"Sale price indices in industry (incl. agrifood industries) - Base 2000 - according to subsections, groups and divisions of the CPF classification of products and type of price - Stopped series"
"IPPI-2000-EB-CPF5"	"Producer price indices in the agrifood industries (NES EB) - Base 2000 - according to classes in the CPF - Stopped series"
"IPPI-2000-EC-CPF5"	"Sale price indices in industry, for consumer goods (NES EC) - Base 2000 - according to classes in the CPF classification of products and type of price - Stopped series"
"IPPI-2000-ED-CPF5"	"Sale price indices in motor vehicles industry (NES ED) - Base 2000 - according to classes in the CPF classification of products and type of price (production, import, domestic offering) - Stopped series"
"IPPI-2000-EE-CPF5"	"Sale price indices in industry, for capital goods (NES EE) - Base 2000 - according to classes in the CPF classification of products and type of price - Stopped series"
"IPPI-2000-EF-CPF5"	"Sale price indices in industry, for intermediate goods (NES EF) - Base 2000 - according to classes in the CPF classification of products and type of price - Stopped series"
"IPPI-2000-EG-CPF5"	"Sale price indices in industry, for energy products (NES EG) - Base 2000 - according to classes in the CPF classification of products and type of price - Stopped series"
"IPPI-2000-MARCHE-INT-CITI3"	"Producer price indices, for the domestic market - Base 2000 - according to ISIC Rev. 3 classification of products - Stopped series"
"IPPI-2000-NES114"	"Sale price indices in industry (incl. agrifood industries) - Base 2000 - according to NES114 Summary economic classification and type of price (production, import, domestic offering) - Stopped series"
"IPPI-2000-NES16"	"Producer price indices in industry (incl. agrifood industries) - Base 2000 - according to NES16 Summary economic classification and type of price (production, import, etc.) - Stopped series"
"IPPI-2000-NES36"	"Producer price indices, on the domestic market in industry - Base 2000 - according to NES36 Summary economic classification - Stopped series"
"IPPI-2000-RGP"	"Producer price indices for main groups of products in industry - Base 2000 - according to group and type of price (production, import, etc.) - Stopped series"
"IPPI-2005-ENS-A129"	"Producer price indices in whole industrial production - Base 2005 - Level A129 - Stopped series"
"IPPI-2005-ENS-CPF"	"Producer price indices in whole industrial production - Base 2005 - Divisions, groups and classes levels of CPF rev. 2 - Stopped series"
"IPPI-2005-ENS-RGP"	"Producer price indices in whole industrial production - Base 2005 - Main aggregates - Stopped series"
"IPPI-2005-EXT-A129"	"Producer price indices in exported industrial production - Base 2005 - Level A129 - Stopped series"
"IPPI-2005-EXT-CPF"	"Producer price indices in exported industrial production - Base 2005 - evel divisions, groups and classes of CPF rev. 2 - Stopped series"
"IPPI-2005-EXT-RGP"	"Producer price indices in exported industrial production - Base 2005 - Main aggregates - Stopped series"
"IPPI-2005-FR-A129"	"Producer price indices in industrial production sold in France - Base 2005 - Level A129 - Stopped series"
"IPPI-2005-FR-CPF"	"Producer price indices in industrial production sold in France - Base 2005 - Divisions, groups and classes levels of CPF rev. 2 - Stopped series"
"IPPI-2005-FR-RGP"	"Producer price indices in industrial production sold in France - Base 2005 - Main aggregates - Stopped series"
"IPPI-2005-IMP-A129"	"Price indices for purchases of imported industrial products - Base 2005 - Level A129 - Stopped series"
"IPPI-2005-IMP-CPF"	"Price indices for purchases of imported industrial products - Base 2005 - Divisions, groups and classes levels of CPF rev. 2 - Stopped series"
"IPPI-2005-IMP-REVENTE-CPF"	"Price indices of resale on the French market of imported industrial products - Base 2005 - Level classes in CPF rev, 2 classification - Stopped series"
"IPPI-2005-IMP-RGP"	"Price indices for purchases of imported industrial products - Base 2005 - Main aggregates - Stopped series"
"IPPI-2005-OI-CPF"	"Total supply of industrial products price indices - Base 2005 - Classes level of CPF rev. 2 - Stopped series"
"IPPI-2010-ENS-A129"	"Producer price indices of French industry for all markets (base 2010) - Level A129"
"IPPI-2010-ENS-CPF"	"Producer price indices of French industry for all markets (base 2010) - Divisions, groups and classes levels of CPF rev. 2"
"IPPI-2010-ENS-RGP"	"Producer price indices of French industry for all markets (base 2010) - Main aggregates"
"IPPI-2010-EXT-A129"	"Producer price indices of French industry for foreign markets (base 2010) - Level A129 - All areas"
"IPPI-2010-EXT-CPF"	"Producer price indices of French industry for foreign markets (base 2010) - Divisions, groups and classes levels of CPF rev. 2"
"IPPI-2010-EXT-RGP"	"Producer price indices of French industry for foreign markets (base 2010) - Main aggregates"
"IPPI-2010-FR-PXB-A129"	"Producer price indices of French industry for the French market (base 2010) - Basic price - Level A129"
"IPPI-2010-FR-PXB-CPF"	"Producer price indices of French industry for the French market (base 2010) - Basic price - Divisions, groups and classes levels of CPF rev. 2"
"IPPI-2010-FR-PXB-RGP"	"Producer price indices of French industry for the French market (base 2010) - Basic price - Main aggregates"
"IPPI-2010-FR-PXM-A129"	"Producer price indices of French industry for the French market (base 2010) - Purchaser's price for contract escalation - Level A129"
"IPPI-2010-FR-PXM-CPF"	"Producer price indices of French industry for the French market (base 2010) - Purchaser's price for contract escalation - Divisions, groups and classes levels of CPF rev. 2"
"IPPI-2010-FR-PXM-RGP"	"Producer price indices of French industry for the French market (base 2010) - Purchaser's price for contract escalation - Main aggregates"
"IPPI-2010-IMP-A129"	"Import price indices of industrial products (base 2010) - Level A129 - All areas"
"IPPI-2010-IMP-CPF"	"Import price indices of industrial products (base 2010) - Divisions, groups and classes levels of CPF rev. 2"
"IPPI-2010-IMP-RGP"	"Import price indices of industrial products (base 2010) - Main aggregates"
