"ID"	"Title"
"12211BJ018"	"Mikrozensus, Selbstndige, Deutschland insgesamt, Beschftigtenzahl, Geschlecht, Stichmonat"
"12211BJ019"	"Mikrozensus, Erwerbsttige, Deutschland insgesamt, WZ2003: Wirtschaftsunterbereiche des Mikrozensus, Jahr"
"12211BJ020"	"Mikrozensus, Erwerbsttige, Deutschland insgesamt, WZ2003: Wirtschaftsunterbereiche des Mikrozensus, Geschlecht, Jahr"
"12211BJ021"	"Mikrozensus, Bevlkerung (15 bis unter 65 Jahre), Erwerbspersonen, Erwerbsttige, Erwerbslose, Nichterwerbspersonen, Deutschland insgesamt, Jahr"
"12211BJ022"	"Mikrozensus, Bevlkerung (15 bis unter 65 Jahre), Erwerbspersonen, Erwerbsttige, Erwerbslose, Nichterwerbspersonen, Deutschland insgesamt, Geschlecht, Jahr"
"12211BJ023"	"Mikrozensus, Bevlkerung, Erwerbspersonen, Erwerbsttige, Erwerbslose, Nichterwerbspersonen, Deutschland insgesamt, Altersgruppen (u15-65m), Jahr"
"12211BJ024"	"Mikrozensus, Bevlkerung, Erwerbsttige, Erwerbslose, Deutschland insgesamt, Geschlecht, Altersgruppen (u15-65m), Jahr"
"12211BJ025"	"Mikrozensus, Bevlkerung, Erwerbsttige, Erwerbslose, Nichterwerbspersonen, Deutschland insgesamt, berwiegender Lebensunterhalt, Jahr"
"12211BJ026"	"Mikrozensus, Bevlkerung, Erwerbsttige, Erwerbslose, Nichterwerbspersonen, Deutschland insgesamt, Geschlecht, berwiegender Lebensunterhalt, Jahr"
"12211BJ027"	"Mikrozensus, Erwerbsttige, Deutschland insgesamt, Altersgruppen (u15-65m), Stellung im Beruf, Jahr"
"12211BJ028"	"Mikrozensus, Erwerbsttige, Deutschland insgesamt, Stellung im Beruf, Jahr"
"12211BJ029"	"Mikrozensus, Erwerbsttige, Deutschland insgesamt, Geschlecht, Stellung im Beruf, Jahr"
"12211BJ030"	"Mikrozensus, Erwerbsttige, Deutschland insgesamt, WZ2008 (Abschnitte), Jahr"
"12211BJ031"	"Mikrozensus, Erwerbsttige, Deutschland insgesamt, WZ2008 (Abschnitte), Geschlecht, Jahr"
"12211BJ032"	"Mikrozensus, Abhngig Erwerbsttige, Deutschland insgesamt, Jahr"
"12211BJ033"	"Mikrozensus, Abhngig Erwerbsttige, Deutschland insgesamt, Geschlecht, Jahr"
"12211BJ034"	"Mikrozensus, Abhngig Erwerbsttige, Deutschland insgesamt, Art des Arbeitsvertrages, Jahr"
"12211BJ035"	"Mikrozensus, Abhngig Erwerbsttige, Deutschland insgesamt, Geschlecht, Art des Arbeitsvertrages, Jahr"
"12211BJ036"	"Mikrozensus, Abhngig Erwerbsttige, Deutschland insgesamt, Beschftigungsumfang, Jahr"
"12211BJ037"	"Mikrozensus, Abhngig Erwerbsttige, Deutschland insgesamt, Beschftigungsumfang, Geschlecht, Jahr"
"12211BJ038"	"Mikrozensus, Selbstndige, Deutschland insgesamt, Beschftigtenzahl, Geschlecht, Jahr"
"12211BJ039"	"Mikrozensus, Bevlkerung, Deutschland insgesamt, Jahr"
"12211BJ040"	"Mikrozensus, Bevlkerung, Deutschland insgesamt, Geschlecht, Jahr"
"12211BJ041"	"Mikrozensus, Bevlkerung (ab 15 Jahren), Deutschland insgesamt, Jahr"
"12211BJ042"	"Mikrozensus, Bevlkerung (ab 15 Jahren), Deutschland insgesamt, Altersgruppen (15-65m), Jahr"
"12211BJ043"	"Mikrozensus, Bevlkerung (ab 15 Jahren), Deutschland insgesamt, Geschlecht, Jahr"
"12211BJ044"	"Mikrozensus, Bevlkerung (ab 15 Jahren), Deutschland insgesamt, Allgemeine Schulausbildung, Jahr"
"12211BJ045"	"Mikrozensus, Bevlkerung (ab 15 Jahren), Deutschland insgesamt, Altersgruppen (15-65m), Geschlecht, Jahr"
"12211BJ046"	"Mikrozensus, Bevlkerung (ab 15 Jahren), Deutschland insgesamt, Allgemeine Schulausbildung, Geschlecht, Jahr"
"12211BJ047"	"Mikrozensus, Bevlkerung (ab 15 Jahren), Deutschland insgesamt, Altersgruppen (15-65m), Allgemeine Schulausbildung, Jahr"
"12211BJ048"	"Mikrozensus, Bevlkerung (ab 15 Jahren), Deutschland insgesamt, Altersgruppen (15-65m), Geschlecht, Allgemeine Schulausbildung, Jahr"
"12211BJ049"	"Mikrozensus, Bevlkerung (ab 15 Jahren), Deutschland insgesamt, Beruflicher Bildungsabschluss, Jahr"
"12211BJ050"	"Mikrozensus, Bevlkerung (ab 15 Jahren), Deutschland insgesamt, Geschlecht, Beruflicher Bildungsabschluss, Jahr"
"12211BJ051"	"Mikrozensus, Bevlkerung (ab 15 Jahren), Deutschland insgesamt, Altersgruppen (15-65m), Beruflicher Bildungsabschluss, Jahr"
"12211BJ052"	"Mikrozensus, Bevlkerung (ab 15 Jahren), Deutschland insgesamt, Altersgruppen (15-65m), Geschlecht, Beruflicher Bildungsabschluss, Jahr"
"12211BJ101"	"Mikrozensus, Privathaushalte, Haushaltsmitglieder, Deutschland insgesamt, Stichmonat"
"12211BJ102"	"Mikrozensus, Privathaushalte, Haushaltsmitglieder, Deutschland insgesamt, Gemeindegrenklassen, Stichmonat"
"12211BJ103"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Stichmonat"
"12211BJ104"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Gemeindegrenklassen, Stichmonat"
"12211BJ105"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Kinder unter 18 Jahren, Stichmonat"
"12211BJ106"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsnettoeinkommensklassen, Stichmonat"
"12211BJ107"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsnettoeinkommensklassen, Geschlecht, Stichmonat"
"12211BJ108"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Haushaltsnettoeinkommensklassen, Stichmonat"
"12211BJ109"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Haushaltsnettoeinkommensklassen, Geschlecht, Stichmonat"
"12211BJ110"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Altersgruppen (u25-65m), Stichmonat"
"12211BJ111"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Altersgruppen (u25-65m), Stichmonat"
"12211BJ112"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Familienstand, Stichmonat"
"12211BJ113"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Familienstand, Stichmonat"
"12211BJ114"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Beteiligung am Erwerbsleben, Stichmonat"
"12211BJ115"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Beteiligung am Erwerbsleben, Stichmonat"
"12211BJ116"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Stellung im Beruf, Stichmonat"
"12211BJ117"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Stellung im Beruf, Stichmonat"
"12211BJ118"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Altersgruppen (u25-65m), Familienstand, Geschlecht, Stichmonat"
"12211BJ121"	"Mikrozensus, Privathaushalte, Haushaltsmitglieder, Deutschland insgesamt, Jahr"
"12211BJ122"	"Mikrozensus, Privathaushalte, Haushaltsmitglieder, Deutschland insgesamt, Gemeindegrenklassen, Jahr"
"12211BJ123"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Jahr"
"12211BJ124"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Gemeindegrenklassen, Jahr"
"12211BJ125"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Kinder unter 18 Jahren, Jahr"
"12211BJ126"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsnettoeinkommensklassen, Jahr"
"12211BJ127"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsnettoeinkommensklassen, Geschlecht, Jahr"
"12211BJ128"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Haushaltsnettoeinkommensklassen, Jahr"
"12211BJ129"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Haushaltsnettoeinkommensklassen, Geschlecht, Jahr"
"12211BJ130"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Altersgruppen (u25-65m), Jahr"
"12211BJ131"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Altersgruppen (u25-65m), Jahr"
"12211BJ132"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Familienstand, Jahr"
"12211BJ133"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Familienstand, Jahr"
"12211BJ134"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Beteiligung am Erwerbsleben, Jahr"
"12211BJ135"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Beteiligung am Erwerbsleben, Jahr"
"12211BJ136"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Stellung im Beruf, Jahr"
"12211BJ137"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Haushaltsgre, Stellung im Beruf, Jahr"
"12211BJ138"	"Mikrozensus, Privathaushalte, Deutschland insgesamt, Altersgruppen (u25-65m), Familienstand, Geschlecht, Jahr"
"12211BJ139"	"Mikrozensus, Privathaushalte, Frheres Bundesgebiet / Neue Lnder, Stichmonat"
"12211BJ140"	"Mikrozensus, Privathaushalte, Frheres Bundesgebiet / Neue Lnder, Haushaltsgre, Stichmonat"
"12211BJ141"	"Mikrozensus, Privathaushalte, Frheres Bundesgebiet / Neue Lnder, Jahr"
"12211BJ142"	"Mikrozensus, Privathaushalte, Frheres Bundesgebiet / Neue Lnder, Haushaltsgre, Jahr"
"12211BJ201"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Stichmonat"
"12211BJ202"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Haushaltsgre, Stichmonat"
"12211BJ203"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Familienstand, Stichmonat"
"12211BJ204"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Haushaltsgre, Familienstand, Stichmonat"
"12211BJ205"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Altersgruppen (u20-75m), Stichmonat"
"12211BJ206"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Altersgruppen (u20-75m), Haushaltsgre, Stichmonat"
"12211BJ207"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Altersgruppen (u20-75m), Geschlecht, Stichmonat"
"12211BJ208"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Haushaltsgre, Geschlecht, Altersgruppen (u20-75m), Stichmonat"
"12211BJ209"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Altersgruppen (u20-75m), Familienstand, Stichmonat"
"12211BJ210"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Geschlecht, Altersgruppen (u20-75m), Familienstand, Stichmonat"
"12211BJ211"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Jahr"
"12211BJ212"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Haushaltsgre, Jahr"
"12211BJ213"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Familienstand, Jahr"
"12211BJ214"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Haushaltsgre, Familienstand, Jahr"
"12211BJ215"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Altersgruppen (u20-75m), Jahr"
"12211BJ216"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Altersgruppen (u20-75m), Haushaltsgre, Jahr"
"12211BJ217"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Altersgruppen (u20-75m), Geschlecht, Jahr"
"12211BJ218"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Haushaltsgre, Geschlecht, Altersgruppen (u20-75m), Jahr"
"12211BJ219"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Altersgruppen (u20-75m), Familienstand, Jahr"
"12211BJ220"	"Mikrozensus, Bevlkerung in Privathaushalten, Deutschland insgesamt, Geschlecht, Altersgruppen (u20-75m), Familienstand, Jahr"
"12211BJ601"	"Mikrozensus, Bevlkerung in Familien/Lebensformen, Deutschland insgesamt, Stichmonat"
"12211BJ602"	"Mikrozensus, Bevlkerung in Familien/Lebensformen, Deutschland insgesamt, Lebensformen, Stichmonat"
"12211BJ603"	"Mikrozensus, Familien, Deutschland insgesamt, Vorhandensein von Kindern, Stichmonat"
"12211BJ604"	"Mikrozensus, Paare, Deutschland insgesamt, Vorhandensein von Kindern, Stichmonat"
"12211BJ605"	"Mikrozensus, Ehepaare, Lebensgemeinschaften, Nichteheliche Lebensgemeinschaften, Deutschland insgesamt, Stichmonat"
"12211BJ606"	"Mikrozensus, Ehepaare, Lebensgemeinschaften, Nichteheliche Lebensgemeinschaften, Deutschland insgesamt, Vorhandensein von Kindern, Stichmonat"
"12211BJ607"	"Mikrozensus, Alleinerziehende, Deutschland insgesamt, Vorhandensein von Kindern, Stichmonat"
"12211BJ608"	"Mikrozensus, Alleinerziehende, Deutschland insgesamt, Vorhandensein von Kindern, Geschlecht, Stichmonat"
"12211BJ609"	"Mikrozensus, Alleinstehende, Deutschland insgesamt, Stichmonat"
"12211BJ610"	"Mikrozensus, Alleinstehende, Deutschland insgesamt, Geschlecht, Stichmonat"
"12211BJ611"	"Mikrozensus, Alleinstehende, Deutschland insgesamt, Haushaltsgre, Stichmonat"
"12211BJ612"	"Mikrozensus, Alleinstehende, Deutschland insgesamt, Haushaltsgre, Geschlecht, Stichmonat"
"12211BJ613"	"Mikrozensus, Ledige Kinder in der Familie, Ledige Kinder unter 18 Jahren in der Familie, Durchschn. Zahl der Kinder unter 18 J. je Familie, Deutschland insgesamt, Stichmonat"
"12211BJ614"	"Mikrozensus, Ledige Kinder in der Familie, Ledige Kinder unter 18 Jahren in der Familie, Durchschn. Zahl der Kinder unter 18 J. je Familie, Deutschland insgesamt, Familienformen, Stichmonat"
"12211BJ615"	"Mikrozensus, Bevlkerung in Familien/Lebensformen, Frheres Bundesgebiet / Neue Lnder, Stichmonat"
"12211BJ616"	"Mikrozensus, Bevlkerung in Familien/Lebensformen, Frheres Bundesgebiet / Neue Lnder, Lebensformen, Stichmonat"
"12211BJ617"	"Mikrozensus, Familien, Frheres Bundesgebiet / Neue Lnder, Vorhandensein von Kindern, Stichmonat"
"12211BJ618"	"Mikrozensus, Paare, Frheres Bundesgebiet / Neue Lnder, Vorhandensein von Kindern, Stichmonat"
"12211BJ619"	"Mikrozensus, Ehepaare, Lebensgemeinschaften, Nichteheliche Lebensgemeinschaften, Frheres Bundesgebiet / Neue Lnder, Stichmonat"
"12211BJ620"	"Mikrozensus, Ehepaare, Lebensgemeinschaften, Nichteheliche Lebensgemeinschaften, Frheres Bundesgebiet / Neue Lnder, Vorhandensein von Kindern, Stichmonat"
"12211BJ621"	"Mikrozensus, Alleinerziehende, Frheres Bundesgebiet / Neue Lnder, Vorhandensein von Kindern, Stichmonat"
"12211BJ622"	"Mikrozensus, Alleinerziehende, Frheres Bundesgebiet / Neue Lnder, Vorhandensein von Kindern, Geschlecht, Stichmonat"
"12211BJ623"	"Mikrozensus, Alleinstehende, Frheres Bundesgebiet / Neue Lnder, Stichmonat"
"12211BJ624"	"Mikrozensus, Alleinstehende, Frheres Bundesgebiet / Neue Lnder, Geschlecht, Stichmonat"
"12211BJ625"	"Mikrozensus, Alleinstehende, Frheres Bundesgebiet / Neue Lnder, Haushaltsgre, Stichmonat"
"12211BJ626"	"Mikrozensus, Alleinstehende, Frheres Bundesgebiet / Neue Lnder, Haushaltsgre, Geschlecht, Stichmonat"
"12211BJ627"	"Mikrozensus, Ledige Kinder in der Familie, Ledige Kinder unter 18 Jahren in der Familie, Durchschn. Zahl der Kinder unter 18 J. je Familie, Frheres Bundesgebiet / Neue Lnder, Stichmonat"
"12211BJ628"	"Mikrozensus, Ledige Kinder in der Familie, Ledige Kinder unter 18 Jahren in der Familie, Durchschn. Zahl der Kinder unter 18 J. je Familie, Frheres Bundesgebiet / Neue Lnder, Familienformen, Stichmonat"
"12211BJ629"	"Mikrozensus, Bevlkerung in Familien/Lebensformen, Deutschland insgesamt, Jahr"
"12211BJ630"	"Mikrozensus, Bevlkerung in Familien/Lebensformen, Deutschland insgesamt, Lebensformen, Jahr"
"12211BJ631"	"Mikrozensus, Familien, Deutschland insgesamt, Vorhandensein von Kindern, Jahr"
"12211BJ632"	"Mikrozensus, Paare, Deutschland insgesamt, Vorhandensein von Kindern, Jahr"
"12211BJ633"	"Mikrozensus, Ehepaare, Lebensgemeinschaften, Nichteheliche Lebensgemeinschaften, Deutschland insgesamt, Jahr"
"12211BJ634"	"Mikrozensus, Ehepaare, Lebensgemeinschaften, Nichteheliche Lebensgemeinschaften, Deutschland insgesamt, Vorhandensein von Kindern, Jahr"
"12211BJ635"	"Mikrozensus, Alleinerziehende, Deutschland insgesamt, Vorhandensein von Kindern, Jahr"
"12211BJ636"	"Mikrozensus, Alleinerziehende, Deutschland insgesamt, Vorhandensein von Kindern, Geschlecht, Jahr"
"12211BJ637"	"Mikrozensus, Alleinstehende, Deutschland insgesamt, Jahr"
"12211BJ638"	"Mikrozensus, Alleinstehende, Deutschland insgesamt, Geschlecht, Jahr"
"12211BJ639"	"Mikrozensus, Alleinstehende, Deutschland insgesamt, Haushaltsgre, Jahr"
"12211BJ640"	"Mikrozensus, Alleinstehende, Deutschland insgesamt, Haushaltsgre, Geschlecht, Jahr"
"12211BJ641"	"Mikrozensus, Ledige Kinder in der Familie, Ledige Kinder unter 18 Jahren in der Familie, Durchschn. Zahl der Kinder unter 18 J. je Familie, Deutschland insgesamt, Jahr"
"12211BJ642"	"Mikrozensus, Ledige Kinder in der Familie, Ledige Kinder unter 18 Jahren in der Familie, Durchschn. Zahl der Kinder unter 18 J. je Familie, Deutschland insgesamt, Familienformen, Jahr"
"12211BJ643"	"Mikrozensus, Bevlkerung in Familien/Lebensformen, Frheres Bundesgebiet / Neue Lnder, Jahr"
"12211BJ644"	"Mikrozensus, Bevlkerung in Familien/Lebensformen, Frheres Bundesgebiet / Neue Lnder, Lebensformen, Jahr"
"12211BJ645"	"Mikrozensus, Familien, Frheres Bundesgebiet / Neue Lnder, Vorhandensein von Kindern, Jahr"
"12211BJ646"	"Mikrozensus, Paare, Frheres Bundesgebiet / Neue Lnder, Vorhandensein von Kindern, Jahr"
"12211BJ647"	"Mikrozensus, Ehepaare, Lebensgemeinschaften, Nichteheliche Lebensgemeinschaften, Frheres Bundesgebiet / Neue Lnder, Jahr"
"12211BJ648"	"Mikrozensus, Ehepaare, Lebensgemeinschaften, Nichteheliche Lebensgemeinschaften, Frheres Bundesgebiet / Neue Lnder, Vorhandensein von Kindern, Jahr"
"12211BJ649"	"Mikrozensus, Alleinerziehende, Frheres Bundesgebiet / Neue Lnder, Vorhandensein von Kindern, Jahr"
"12211BJ650"	"Mikrozensus, Alleinerziehende, Frheres Bundesgebiet / Neue Lnder, Vorhandensein von Kindern, Geschlecht, Jahr"
"12211BJ651"	"Mikrozensus, Alleinstehende, Frheres Bundesgebiet / Neue Lnder, Jahr"
"12211BJ652"	"Mikrozensus, Alleinstehende, Frheres Bundesgebiet / Neue Lnder, Geschlecht, Jahr"
"12211BJ653"	"Mikrozensus, Alleinstehende, Frheres Bundesgebiet / Neue Lnder, Haushaltsgre, Jahr"
"12211BJ654"	"Mikrozensus, Alleinstehende, Frheres Bundesgebiet / Neue Lnder, Haushaltsgre, Geschlecht, Jahr"
"12211BJ655"	"Mikrozensus, Ledige Kinder in der Familie, Ledige Kinder unter 18 Jahren in der Familie, Durchschn. Zahl der Kinder unter 18 J. je Familie, Frheres Bundesgebiet / Neue Lnder, Jahr"
"12211BJ656"	"Mikrozensus, Ledige Kinder in der Familie, Ledige Kinder unter 18 Jahren in der Familie, Durchschn. Zahl der Kinder unter 18 J. je Familie, Frheres Bundesgebiet / Neue Lnder, Familienformen, Jahr"
"12211BJ657"	"Mikrozensus, Erwerbsttigenquote der 15- bis unter 65-Jhrigen, Vollzeitquote der 15-u.65-jhrigen Erwerbsttigen, Teilzeitquote der 15-u.65-jhrigen Erwerbsttigen, Deutschland insgesamt, Geschlecht, Erwerbsttigkeit, Stichmonat"
"12211BJ658"	"Mikrozensus, Erwerbsttigenquote der 15- bis unter 65-Jhrigen, Vollzeitquote der 15-u.65-jhrigen Erwerbsttigen, Teilzeitquote der 15-u.65-jhrigen Erwerbsttigen, Deutschland insgesamt, Geschlecht, Erwerbsttigkeit, Jahr"
"12211BJ659"	"Mikrozensus, Erwerbsttigenquote der 15- bis unter 65-Jhrigen, Vollzeitquote der 15-u.65-jhrigen Erwerbsttigen, Teilzeitquote der 15-u.65-jhrigen Erwerbsttigen, Frheres Bundesgebiet / Neue Lnder, Geschlecht, Erwerbsttigkeit, Stichmonat"
"12211BJ660"	"Mikrozensus, Erwerbsttigenquote der 15- bis unter 65-Jhrigen, Vollzeitquote der 15-u.65-jhrigen Erwerbsttigen, Teilzeitquote der 15-u.65-jhrigen Erwerbsttigen, Frheres Bundesgebiet / Neue Lnder, Geschlecht, Erwerbsttigkeit, Jahr"
