"Identifier"	"Title"	"Frequency"	"Period"
"71788ned"	"Innovatie bij bedrijven; 2004-2006"	"Eenmalig"	"2004 - 2006."
"71232NED"	"Innovatie bij bedrijven; 2002-2004"	"Stopgezet"	"2002 - 2004"
"81637NED"	"Innovatie; bedrijfsgrootte, 2008-2010"	"Pertweejaar"	"2008-2010"
"80587ned"	"Innovatie; bedrijfsgrootte, 2006 - 2008"	"Pertweejaar"	"2006-2008"
"80038ned"	"Innovatie; bedrijfsgrootte, 2004 - 2006"	"Eenmalig"	"2004-2006"
"81923NED"	"Patenten; bedrijfstak (SBI 2008)"	"Perjaar"	"2009-2010"
"80813ned"	"Patenten; ondernemingsgrootte aanvrager"	"Perjaar"	"2000-2010"
"80825ned"	"Patenten; technologiegebieden aanvraag"	"Perjaar"	"2000-2010"
"82012NED"	"R&D; kerncijfers per sector"	"Driemaalperjaar"	"2011-2012"
"80439ned"	"R&D; kerncijfers, 2002-2010"	"Stopgezet"	"2002-2010"
"82052NED"	"R&D; bedrijfsomvang, SBI 2008"	"Tweemaalperjaar"	"2011"
"82053NED"	"R&D; eigen personeel SBI 2008"	"Tweemaalperjaar"	"2012"
"80421ned"	"R&D: SBI 2008, grootteklasse, 2008-2010"	"Eenmaalperjaar"	"2008-2010"
"82042NED"	"R&D; financiering per sector"	"Tweemaalperjaar"	"2011-2013"
"81244ned"	"R&D; financiering, 1999-2009"	"Stopgezet"	"1999-2009"
"80436ned"	"R&D; instellingen, bedrijfsomvang"	"Tweemaalperjaar"	"2002 - 2012"
"80438ned"	"R&D; hoger onderwijsinstellingen"	"Tweemaalperjaar"	"1999-2012"
"82352NED"	"R&D; uitgaven en personeel, regio"	"Tweemaalperjaar"	"2011-2012"
"71158ned"	"Ondernemingsklimaat breedbandaansluiting"	"Eenmaalperjaar"	"juni 2001 - december 2010"
"71454ned"	"Kantoorruimte, 2001-2013"	"Perjaar"	"januari 2001 - april 2013"
"71155ned"	"Ondernemingsklimaat; infrastructuur"	"Eenmaalperjaar"	"1990- 2011"
"71164ned"	"Ondernemingsklimaat; innovatie"	"Eenmaalperjaar"	"1990 - 2008"
"71163ned"	"Ondernemingsklimaat; kapitaal"	"Eenmaalperjaar"	"1990 - 2011"
"71287ned"	"Ondernemingsklimaat; HRST-kern"	"Perjaar"	"1994-2011"
"71447ned"	"Maatschappij, 1990-2013"	"Eenmaalperjaar"	"1990 - 2013"
"71156ned"	"Ondernemingsklimaat; menselijk kapitaal"	"Eenmaalperjaar"	"1990 - 2011"
"71166ned"	"Nederlandse economie, 1960-2012"	"Perjaar"	"1960 - 2012"
"71445ned"	"Vergrijzing en ontgroening, 2000-2050"	"Eenmaalperjaar"	"2000-2050."
"71167ned"	"Ondernemingsklimaat; kerncijfers"	"Onregelmatig"	"1990 - 2009"
"71159ned"	"Ondern.klimaat; functioneren overheid"	"Eenmaalperjaar"	"1990 - 2012"
"71160ned"	"Ondernemingsklimaat; macro-economisch"	"Eenmaalperjaar"	"1990 - 2012"
"71161ned"	"Ondernemingsklimaat; marktwerking"	"Eenmaalperjaar"	"1990 - 2011"
"71162ned"	"Ondernemingsklimaat; ondernemerschap"	"Eenmaalperjaar"	"1990 - 2011"
"71288ned"	"Ondernemingsklimaat; openheid economie"	"Onregelmatig"	"1990 - 2006"
"71340ned"	"Ondernemingsklimaat; R&D-uitgaven"	"Perjaar"	"1990 - 2011"
"37422ned"	"Geboorte; kerncijfers"	"Eenmaalperjaar"	"1950 - 2013"
"37201"	"Geboorte; kerncijfers per regio"	"Pertweejaar"	"1988 - 2013"
"81823NED"	"Erkenningen en buitenechtelijk geborenen"	"Stopgezet"	"2000 - 2011"
"37380bev"	"Geboorte; herkomstgroepering kind"	"Eenmaalperjaar"	"1995 - 2013"
"37884"	"Geboorte; herkomstgroepering moeder"	"Eenmaalperjaar"	"1996 - 2013"
"37744ned"	"Geboorte; leeftijd moeder (31 december)"	"Pertweejaar"	"1950 - 2012"
"37520"	"Geboorte; leeftijd moeder (exact)"	"Eenmaalperjaar"	"1950- 2013"
"81019ned"	"Geboorte; leeftijd vader (31 december)"	"Pertweejaar"	"1996-2012"
"37459"	"Geboorteregeling; anticonceptiemethode"	"Pervijfjaar"	"Periode 1993, 1998, 2003, 2008 en 2013"
"37491"	"Geboorteregeling; geen naar reden"	"Pervijfjaar"	"2003, 2008 en 2013(Onderzoek Gezinsvorming)"
"71329ned"	"Levendgeborenen; generatie vrouwen"	"Pervijfjaar"	"1935 - 1997"
"82056NED"	"Levendgeborenen; huishouden en regio"	"Pertweejaar"	"2010-2012"
"82055NED"	"Levendgeborenen; huishouden, herkomst"	"Pertweejaar"	"2010-2012"
"70169NED"	"Vrouwen:  kindertal en opleidingsniveau"	"Eenmalig"	"1998"
"70170NED"	"Vrouwen: werken rond geboorte 1e kind"	"Eenmalig"	"1998"
"82268NED"	"Derdelanders; geweigerd aan de grens"	"Eenmaalperjaar"	"2008-2013"
"82266NED"	"Derdelanders; illegaal aangetroffen"	"Eenmaalperjaar"	"2008-2011"
"82267NED"	"Derdelanders; verplichting tot vertrek"	"Eenmaalperjaar"	"2008-2014"
"82045NED"	"Alleenstaande minderjarige vreemdelingen"	"Eenmaalperjaar"	"2008-2014"
"81478ned"	"Asielverzoeken; kerncijfers"	"Permaand"	"januari 2007 tot en met juni 2015"
"80498ned"	"Asielverzoeken; internationaal"	"Eenmaalperjaar"	"2008-2014"
"80059ned"	"Asielverzoeken; vanaf 1980"	"Eenmaalperjaar"	"1980-2014"
"82025NED"	"Uitgenodigde vluchtelingen"	"Perjaar"	"2008 - 2014"
"82027NED"	"Verblijfsvergunningen voor bepaalde tijd"	"Eenmaalperjaar"	"2008-2013"
"03742"	"Immi- en emigratie; geboorteland"	"Eenmaalperjaar"	"1995- 2013"
"37946ned"	"Immi- en emigratie; nationaliteit"	"Pertweejaar"	"1972 - 2012"
"70707ned"	"Immi-,emigratie; plaats in gezin '95-'09"	"Stopgezet"	"1995 - 2009"
"60056ned"	"Immi- en emigratie; regio"	"Pertweejaar"	"1988- 2012"
"83002NED"	"Immigranten; herkomst, verblijfsduur"	"Pertweejaar"	"1999-2010"
"70693ned"	"Immigratie; migratiemotief"	"Eenmaalperjaar"	"1995 - 2011"
"60032"	"Migratie; land van herkomst / vestiging"	"Eenmaalperjaar"	"1995 - 2013"
"82350NED"	"Emigranten; herkomst en bestemming"	"Pertweejaar"	"2000-2011"
"82328NED"	"Emigranten; positie in huishouden"	"Pertweejaar"	"2000-2011"
"82351NED"	"Gemigreerde werknemers; loon, SBI 2008"	"Pertweejaar"	"2007-2011"
"37550ned"	"Nationaliteitswijzigingen; nationaliteit"	"Eenmaalperjaar"	"1996 - 2014"
"37199ned"	"Nationaliteitwijziging; soort regeling"	"Eenmaalperjaar"	"1985 - 2014"
"37772ned"	"Huwen; kerncijfers"	"Eenmaalperjaar"	"1950 - 2013"
"37492"	"Huwelijksjubilea"	"Eenmaalperjaar"	"1998 - 2014"
"60036ned"	"Huwen; kenmerken partners"	"Pertweejaar"	"1996 - 2013"
"37586ned"	"Huwenden; leeftijd (op 31 december)"	"Pertweejaar"	"1950 - 2013"
"71888ned"	"Huwenden; partnerkeuze van allochtonen"	"Eenmaalperjaar"	"2001 - 2013"
"37622"	"Vrouwen: huwen na samenwonen"	"Eenmalig"	"1998"
"37425ned"	"Huwelijksontbindingen; kerncijfers"	"Eenmaalperjaar"	"1950 - 2013"
"60060ned"	"Echtscheiding; kenmerken partners"	"Pertweejaar"	"1996 - 2012"
"37929"	"Echtscheidingsproc.; leeftijd partners"	"Pertweejaar"	"1994, 1996, 1997, 1999, 2001, 2003, 2005, 2007, 2009, 2011 en 2013"
"37192"	"Echtscheidingsprocedures 1993-2013"	"Pertweejaar"	"1993 - 1997, 1999, 2001, 2003, 2005, 2007, 2009, 2011 en 2013."
"37873ned"	"Huwelijksontbinding; personen"	"Eenmaalperjaar"	"1950 - 2013"
"70168NED"	"Redenen voor scheiding"	"Eenmalig"	"1998"
"71091NED"	"Scheiden; naar reden, 2003"	"Eenmalig"	"2003"
"03781"	"Verweduwen; huwelijksduur (op 31-12)"	"Pertweejaar"	"1996 - 2014"
"37115"	"Vrouwen: relatie-ontbinding"	"Eenmalig"	"1998"
"82026NED"	"Demografische gebeurtenissen"	"Pervijfjaar"	"Vanaf geboortegeneratie 1950 tot 1960 t/m geboortegeneratie 1970 tot 1980"
"82788NED"	"Scheiden; redenen, 2008-2013"	"Eenmalig"	"2013"
"70167NED"	"Relatiebeleving; tussen de ouders, 1998"	"Eenmalig"	"1998"
"37274"	"Woonsituatie na verlaten ouderlijk huis"	"Eenmalig"	"1998"
"37890"	"Huwen en huwelijksontbinding; regio"	"Pertweejaar"	"1988 - 2013"
"80202ned"	"Overledenen; doodsoorzaak (kort), regio"	"Eenmaalperjaar"	"1996-2014"
"80142ned"	"Overledenen; 4 doodsoorzaken, regio"	"Eenmaalperjaar"	"1996-2014"
"71426ned"	"Doodsoorzaken; verkeersdoden, provincie"	"Eenmaalperjaar"	"1996-2014"
"7233"	"Overledenen; doodsoorzaak (uitgebreid)"	"Eenmaalperjaar"	"1996-2014"
"71936ned"	"Doodsoorzaken; verkeersdoden, deelname"	"Eenmaalperjaar"	"1996-2014"
"7022gza"	"Overledenen; zelfdoding (inwoners)"	"Eenmaalperjaar"	"1950-2013"
"7052_95"	"Overledenen; doodsoorzaak (korte lijst)"	"Eenmaalperjaar"	"1950-2014"
"82899NED"	"Overledenen; doodsoorzaak, kwartaal/jaar"	"Perkwartaal"	"1e kwartaal 1996 - 1e kwartaal 2015"
"71440NED"	"MBL; behandelaar, leeftijd"	"Pervijfjaar"	"2001, 2005 en 2010"
"71455NED"	"MBL; bekorting levenseinde, leeftijd"	"Pervijfjaar"	"2001, 2005 en 2010"
"81655NED"	"MBL; leeftijd, doodsoorzaak"	"Pervijfjaar"	"2010"
"71438NED"	"MBL; leeftijd, geslacht"	"Pervijfjaar"	"2001, 2005 en 2010"
"70253NED"	"Levensbeindigend handelen: toediener"	"Eenmalig"	"aug - nov 1995 - 2001"
"71439NED"	"MBL; doodsoorzaak, leeftijd, 2005"	"Eenmalig"	"2005"
"70250NED"	"Medische beslissing levenseinde; jeugd"	"Eenmalig"	"aug - nov 1995 - 2001"
"70254NED"	"Med. beslis. levenseinde: samenvatting"	"Eenmalig"	"1990, 1995 en 2001"
"70251NED"	"Niet (verder) behand. en toedienen midd."	"Eenmalig"	"aug - nov 1995 - 2001"
"70252NED"	"Niet (verder) behand.; soort behandeling"	"Eenmalig"	"aug - nov 1995 - 2001"
"70249ned"	"Overledenen naar medische beslissing"	"Eenmalig"	"1990, 1995 en 2001"
"37979ned"	"Sterfte; kerncijfers"	"Eenmaalperjaar"	"1950 - 2013"
"03747"	"Sterfte; kerncijfers per regio"	"Pertweejaar"	"1988 - 2013"
"37435"	"Overleden gehuwden; huwelijksduur(31-12)"	"Pertweejaar"	"1996 - 2013"
"80215ned"	"Sterfte eenlingen; geboortegewicht"	"Onregelmatig"	"2004-2012"
"80216ned"	"Sterfte eenlingen; gewichtspercentiel"	"Onregelmatig"	"2004-2012"
"80291ned"	"Sterfte; herkomst naar kenmerken"	"Onregelmatig"	"2004-2012"
"80729ned"	"Sterfte; inkomen naar kenmerken"	"Onregelmatig"	"2004-2012"
"60026ned"	"Sterfte; kinderen tot 5 jaar"	"Eenmaalperjaar"	"1996 - 2013"
"37530ned"	"Sterfte; leeftijd (op 31 december)"	"Eenmaalperjaar"	"1950 - 2013"
"37168"	"Sterfte; leeftijd (laatste verjaardag)"	"Pertweejaar"	"1950 - 2014"
"70895ned"	"Sterfte; per week"	"Eenspertweeweken"	"1995 week 1 - 2015 week 27"
"80292ned"	"Sterfte; regio naar kenmerken"	"Onregelmatig"	"2004-2012"
"80213ned"	"Sterfte; zwangerschapsduur en geslacht"	"Onregelmatig"	"2004-2012"
"80214ned"	"Sterfte; zwangerschapsduur en meerlingen"	"Onregelmatig"	"2004-2012"
"37360ned"	"Levensverwachting vanaf 1950 (per jaar)"	"Eenmaalperjaar"	"1950 - 2013"
"80333ned"	"Levensverwachting; geboortegeneratie"	"Perdriejaar"	"1850 - 2060"
"37450"	"Levensverwachting vanaf 1861 (perioden)"	"Pervijfjaar"	"1861 - 1865 - 2006 - 2011"
"70701ned"	"Overlevingskansen; geslacht, leeftijd"	"Pertweejaar"	"1950 - 2012"
"81734NED"	"Tussen gemeenten verhuisde personen"	"Eenmaalperjaar"	"2013"
"81333ned"	"Verhuizingen tussen gemeenten, 2010"	"Eenmalig"	"2010"
"80525ned"	"Verhuizingen tussen gemeenten, 2009"	"Eenmalig"	"2009"
"80225ned"	"Verhuizingen tussen gemeenten, 2008"	"Eenmalig"	"2008"
"71766NED"	"Verhuizingen tussen gemeenten, 2007"	"Eenmalig"	"2007"
"71449NED"	"Verhuizing;  tussen gemeenten, 2006"	"Eenmalig"	"2006"
"71213NED"	"Verhuizingen tussen gemeenten, 2005"	"Eenmalig"	"2005"
"70948NED"	"Verhuizingen tussen gemeenten, 2004"	"Eenmalig"	"2004"
"70800NED"	"Verhuizingen tussen gemeenten, 2003"	"Eenmalig"	"2003"
"70653NED"	"Verhuizingen tussen gemeenten, 2002"	"Eenmalig"	"2002"
"70016NED"	"Verhuizingen tussen gemeenten, 2001"	"Eenmalig"	"2001"
"37533"	"Verhuizingen tussen gemeenten, 2000"	"Eenmalig"	"2000"
"37408"	"Verhuizingen tussen gemeenten, 1999"	"Eenmalig"	"1999"
"37457"	"Verhuizingen tussen gemeenten, 1998"	"Eenmalig"	"1998"
"37159"	"Verhuizingen tussen gemeenten, 1997"	"Eenmalig"	"1997"
"70928NED"	"Verhuizingen tussen gemeenten, 1996"	"Eenmalig"	"1996"
"60048ned"	"Verhuisde personen; regio"	"Eenmaalperjaar"	"1988 - 2013"
"70748ned"	"Bevolking; grootste gemeenten"	"Eenmaalperjaar"	"2000 - 2014"
"37943ned"	"Bevolking; per maand, kwartaal en jaar"	"Permaand"	"januari 1995 - mei 2015*"
"70751ned"	"Bevolkingsontwikkeling; herkomst"	"Eenmaalperjaar"	"1996 - 2013"
"70703ned"	"Bevolkingsontwikkeling; per dag"	"Pertweejaar"	"1995 - 2013"
"37259ned"	"Bevolkingsontwikkeling; regio"	"Eenmaalperjaar"	"1960 - 2013"
"37230ned"	"Bevolkingsontwikkeling; regio per maand"	"Permaand"	"Januari 2002 - mei 2015 (voorlopige cijfers)"
"82681NED"	"Allochtonen; kerncijfers 2014-2060"	"Eenmalig"	"2014-2060"
"82682NED"	"Bevolking; intervallen 2015-2060"	"Eenmalig"	"2015-2060"
"82683NED"	"Bevolking; kerncijfers 2014-2060"	"Eenmalig"	"2014-2060"
"82685NED"	"Bevolking; leeftijd, herkomst 2015-2060"	"Eenmalig"	"2015-2060"
"82686NED"	"Bevolkingsgroei; intervallen 2014-2059"	"Eenmalig"	"2014-2059"
"82687NED"	"Geboorte; waarneming en prognose"	"Perdriejaar"	"1935-2020"
"82688NED"	"Geboorte; herkomst 2014-2059"	"Eenmalig"	"2014-2059"
"82689NED"	"Geboorte; leeftijd 2014-2059"	"Eenmalig"	"2014-2059"
"82690NED"	"Levensverwachting; leeftijd, 2014-2060"	"Eenmalig"	"2014-2060"
"82691NED"	"Immi- en emigratie; herkomst 2014-2059"	"Eenmalig"	"2014-2059"
"82692NED"	"Immi- en emigratie; leeftijd 2014-2059"	"Eenmalig"	"2014-2059"
"82815NED"	"Sterfte; leeftijd, 2014-2059"	"Eenmalig"	"2014-2059"
"82693NED"	"Vruchtbaarheid; waarneming en prognose"	"Perdriejaar"	"1935-2020"
"81638NED"	"Huishoudens;personen,herkomst 2013-2060"	"Perdriejaar"	"2013-2060"
"81645NED"	"Huishoudens; type,herkomst 2013-2060"	"Perdriejaar"	"2013-2060"
"81646NED"	"Huishoudens; grootte 2013-2060"	"Perdriejaar"	"2013-2060"
"81647NED"	"Huishoudens; kerncijfers 2013-2060"	"Perdriejaar"	"2013-2060"
"81648NED"	"Huishoudens; kindertal 2013-2060"	"Perdriejaar"	"2013-2060"
"81651NED"	"Huishoudens; leeftijd kind 2013-2060"	"Perdriejaar"	"2013-2060"
"81652NED"	"Huishoudens; personen 2013-2060"	"Perdriejaar"	"2013-2060"
"81653NED"	"Huishoudens; type 2013-2060"	"Perdriejaar"	"2013-2060"
"81654NED"	"Huishoudens; intervallen 2013-2060"	"Perdriejaar"	"2013-2060"
"82220NED"	"Bevolking; kerncijfers, regio, 2014-2040"	"Perdriejaar"	"2014-2040"
"82172NED"	"Bevolking; leeftijd, regio, 2014-2040"	"Perdriejaar"	"2014-2040"
"82221NED"	"Huishoudens; regio, 2014-2040"	"Perdriejaar"	"2014-2040"
"81584NED"	"Bevolking; leeftijd, herkomst 2013-2060"	"Stopgezet"	"2013-2060"
"81593NED"	"Bevolking; kerncijfers 2012-2060"	"Stopgezet"	"2012-2060"
"81599NED"	"Vruchtbaarheid; geboortegeneratie"	"Stopgezet"	"1935-2020"
"81610NED"	"Sterfte en migratie 2012-2059"	"Stopgezet"	"2012-2059"
"81612NED"	"Geboorte; geboortegeneratie 1935-2020"	"Stopgezet"	"1935-2020"
"81613NED"	"Geboorte; leeftijd 2012-2059"	"Stopgezet"	"2012-2059"
"81620NED"	"Bevolking; intervallen 2013-2060"	"Stopgezet"	"2013-2060"
"81629NED"	"Bevolkingsgroei; Intervallen 2012-2059"	"Stopgezet"	"2012-2060"
"81630NED"	"Levensverwachting (per jaar) 2012-2060"	"Stopgezet"	"2012-2060"
"81590NED"	"Allochtonen; kerncijfers 2012-2060"	"Stopgezet"	"2012-2060"
"81611NED"	"Geboorte; herkomst 2012-2059"	"Stopgezet"	"2012-2059"
"81631NED"	"Migratie; herkomst 2012-2059"	"Stopgezet"	"2012-2059"
"80976ned"	"Huishoudens;pers.naar herkomst 2011-2060"	"Stopgezet"	"2011-2060"
"80980ned"	"Huishoudens;type naar herkomst 2011-2060"	"Stopgezet"	"2011-2060"
"80981ned"	"Huishoudens; grootte 2011-2060"	"Stopgezet"	"2011-2060"
"80982ned"	"Huishoudens; kerncijfers 2011-2060"	"Stopgezet"	"2011-2060"
"80983ned"	"Huishoudens; kindertal 2011-2060"	"Stopgezet"	"2011-2060"
"80984ned"	"Huishoudens; leeftijd kind 2011-2060"	"Stopgezet"	"2011-2060"
"80985ned"	"Huishoudens; personen 2011-2060"	"Stopgezet"	"2011-2060"
"80986ned"	"Huishoudens; type 2011-2060"	"Stopgezet"	"2011-2060"
"80987ned"	"Intervallen huishoudenspositie 2011-2060"	"Stopgezet"	"2011-2060"
"82310NED"	"Bevolking; kerncijfers 2013-2060"	"Stopgezet"	"2013-2060"
"82311NED"	"Bevolking; leeftijd 2014-2060"	"Stopgezet"	"2014-2060"
"81273ned"	"Bevolkingsopbouw gemeenten 2011-2040"	"Stopgezet"	"2012-2040"
"81274ned"	"Regionale kerncijfers 2011-2040"	"Stopgezet"	"2011-2040"
"81275ned"	"Regionale prognose huishoudens;2011-2040"	"Stopgezet"	"2012 - 2040"
"70737ned"	"Kerncijfers; diverse bevolkingsprognoses"	"Perdriejaar"	"1950 - 2060"
"82245NED"	"Bevolking postcode; 2013"	"Eenmalig"	"2013"
"81922NED"	"Bevolking; postcode 2012"	"Eenmalig"	"2012"
"81310ned"	"Bevolking; postcode, 2011"	"Eenmalig"	"2011"
"80667ned"	"Bevolking; postcode, 2010"	"Eenmalig"	"2010"
"80280ned"	"Bevolking; postcode, 2009"	"Eenmalig"	"1 januari 2009"
"71899ned"	"Bevolking; postcode 2008"	"Eenmalig"	"1 januari 2008"
"71491ned"	"Bevolking; postcode, 2007"	"Eenmalig"	"Per 1 januari 2007"
"71273ned"	"Bevolking; postcode, 2006"	"Eenmalig"	"Per 1 januari 2006"
"71012ned"	"Bevolking; postcode, 2005"	"Eenmalig"	"Per 1 januari 2005"
"70819ned"	"Bevolking; postcode, 2004"	"Eenmalig"	"Per 1 januari 2004"
"70654ned"	"Bevolking; postcode, 2003"	"Eenmalig"	"Per 1 januari 2003"
"70005ned"	"Bevolking; postcode, 2002"	"Eenmalig"	"Per 1 januari 2002"
"37680"	"Bevolking; postcode, 2001"	"Eenmalig"	"1 januari 2001"
"37724ned"	"Bevolking; postcode, 2000"	"Eenmalig"	"Per 1 januari 2000"
"37339ned"	"Bevolking; postcode, 1999"	"Eenmalig"	"Per 1 januari 1999"
"37602ned"	"Bevolking; postcode, 1998"	"Eenmalig"	"1998"
"80399ned"	"Adopties; geboorteland, leeftijd kind"	"Perjaar"	"1995-2012"
"70787ned"	"Allochtonen; vanaf 1972"	"Pertweejaar"	"1972 - 2015"
"70747ned"	"Allochtonen; verblijfsduur op 1 januari"	"Pertweejaar"	"2003 - 2014"
"70648ned"	"Bevolking; geboorteland en regio"	"Pertweejaar"	"1996 - 2013"
"37325"	"Bevolking; herkomstgroepering"	"Eenmaalperjaar"	"1996 - 2014"
"37713"	"Bevolking; herkomstgroepering en regio"	"Eenmaalperjaar"	"1996 - 2014"
"70086NED"	"Bevolking; Islamieten en hindoes"	"Stopgezet"	"1971 - 2004"
"70688ned"	"Bevolking; niet-westerse derde generatie"	"Pertweejaar"	"2000 - 2012"
"80270ned"	"Integratie; van vier allochtone groepen"	"Onregelmatig"	"2006"
"81442NED"	"Integratie; 6 allochtone groepen"	"Onregelmatig"	"2009"
"70999ned"	"Bevolking; aantal nationaliteiten"	"Eenmaalperjaar"	"1995 - 2014"
"03743"	"Bevolking; leeftijd, nationaliteit"	"Pertweejaar"	"1996 - 2014"
"70634ned"	"Bevolking; nationaliteit, regio"	"Eenmaalperjaar"	"1996 - 2014"
"70798ned"	"Nederlanders; nationaliteit 1998 - 2014"	"Stopgezet"	"1998 - 2014"
"70067ned"	"Huishoudens naar herkomstgroepering"	"Pertweejaar"	"2001 - 2014"
"71487ned"	"Huishoudens; kindertal, regio"	"Pertweejaar"	"2001 - 2014"
"37975"	"Huishoudens; samenstelling en grootte"	"Pertweejaar"	"1995 - 2014"
"71486ned"	"Huishoudens; samenstelling, regio"	"Eenmaalperjaar"	"2000 - 2014"
"70133ned"	"Huishoudens; typering naar grootte"	"Eenmaalperjaar"	"1995 - 2014"
"71488ned"	"Huishoudens; personen, regio"	"Eenmaalperjaar"	"2000 - 2014"
"81485ned"	"Kinderen; aanwezigheid ouders"	"Pervijfjaar"	"1 januari 1996-2010"
"37620"	"Personen in huishoudens"	"Eenmaalperjaar"	"1995 - 2014"
"37973"	"Personen in huishoudens; allochtonen"	"Eenmaalperjaar"	"1997 - 2014"
"82887NED"	"Personen in institutionele huishoudens"	"Eenmaalperjaar"	"1995-2014"
"00370"	"Redenen verlaten ouderlijk huis"	"Eenmalig"	"1998"
"82218NED"	"Bevolking; geslacht per maand vanaf 1950"	"Perkwartaal"	"1 januari 1950 - 1 januari 2015"
"71090ned"	"Bevolking per maand; leeftijd, herkomst"	"Perkwartaal"	"1 januari 2006 - 1 januari 2015"
"7461bev"	"Bevolking; leeftijd, burgerlijke staat"	"Eenmaalperjaar"	"1950 - 2014"
"03759ned"	"Bevolking; leeftijd, regio"	"Eenmaalperjaar"	"1988 - 2015"
"80799ned"	"Daklozen; persoonskenmerken"	"Eenmaalperjaar"	"1 januari 2009-1 januari 2013"
"70233ned"	"Gemiddelde bevolking; leeftijd, regio"	"Eenmaalperjaar"	"1995 - 2013"
"37296ned"	"Bevolking; kerncijfers"	"Eenmaalperjaar"	"1950 - 2014"
"37556"	"Bevolking; vanaf 1899"	"Perjaar"	"1899 - 2014"
"81573NED"	"Sociale Monitor"	"Onregelmatig"	"1999-2014"
"81802NED"	"Bouw; omzet naar bedrijfsomvang 2010=100"	"Perkwartaal"	"2005 - 2014, kwI 2005 - KwI 2015"
"71492ned"	"Bouwproductie; type van activa 1987-2009"	"Eenmaalperjaar"	"1987 - 2009."
"82574NED"	"Bouw; toegevoegde waarde index 2010=100"	"Permaand"	"2005 - 2014, 2005 kW I - 2015 KW I, jan. 2005 - mei 2015"
"81158ned"	"Bouwnijverheid; financin, SBI 2008"	"Eenmaalperjaar"	"2009-2013"
"81808NED"	"Bouwnijverheid; omzet, index 2010 = 100"	"Permaand"	"2005 - 2014, 2005 kW I - 2015 KW I, jan. 2005 - mei 2015"
"60006"	"Bouwnijverheid; productieve uren"	"Perkwartaal"	"1990 - 2014; Kw I 1990 - Kw II 2015."
"70979ned"	"Productie-index gebouwen, prijspeil 2000"	"Perkwartaal"	"1e kwartaal 2000 - 2e kwartaal 2015"
"7076geb"	"Bouw; kosten naar bouwfase"	"Permaand"	"1995 - 2014; kw I 1995 - kw I 2015; januari 1995 - mei 2015"
"81816NED"	"Bouwsom nieuwe opdrachten; 2010 = 100"	"Perkwartaal"	"2007 - 2014, 2007 kwI - 2015 kWI"
"82261NED"	"GWW; inputindex 2010 = 100"	"Perdriemaanden"	"januari 2008 - april 2015"
"81139ned"	"GWW; inputindex 2000 = 100, vanaf 1979"	"Perdriemaanden"	"februari 1979 - april 2015"
"81911NED"	"Nieuwbouwwoningen; inputindex 2010=100"	"Permaand"	"januari 2008 - mei 2015"
"80444ned"	"Nieuwbouwwoningen; inputindex v.a. 1990"	"Permaand"	"januari 1990 - mei 2015"
"82039NED"	"Nieuwbouwwoningen; outputindex 2010=100"	"Perkwartaal"	"2008 1e kwartaal tot en met 2015 1e kwartaal"
"80334ned"	"Nieuwbouwwoningen; outputindex v.a. 1914"	"Perkwartaal"	"1914 - 1e kwartaal 2015"
"70009ned"	"Bouwvergunningen; kerncijfers, 1995-2011"	"Stopgezet"	"1995 kw I - 2011 kw IV"
"70769ned"	"Bouwvergunningen; bouwkosten woningen"	"Permaand"	"1995 december - 2015 mei"
"70171ned"	"Bouwvergunningen; huur- en koopwoningen"	"Eenmaalperjaar"	"1990 - 2014"
"70940ned"	"Bouwvergunningen; soort gebouw per COROP"	"Perjaar"	"1990 - 2014"
"70768ned"	"Bouwvergunningen; opdrachtgever"	"Permaand"	"1990 januari - 2015 mei"
"70767ned"	"Bouwvergunningen; provincie"	"Permaand"	"1990 januari - 2015 mei"
"70847ned"	"Bouwvergunningen; nieuwbouw,soort gebouw"	"Permaand"	"1990 januari - 2015 mei"
"82001NED"	"Nieuwbouwwoningen; afgegeven vergunning"	"Permaand"	"1995 januari - 2015 mei"
"37548"	"Nieuwbouwwoningen; 1995-2012"	"Stopgezet"	"1995 jan. - 2012 dec."
"70984ned"	"Woonruimten; niet gereed, 2005 - 2011"	"Stopgezet"	"2005 kw I - 2011 kw IV"
"82213NED"	"Gereedgemelde woningen; doorlooptijd"	"Tweemaalperjaar"	"2012 - 2014"
"71400ned"	"Woningen; gemiddelde bouwtijd, 1995-2011"	"Stopgezet"	"1995 - 2011"
"71399ned"	"Woningen; bouwtijd in maanden, 1995-2011"	"Stopgezet"	"1995 - 2011"
"81955NED"	"Voorraad woningen en niet-woningen"	"Permaand"	"2012 januari - 2015 juni"
"81776NED"	"Woningen met energielabels; eigendom"	"Perjaar"	"2011"
"7413"	"Woningbouw; voorraadmutaties, 1988-2011"	"Stopgezet"	"1988 - 2011"
"82550NED"	"Woningen; type, bouwjaar, m, regio"	"Perjaar"	"2012 - 2014"
"81884NED"	"Bestaande koopwoningen; index Nederland"	"Permaand"	"januari 1995 - juni 2015"
"81885NED"	"Bestaande koopwoningen; index regio"	"Perkwartaal"	"1e kwartaal 1995 - 2e kwartaal 2015"
"81886NED"	"Bestaande koopwoningen; index woningtype"	"Perkwartaal"	"1e kwartaal 1995 - 2e kwartaal 2015"
"82534NED"	"Bestaande woningen: ontwikkeling aanbod"	"Perkwartaal"	"2013 1e kwartaal - 2015 2e kwartaal"
"82452NED"	"Bestaande woningen in verkoop;kerncijfer"	"Permaand"	"2013 februari - 2015 juni"
