"ID"	"Label"
"MON20123_6"	"2012 N) OECD countries : Characteristics of policy support by country"
"EO"	"Economic Outlook No 97 - June 2015 "
"FISH_AQUA"	"Production from aquaculture"
"MON20123_3"	"2012 H) OECD countries : General Services Support Estimate by country"
"MON20123_4"	"2012 J) OECD countries : Total Support Estimate by country"
"MON20123_1"	"2012 D) OECD countries : Producer Support Estimate by country"
"MON20123_2"	"2012 F) OECD countries : Consumer Support Estimate by country"
"PT_CH5_TAB3"	"2012 Tabela 5.3: ndice de Percepo da corrupo (CPI) por Transparency International 2010/12"
"QNA"	"Quarterly National Accounts"
"REVEST"	"Details of Tax Revenue - Estonia"
"AEO11_OVERVIEW_CHAPTER1_FIG12_EN"	"Figure 1.15: Current account and fiscal balance in oil-exporting countries"
"SNA_TABLE9B_SNA93"	"9B. Balance sheets for non-financial assets, SNA93"
"EO82_TRADE"	"Economic Outlook No 82 - December 2007 - Annual Trade and Payments Projections"
"MON2011CSCT"	"2011 V) OECD countries : Consumer Single Commodity Transfers"
"EO97_OUTLOOK97"	"Economic Outlook No 97 - June 2015 - OLIS version"
"TEC10_REV4"	"X - TEC by partner countries and size-class"
"ROVERAGE"	"Students aligned to finance and personnel data"
"CSE_2010"	"2010 -D- Consumer Support Estimate and related indicators by country"
"ULC_QUA"	"Quarterly benchmarked Unit Labour Cost indicators  By economic activity"
"EO78_TRADE"	"Economic Outlook No 78 - December 2005 - Annual Trade and Payments Projections"
"AFA_IN3"	"Inward activity of multinationals by industrial sector (manufacturing) - ISIC Rev 3"
"PT_CH6_BOX9"	"2012 Caixa 9: Taxas de inscrio no ensino secundrio e tercirio, por regio do mundo"
"PT_CH6_BOX6"	"2012 Caixa 6: Dinmica de assentamento e criao de emprego rural na frica Ocidental"
"AEO11_INDEPTH_CHAPTER6_FIG3_EN"	"Figure 6.3: Shares of emerging and traditional partners in Africa's trade from 1992 to 2009 (in ...."
"PPPGDP"	"Purchasing Power Parities for GDP and related indicators"
"AEO11_OVERVIEW_CHAPTER5_FIG2_EN"	"Figure 5.2: Political hardening index 1996-2010 (base year 1996 = 100)"
"REVGTM"	"Details of Tax Revenue - Guatemala"
"REVISR"	"Details of Tax Revenue - Israel"
"ITF_GOODS_TRANSPORT"	"Goods transport"
"EO73_TRADE"	"Economic Outlook No 73 - June 2003 - Annual Trade and Payments Projections"
"REVITA"	"Details of Tax Revenue - Italy"
"SOCX_AGG"	"Social Expenditure - Aggregated data"
"EO97_INTERNET"	"Economic Outlook No 97 - June 2015 - OECD Annual Projections"
"EO22_VINTAGE"	"Economic Outlook No 22 - December 1977 - Annual Projections for OECD Countries"
"AEO11_OVERVIEW_CHAPTER1_FIG2_PT"	"Figura 1.2: Situao econmica actual em frica e expectativas para os prximos seis meses"
"EO70_MAIN"	"Economic Outlook No 70 - December 2001 - Annual Projections for OECD Countries"
"EO17_VINTAGE"	"Economic Outlook No 17 - June 1975 - Annual Projections for OECD Countries"
"FDI_POS_AGGR"	"FDI positions, main aggregates BMD4"
"PNN_NEW"	"Funded Pension Statistics"
"BTD_ED_2010"	"STAN Bilateral Trade 2010"
"AEO11_INDEPTH_CHAPTER6_TAB8_B_PT"	"Tabela 6.8b: Distribuio das importaes africanas por tipo de parceiro (2009, em percentagem) "
"EO92_FLASHFILE_EO92"	"Economic Outlook No 92 - December 2012 - Flash file"
"EO29_VINTAGE"	"Economic Outlook No 29 - June 1981 - Annual Projections for OECD Countries"
"EO74_TRADE"	"Economic Outlook No 74 - December 2003 - Annual Trade and Payments Projections"
"MON2012CSCT_EE"	"2012 W) Emerging Economies: Consumer Single Commodity Transfers"
"REVGRC"	"Details of Tax Revenue - Greece"
"ANBERD2011_REV3"	"STAN R&D expenditures in Industry (ISIC Rev. 3)"
"AEO11_OVERVIEW_CHAPTER2_FIG1_PT"	"Figura 2.1: Fluxos de IDE e APD em frica 2000-11 (milhares de milhes de USD, preos correntes)"
"EO66_MAIN"	"Economic Outlook No 66 - December 1999 - Annual Projections for OECD Countries"
"AEO11_INDEPTH_CHAPTER6_TAB3_EN"	"Table 6.3: FDI flows to selected African countries over the last decade, by country of origin (i...."
"FDI_POS_IND_TEMP_A"	"FDI positions by industry - Template A"
"EPER"	"Environmental protection expenditure and revenues "
"AEO11_OVERVIEW_CHAPTER4_TAB1_EN"	"Table 4.1: Growth and inequality elasticities of poverty (USD 1.25 in 2005 PPP)"
"ENVPERFINDIC_TAD_2008"	"Environmental Performance of Agriculture 2008"
"MON20123_7"	"2012 P) OECD countries : Composition of General Services Support Estimate"
"GERD_FUNDS"	"Gross domestic expenditure on R-D by sector of performance and source of funds"
"SNA_TABLE720R"	"720. Financial balance sheets - non consolidated - SNA 2008"
"REVKOR"	"Details of Tax Revenue - Korea"
"TAXAUTO"	"Tax autonomy"
"PT_TAB1_AEO2013"	"Tabela 1: Indicadores Macroeconmicos 2013"
"CSP2012"	"Factbook Country Statistical Profiles   -  2013 edition"
"FDI_POS_CTRY"	"FDI positions by partner country BMD4"
"PART2"	"Part 2 - Innovation as change in classrooms and schools"
"EO61_MAIN"	"Economic Outlook No 61 - June 1997 - Annual Projections for OECD Countries"
"AWCOU"	"Country tables (current model)"
"EO84_MAIN"	"Economic Outlook No 84 - December 2008 - Annual Projections for OECD Countries"
"AIR_EMISSIONS"	"Emissions of air pollutants"
"AEO11_INDEPTH_CHAPTER6_FIG11_PT"	"Figura 6.11: Dvida africana ps-PPAE (Dvida externa/ rcios PIB, 1995-2009)"
"SNA_TABLE9A_SNA93"	"9A. Fixed assets by activity and by asset, ISIC rev4, SNA93"
"DIOC_FIELD_STUDY"	"Immigrants by field of study"
"EO73_MAIN"	"Economic Outlook No 73 - June 2003 - Annual Projections for OECD Countries"
"REGION_SOCIAL"	"Regional Social and Environmental indicators"
"AEO11_OVERVIEW_CHAPTER1_FIG6_EN"	"Figure 1.6: World economic growth"
"CS"	"Capital Services by Type of Asset"
"FIGURE1_N_AEO2013"	"Figure 1: Real GDP Growth 2013 (North)"
"AEO11_COUNTRYNOTES_TAB4_EN"	"Table 4: Public finances (percentage of GDP)"
"TEC4_REV4"	"IV - TEC by number of partner countries"
"AWCOMP"	"Taxing Wages - Comparative tables"
"EO78_MAIN"	"Economic Outlook No 78 - December 2005 - Annual Projections for OECD Countries"
"WEALTH"	"Wealth"
"DACDEFL"	"GeoBook: Deflators"
"GVC_INDICATORS"	"OECD Global Value Chains indicators  May 2013"
"EO37_VINTAGE"	"Economic Outlook No 37 - June 1985 - Annual Projections for OECD Countries"
"FDI_POS_PARTNER_TEMP_A"	"FDI positions by partner country - Template A"
"EO79_TRADE"	"Economic Outlook No 79 - June 2006 - Annual Trade and Payments Projections"
"REVCRI"	"Details of Tax Revenue - Costa Rica"
"IDD"	"Income Distribution and Poverty"
"MON2013_REFERENCE_TABLE"	" 2013 ) Monitoring and evaluation : Reference Tables"
"PATS_IPC"	"Patents by technology"
"MFP"	"Multi-factor Productivity"
"FIGURE1_W_AEO2013"	"Figure 1: Real GDP growth 2013 (West)"
"HEALTH_LVNG"	"Non-Medical Determinants of Health"
"EO77_MAIN"	"Economic Outlook No 77 - June 2005 - Annual Projections for OECD Countries"
"PAC_REVCOL"	"Details of Tax Revenue - Colombia"
"RFOREIGN"	"Foreign / international students enrolled"
"EO91_LTB"	"Economic Outlook No 91 - June 2012 - Long-term baseline projections"
"EO92_INTERNET"	"Economic Outlook No 92 - December 2012 - OECD Annual Projections"
"NAAG_2009"	"National Accounts at a Glance - 2009 edition"
"REVPAN"	"Details of Tax Revenue - Panama"
"MON2011PSCT_EE"	"2011 T) Emerging Economies: Producer Single Commodity Transfers"
"POP_PROJ"	"Historical population data and projections (1950-2050)"
"MON20123_6EE"	"2012 O) Emerging Economies: Characteristics of policy support by country"
"MON2012PSCT_O"	"2012 R) OECD : Producer Single Commodity Transfers"
"MON20123_4EE"	"2012 K) Emerging Economies: Total Support Estimate by country"
"OECD_TSE2010"	"2010 -A- OECD Total Support Estimate"
"AEO11_OVERVIEW_CHAPTER1_FIG9_EN"	"Figure 1.12: Export prices of agricultural products (base January 2000 = 100)"
"PDB_GR"	"Growth in GDP per capita, productivity and ULC"
"STAN_IO_INTERM_M"	"STAN Input-Output Intermediate Import Ratio"
"EO65_TRADE"	"Economic Outlook No 65 - June 1999 - Annual Trade and Payments Projections"
"REG_INNO_TL2"	"Innovation Indicators"
"PPP2008"	"2008 PPP Benchmark results"
"REG_INNO_TL3"	"Innovation Indicators TL3"
"EO06_VINTAGE"	"Economic Outlook No 06 - December 1969 - Annual Projections for OECD Countries"
"RTA_STIO"	"Revealed technology advantage in selected fields"
"PPP2005"	"2005 PPP Benchmark results"
"SURVEYDATA"	"Survey on Monitoring the Paris Declaration"
"FIXINCLSA"	"Benefits, Taxes and Wages  Net Incomes"
"EO23_VINTAGE"	"Economic Outlook No 23 - June 1978 - Annual Projections for OECD Countries"
"MON2012PSCT"	"2012 S) OECD countries : Producer Single Commodity Transfers"
"AIR_GHG"	"Greenhouse gas emissions"
"STAN08BIS"	"STAN Database for Structural Analysis"
"MEI_CTRY_WEIGHTS"	"Prices country weights"
"DIOC_DURATION_STAY"	"Immigrants by duration of stay"
"QASA_TABLE7PSD"	"Public Sector Debt, consolidated, nominal value"
"EO60_TRADE"	"Economic Outlook No 60 - December 1996 - Annual Trade and Payments Projections"
"EO72_MAIN"	"Economic Outlook No 72 - December 2002 - Annual Projections for OECD Countries"
"AEO11_OVERVIEW_CHAPTER1_FIG6_PT"	"Figura 1.6: Crescimento Econmico Mundial"
"SNGF"	"Subnational government finance"
"BERD_COST"	"Business enterprise R-D expenditure by industry and by type of cost"
"MEI"	"Main Economic Indicators Publication"
"PAT_COL_RATES"	"Patents - International collaboration in technology development (rates)"
"FISH_FLD"	"Foreign landings in domestic ports"
"AMNE_IN_PARTNER"	"Inward activity of multinationals by investing country - ISIC Rev 4"
"NAAG_2013"	"National Accounts at a Glance - 2013 edition "
"NAAG_2014"	"National Accounts at a Glance-2014"
"NAAG_2011"	"National Accounts at a Glance - 2011 edition"
"RGRADSTY"	"Graduates by field of education"
"NAAG_2010"	"National Accounts at a Glance - 2010 edition"
"EO76_TRADE"	"Economic Outlook No 76 - December 2004 - Annual Trade and Payments Projections"
"PPP2011"	"2011 PPP Benchmark results"
"AEO11_INDEPTH_CHAPTER6_FIG9_PT"	"Figura 6.9: Exportaes africanas de bens manufacturados (1995-2009)"
"TALIS_EDUGPS"	"TALIS Indicators"
"MEI_CLI"	"Composite Leading Indicators (MEI)"
"AEO11_COUNTRYNOTES_TAB3_PT"	"Tabela 3: Componentes da Procura"
"GREEN_GROWTH"	"Green Growth Indicators"
"GERD_OBJECTIVE_NABS2007"	"Gross domestic expenditure on R-D by sector of performance and socio-economic objective in NABS2007"
"REVISL"	"Details of Tax Revenue - Iceland"
"DIOC_SECTOR"	"Immigrants by sector"
"PGI_7IA"	"Annual institutional investors - Template B"
"AEO11_INDEPTH_CHAPTER6_TAB4_EN"	"Table 6.4a: ODA gross disbursements (OECD DAC definition) from traditional partners, 2009 (in mi...."
"REVIRL"	"Details of Tax Revenue - Ireland"
"MEI_PRICES_PPI"	"Producer Prices"
"EO54_VINTAGE"	"Economic Outlook No 54 - December 1993 - Annual Projections for OECD Countries"
"REVPER"	"Details of Tax Revenue - Peru"
"QNA_TRAINING"	"Quarterly National Accounts - Training"
"DP_STAGING_TEST"	"Staging Cube - Test"
"FDI_POS_IND"	"FDI positions by industry BMD4"
"MON20113_1EE"	"2011 E) Emerging Economies: Producer Support Estimate by country"
"EO52_VINTAGE"	"Economic Outlook No 52 - December 1992 - Annual Projections for OECD Countries"
"PGI_Q_F_STCKS"	"Financial balance sheets - non-consolidated (Quarterly)"
"AEO11_OVERVIEW_CHAPTER1_TAB1_PT"	"Tabela 1.2: Tendncias Demogrficas em frica (milhes pessoas)"
"BPF1"	"Income Statement and Balance Sheet (New)"
"EO08_VINTAGE"	"Economic Outlook No 08 - December 1970 - Annual Projections for OECD Countries"
"EO84_FLASHFILE_EO84"	"Economic Outlook No 84 - December 2008 - Flash file"
"SSIS_BSC_ISIC4"	"SDBS Structural Business Statistics (ISIC Rev. 4)"
"AEO11_INDEPTH_CHAPTER6_TAB2_PT"	"Tabela 6.2: Parcela dos parceiros tradicionais e emergentes nas importaes, exportaes e comr...."
"MON20113_3EE"	"2011 I) Emerging Economies: General Services Support Estimate by country"
"REVVEN"	"Details of Tax Revenue - Venezuela"
"EO75_MAIN"	"Economic Outlook No 75 - June 2004 - Annual Projections for OECD Countries"
"AFA_OUT3_PARTNER"	"Outward activity of multinationals by country of location - ISIC Rev 3"
"ENV_ENVPOLICY"	"Instruments used for environmental policy"
"REVARG"	"Details of Tax Revenue - Argentina"
"AEO11_INDEPTH_CHAPTER6_TAB8_B_EN"	"Table 6.8b: Distribution of Africas imports by types of partners (2009, in percentage)"
"UN_DEN"	"Trade Union Density"
"EO18_VINTAGE"	"Economic Outlook No 18 - December 1975 - Annual Projections for OECD Countries"
"HEALTH_PHMC"	"Pharmaceutical Market"
"FISH_INLAND"	"Inland fisheries"
"REVCZE"	"Details of Tax Revenue - Czech Republic"
"EO83_TRADE"	"Economic Outlook No 83 - June 2008 - Annual Trade and Payments Projections"
"WATER_QUALITY"	"Lake and river quality"
"PGI_A_F_TRNSCTN"	"Financial transactions - non consolidated (Annual)"
"FSS"	"Survey on Donors Forward Spending Plans"
"EO72_TRADE"	"Economic Outlook No 72 - December 2002 - Annual Trade and Payments Projections"
"BTDIXE_I4"	"STAN Bilateral Trade in Goods by Industry and End-use (BTDIxE), ISIC Rev.4"
"REVECU"	"Details of Tax Revenue - Ecuador"
"BTDIXE_I3"	"STAN Bilateral Trade in Goods by Industry and End-use (BTDIxE), ISIC Rev.3"
"EO79_MAIN"	"Economic Outlook No 79 - June 2006 - Annual Projections for OECD Countries"
"FISH_EMPL"	"Employment in fisheries"
"MON2015_REFERENCE_TABLE"	"2015 ) Monitoring and evaluation : Reference Tables"
"AEO11_OVERVIEW_CHAPTER1_FIG2_EN"	"Figure 1.2: Assessment of Africa's current economic situation and expectations for the next six ...."
"EO50_VINTAGE"	"Economic Outlook No 50 - December 1991 - Annual Projections for OECD Countries"
"AFA_CALC_OUT3"	"Outward activity of multinationals - Share in national total (manufacturing)"
"CHAPTER_A_EAG2014_NEW"	"The output of educational institutions and the impact of learning (Chapter A)"
"DEC_I"	"Decile ratios of gross earnings"
"STAN_INDICATORS_2005"	"STAN Indicators 2005"
"AEO11_OVERVIEW_CHAPTER1_FIG8_PT"	"Figura 1.11: Preo do cobre e do alumnio (base: Janeiro de 2000)"
"SNA_TABLE12_SNA93"	"12. Government deficit/surplus, revenue, expenditure and main aggregates, SNA93"
"EO42_VINTAGE"	"Economic Outlook No 42 - December 1987 - Annual Projections for OECD Countries"
"EO46_VINTAGE"	"Economic Outlook No 46 - December 1989 - Annual Projections for OECD Countries"
"PT_TABLE4_AEO2012"	"Tabela 4: Balana Corrente (em percentagem do PIB) 2012"
"BERD_INDUSTRY"	"Business enterprise R-D expenditure by industry"
"AEO11_OVERVIEW_CHAPTER4_TAB1_PT"	"Tabela 4.1: Elasticidades da pobreza em termos de crescimento e desigualdade (1.25 USD de acordo...."
"STAN_INDICATORS_2009"	"STAN Indicators 2009"
"AEO11_OVERVIEW_CHAPTER1_FIG7_PT"	"Figura 1.10: Preo do petrleo e do ouro (base: Janeiro de 2000)"
"EPL_CD"	"Strictness of employment protection  collective dismissals (additional restrictions)"
"MA_I"	"Incidence of marginally attached workers"
"MA_D"	"Marginally attached workers"
"AFA_IN3_MANUF"	"Inward activity of multinationals by investing country, total manufacturing - ISIC Rev 3"
"LAC_REVMEX"	"Details of Tax Revenue  -  Mexico"
"SNA_TABLE620"	"620. Financial accounts - non consolidated"
"SNA_TABLE5_SNA93"	"5. Final consumption expenditure of households, SNA93"
"SNA_TABLE3_SNA93"	"3. Population and employment by main activity, SNA93"
"FOOD_WASTE"	"Food Waste"
"EO91_FLASHFILE_EO91"	"Economic Outlook No 91 - June 2012 - Flash file"
"SNA_TABLE11_SNA93"	"11. Government expenditure by function (COFOG), SNA93"
"AEO11_OVERVIEW_CHAPTER2_FIG3_PT"	"Figura 2.3: Investimentos directo e de carteira em frica (milhares de milhes de USD, preos co...."
"KEI"	"Key Short-Term Economic Indicators"
"SNA_TABLE610"	"610. Financial accounts - consolidated"
"G_TYPE_AMOUNTS"	"Intergovernmental Grants by Type"
"MEI_CPI_WEIGHTS"	"National CPI weights "
"FDI_FLOW_PARTNER"	"FDI flows by partner country"
"AEO2012_CH1_FIG3"	"2012 Figure 1.3: World Economic growth"
"AEO2012_CH1_FIG2"	"2012 Figure 1.2: Africas Economic Growth (%)"
"AEO2012_CH1_FIG1"	"2012 Figure 1.1: Africa Assessment of current Economic Situation and Expectations for the next s...."
"SNA_TABLE14A"	"14A. Non-financial accounts by sectors"
"FDI_POSITION_PARTNER"	"FDI positions by partner country"
"AEO2012_CH1_FIG6"	"2012 Figure 1.6: Export prices of agricultural products"
"AEO2012_CH1_FIG5"	"2012 Figure 1.5: Oil price and Gold price"
"AEO11_COUNTRYNOTES_TAB4_PT"	"Tabela 4: Finanas Pblicas (em percentagem do PIB)"
"AEO2012_CH1_FIG4"	"2012 Figure 1.4: Growth of GDP by countries (%)"
"PDB_LV"	"Level of GDP per capita and productivity"
"AEO2012_CH1_FIG9"	"2012 Figure 1.9: Current accounts and fiscal balances in oil-importing countries"
"EO45_VINTAGE"	"Economic Outlook No 45 - June 1989 - Annual Projections for OECD Countries"
"AEO2012_CH1_FIG8"	"2012 Figure 1.8: Current accounts and fiscal balances in oil-exporting countries"
"STAN_IO_LEONTIEF"	"STAN I-O Inverse Matrix (Total)"
"CHAPTER_D_EAG2014"	"The learning environment and organisation of schools (Chapter D)"
"DW_D"	"Discouraged workers"
"RPERS"	"Educational personnel"
"EO53_VINTAGE"	"Economic Outlook No 53 - June 1993 - Annual Projections for OECD Countries"
"DW_I"	"Incidence of discouraged workers"
"REF_TOTAL_ODF"	"Total official development flows by country and region (ODF)"
"AEO11_OVERVIEW_CHAPTER1_FIG16_PT"	"Figura 1.7: Contribuio das Regies para o crescimento Africano"
"FTPTN_I"	"Incidence of FTPT employment - national definitions"
"EO02_VINTAGE"	"Economic Outlook No 02 - December 1967 - Annual Projections for OECD Countries"
"QASA_TABLE710"	"Consolidated financial balance sheets by economic sector (Quarterly table 0710)"
"EO62_TRADE"	"Economic Outlook No 62 - December 1997 - Annual Trade and Payments Projections"
"PT_CH5_FIG2"	"2012 Figura 5.2: ndice de endurecimento poltico 1996-2011 (ano de base 1996 = 100)"
"FTPTN_D"	"FTPT employment based on national definitions"
"EO74_MAIN"	"Economic Outlook No 74 - December 2003 - Annual Projections for OECD Countries"
"PT_TAB2_AEO2013"	"Tabela 2: PIB por setor (em percentagem)"
"TABLE2_AEO2013_V2"	"Table 2: GDP by Sector (percentage of GDP)"
"AEOANN2015"	"AEO Statistical annex, 2015"
"PERS_INDUSTRY_ISIC4"	"Business enterprise R-D personnel by industry (ISIC 4)"
"PT_CH5_FIG1"	"2012 Figura 5.1: Protestos pblicos, violncia pblica e ndices de preos dos bens alimentares"
"EO82_MAIN"	"Economic Outlook No 82 - December 2007 - Annual Projections for OECD Countries"
"AEO2012_CH6_BOX6"	"Box 6: Rural vs. Agricultural population in Nigeria (1980-2010, in thousands)"
"FDI_INC_IND"	"FDI income by industry BMD4"
"FIGURE1_C_AEO2013"	"Figure 1: Real GDP growth 2013 (Central)"
"SNA_TABLE9B"	"9B. Balance sheets for non-financial assets"
"AEO2012_CH6_BOX9"	"Box 9: Secondary and tertiary enrolment ratios, by world region"
"SNA_TABLE9A"	"9A. Fixed assets by activity and by asset, ISIC rev4"
"REVNLD"	"Details of Tax Revenue - Netherlands"
"PT_TABLE2_AEO2012"	"Tabela 2: PIB por setor (em percentagem) 2012"
"ECONSH_I"	"Incidence of economic short time workers"
"PAT_COL"	"Patents - International collaboration in technology development (bilateral)"
"AEO"	"African Economic Outlook"
"MON2011TSE_EE"	"2011 C) Emerging Economies: Estimate of support to agriculture"
"ECONSH_D"	"Economic short time workers"
"AEA"	"Air Emission Accounts"
"WILD_LIFE"	"Threatened species"
"SNA_TABLE13_SNA93"	"13. Simplified non-financial accounts, SNA93"
"WATER_ABSTRACT"	"Freshwater abstractions (million m3)"
"MON2012TSE_O"	"2012 A) OECD: Estimate of support to agriculture"
"REG_SOC_TL2"	"Social indicators TL2"
"PERS_SCIENCE"	"R-D personnel by sector of employment and field of science"
"EO13_VINTAGE"	"Economic Outlook No 13 - June 1973 - Annual Projections for OECD Countries"
"AEO11_INDEPTH_CHAPTER6_TAB5_EN"	"Table 6.5: Number of African countries in which emerging partners have significant trade (at lea...."
"REVCAN"	"Details of Tax Revenue - Canada"
"EO16_VINTAGE"	"Economic Outlook No 16 - December 1974 - Annual Projections for OECD Countries"
"SNA_TABLE6A"	"6A. Value added and its components by activity, ISIC rev4"
"MON2012CSCT_O"	"2012 U) OECD: Consumer Single Commodity Transfers"
"MIG"	"International Migration Database"
"QASA_7II"	"Institutional Investors Assets and Liabilities"
"EO12_VINTAGE"	"Economic Outlook No 12 - December 1972 - Annual Projections for OECD Countries"
"AEO11_INDEPTH_CHAPTER6_TAB9_B_PT"	"Tabela 6.9b: Exportaes africanas de produtos manufacturados, por destino (2000-09, em percentagem)"
"SNA_TABLE7A"	"7A. Labour input by activity, ISIC rev4"
"STAN_IO_GHG"	"Carbon Dioxide Emissions embodied in International Trade"
"BTDIXE"	"STAN Bilateral Trade Database by Industry and End-use category"
"AEO11_OVERVIEW_CHAPTER1_FIG5_PT"	"Figura 1.5: Remessas dos emigrantes para frica"
"AEO11_COUNTRYNOTES_TAB3_EN"	"Table 3: Demand composition"
"AEO11_OVERVIEW_CHAPTER5_FIG2_PT"	"Figura 5.2: ndice de endurecimento poltico (ano base 1996 = 100)"
"SNA_TABLE1_TRAINING"	"1. Gross domestic product (GDP) training"
"PT_FIG1_O_AEO2013"	"Figura1:Crescimento do PIB real (O) 2013 "
"AEO11_INDEPTH_CHAPTER6_FIG3_PT"	"Figura 6.3: Peso dos parceiros emergentes e traditionais no comrcio com frica (em percentagem)"
"AEO11_INDEPTH_CHAPTER6_FIG7_PT"	"Figura 6.7: Percepo das vantagens comparativas de diversos tipos de parceiros de desenvolvimen...."
"FIGURE1_E_AEO2013"	"Figure 1: Real GDP growth 2013 (East)"
"EO48_VINTAGE"	"Economic Outlook No 48 - December 1990 - Annual Projections for OECD Countries"
"RETAIL"	"Regulation in retail trade 2013."
"BERD_SIZE"	"Business enterprise R-D expenditure by size class and by source of funds"
"QASA_7HH"	"Households' financial assets and liabilities"
"REVNIC"	"Details of Tax Revenue - Nicaragua"
"REVPOL"	"Details of Tax Revenue - Poland"
"LMPEXP"	"Public expenditure and participant stocks on LMP"
"SNA_TABLE8A"	"8A. Capital formation by activity ISIC rev4"
"DUR_D"	"Unemployment by duration"
"DUR_I"	"Incidence of unemployment by duration"
"HEALTH_DEMR"	"Demographic References"
"GERD_COST"	"Gross Domestic Expenditure on R-D by sector of performance and type of cost"
"AEO11_OVERVIEW_CHAPTER1_FIG12_PT"	"Figura 1.15: Contas correntes e equilbrios fiscais nos pases exportadores de petrleo"
"FACTBOOK2014_PUB"	"   Factbook Country Statistical Profiles   -  2014 edition"
"MON2012TSE"	"2012 B) OECD countries : Estimate of support to agriculture"
"EO14_VINTAGE"	"Economic Outlook No 14 - December 1973 - Annual Projections for OECD Countries"
"SNA_TABLE610R"	"610. Financial accounts - consolidated - SNA 2008"
"SNA_TABLE3"	"3. Population and employment by main activity"
"FISH_RECRE"	"Recreational fisheries"
"SNA_TABLE4"	"4. PPPs and exchange rates"
"SNA_TABLE1"	"1. Gross domestic product (GDP)"
"SNA_TABLE2"	"2. Disposable income and net lending - net borrowing"
"EO96_INTERNET"	"Economic Outlook No 96 - November 2014 - OECD Annual Projections"
"AEO2012_CH5_FIG1"	"2012 Figure 5.1: Public protests, civil violence and food price indices"
"REVPRT"	"Details of Tax Revenue - Portugal"
"AEO2012_CH5_FIG2"	"2012 Figure 5.2: Political Hardening Index 1996-2011 (base year 1996 = 100)"
"TEMP_I"	"Incidence of permanent employment"
"TEMP_D"	"Employment by permanency of the job"
"REVPRY"	"Details of Tax Revenue - Paraguay"
"EO59_VINTAGE"	"Economic Outlook No 59 - June 1996 - Annual Projections for OECD Countries"
"SNA_TABLE9_SNA93"	"9. Fixed assets by activity and by type of product, SNA93"
"DIOC_OCCUPATION_DET"	"Immigrants by detailed occupation"
"TOURISM_OUTBOUND"	"Outbound tourism"
"SSIS_BSC"	"SDBS Structural Business Statistics (ISIC Rev. 3)"
"EO83_MAIN"	"Economic Outlook No 83 - June 2008 - Annual Projections for OECD Countries"
"TEC8_REV4"	"VIII - TEC by exports intensity"
"EO89_FLASHFILE_EO89"	"Economic Outlook No 89 - June 2011 - Flash file"
"REVNOR"	"Details of Tax Revenue - Norway"
"PT_CH6_FIG1"	"2012 Figura 1: frica apresenta um rpido crescimento de jovens com educao (grupo com idades e...."
"PT_CH6_FIG4"	"2012 Figura 4: Desemprego juvenil e adulto"
"WATER_RESOURCES"	"Freshwater resources (long term annual average)"
"GENDER_EMP"	"Employment"
"PT_CH6_FIG3"	"2012 Figura 3: Tempo despendido pelos jovens por grupo de rendimentos do pas (2010)"
"PT_CH6_FIG6"	"2012 Figura 6: Cinco tipos de mercado de trabalho para os jovens em frica"
"HEALTH_ECOR"	"Economic References"
