"ID"	"Label"
"inn_cis7_gen"	"General information about the enterprises"
"med_en44"	"Water supplied and used by economic sectors"
"med_en46"	"Urban wastewater treatment"
"med_en47"	"Population connected to Wastewater Treatment"
"demo_divcb"	"Divorces by country of birth of wife (C_BIRTH) and husband (PARTNER)"
"naio_16_agg_60_r2"	"Use table at current prices, 60 branches - EU aggregates (NACE Rev. 2)"
"med_en41"	"Renewable freshwater resources"
"med_en42"	"Water use balance"
"yth_incl_050"	"Young people's at-risk-of-poverty rate by sex and country of birth"
"med_en43"	"Freshwater abstraction"
"tsdde520"	"Pension expenditure projections (baseline scenario)"
"sbs_na_con_r2"	"Annual detailed enterprise statistics for construction (NACE Rev. 2, F)"
"tipsii30"	"Net external debt - quarterly data, % of GDP"
"vit_bs4_at"	"Area under wine-grape vine varieties broken down by vine variety and by age of the vines - Austria"
"dt_turn_n47_r2"	"Turnover by type of activity for retail trade (NACE Rev.2, G47)"
"lfsq_ugates"	"Unemployed by sex, age and type of employment sought (1 000)"
"lfsa_esgana"	"Self-employment by sex, age and economic activity (1983-2008, NACE Rev. 1.1) - 1 000"
"demo_ndivdur"	"Divorces by duration of marriage (reached during the year)"
"enpr_insts"	"ENP countries: short-term business statistics"
"rail_tf_passmov"	"Passenger trains movements by speed"
"trng_ent13s"	"Enterprises with a training centre used exclusively or partly for CVT as % of all enterprises, b...."
"isoc_tc_fbsusp"	"Fixed broadband - subscriptions by speed"
"trng_ent13n"	"Enterprises with a training centre used exclusively or partly for CVT as % of all enterprises, b...."
"earn_ses10_rhr"	"Mean hourly earnings by NUTS 1 regions (enterprises with 10 employees or more) - NACE Rev. 2, B-...."
"vit_bs4_bg"	"Area under wine-grape vine varieties broken down by vine variety and by age of the vines - Bulgaria"
"mar_sg_am_cwd"	"Short Sea Shipping - Country level - Gross weight of goods transported to/from main ports, by di...."
"tipsii22"	"Other investment by sectors - annual data, million units of national currency"
"lfsa_egana2d"	"Employment by sex, age and detailed economic activity (1992-2008, NACE Rev. 1.1 two digit level)...."
"iww_tf_vetf"	"Vessel traffic"
"yth_incl_040"	"Young people at risk of poverty by sex and age"
"egi_tre_pn"	"Exports of goods by economic activity (NACE Rev. 2) and partner - % of GVA"
"isoc_tc_rec"	"Telecommunication services: international receipts and payments"
"mar_sg_am_cwk"	"Short Sea Shipping - Country level - Gross weight of goods transported to/from main ports, by ty...."
"tsdde510"	"Old-age-dependency ratio"
"tsdde511"	"Projected old-age dependency ratio"
"egi_toa_pn"	"Intra-mural Business Enterprise R&D expenditures in foreign controlled enterprises by economic a...."
"tipsii20"	"Net external debt - annual data, % of GDP"
"rail_go_trsggds"	"Annual railway transit transport by group of goods (1 000 t, million tkm)"
"tipsii21"	"Other investment - annual data, million units of national currency"
"lfsq_esgaed"	"Self-employment by sex, age and educational attainment level (1 000)"
"mar_sg_am_cws"	"Short Sea Shipping - Country level - Gross weight of goods transported to/from main ports, by se...."
"rail_go_grgood7"	"Railway transport - Goods transported, by group of goods - until 2007 based on NST/R (1 000 t, m...."
"ste_s2b_elec"	"Annual statistics on the Balance Sheet for Electrical Energy in the Steel Industry (in MWh)"
"inn_cis7_type"	"Enterprises by type of innovation"
"tipsii19"	"Financial derivatives and employee stock options, by sectors - annual data, million units of nat...."
"trng_ent14s"	"Enterprises with an agreement on CVT as % of all enterprises, by type of training, by type of ag...."
"trng_ent14n"	"Enterprises with an agreement on CVT as % of all enterprises, by type of training, type of agree...."
"demo_divcz"	"Divorces by citizenship of wife (CITIZEN) and husband (PARTNER)"
"trng_any5"	"Participation in any learning activities by size of the local unit"
"trng_any4"	"Participation in any learning activities by economic activity"
"trng_any6"	"Participation in any learning activities by occupation"
"ei_naag_q"	"Aggregates by branch - quarterly data"
"isoc_ec_wsobs_n2"	"Obstacles that limit/prevent the enterprise from selling via a website"
"earn_ses10_adeci"	"Annual earnings by quantiles and contractual working time (enterprises with 10 employed persons ...."
"teiis260"	"Retail trade deflated turnover - non food"
"lfso_06reasstaf"	"Main reasons for retirement or early retirement - by sex and main labour status just after leavi...."
"lfso_06plagftpt"	"Number of employed persons - by planned age for stopping work, sex and full time/part time work ...."
"mar_go_qm_nl"	"Maritime transport - Goods - Quarterly data - Main ports - Detailed data for Netherlands"
"lc_n04struc"	"Structure of labour cost as % of total cost"
"hlth_db_emmaag"	"Prevalence of disability by sex, age and marital status"
"ef_lssowsecs"	"Pigs-sows: number of farms and heads by economic size of farm (SO in Euro) and size of breeding ...."
"proj_13nalexphlv"	"Higher life expectancy variant - Life expectancy by age and sex"
"mar_go_qm_no"	"Maritime transport - Goods - Quarterly data - Main ports - Detailed data for Norway"
"naio_cp16_r2"	"Use table - current prices (NACE Rev. 2)"
"migr_eirt_agr"	"Third-country nationals who have left the territory to a third country by type of agreement proc...."
"trng_any1"	"Participation in any learning activities by age and sex"
"trng_any2"	"Participation in any learning activities by educational attainment and working status"
"trng_any3"	"Participation in any learning activities by degree of urbanisation"
"isoc_bde15ee"	"Enterprises using the internet for interacting with public authorities"
"earn_gr_nace"	"Average annual gross earnings by economic activity - NACE Rev. 1.1"
"tran_r_rapa"	"Railway transport - national and international railway passengers transport by loading/unloading...."
"ef_lu_pcfruit"	"Fruit and berry plantations: number of farms and areas by size of farm (UAA) and size of fruit a...."
"ert_eff_ic_a"	"Industrial countries' effective exchange rates including new Member States - annual data"
"teiis250"	"Retail trade deflated turnover - food, beverages and tobacco"
"isoc_bde15ei"	"Individuals using the internet for interacting with public authorities"
"tessi190"	"Gini coefficient of equivalised disposable income (source: SILC)"
"iww_go_anave"	"Transport by nationality of vessel"
"yth_hlth_090"	"Self-perceived long-standing limitations of young people in usual activities due to health probl...."
"acf_s_ne"	"Guarantee need in obtaining loan finance, by type of enterprise and NACE Rev. 2"
"sbs_cre_pcrec"	"Commissions receivable by product"
"mar_go_qm_mt"	"Maritime transport - Goods - Quarterly data - Main ports - Detailed data for Malta"
"ef_so_lfaa"	"Labour force: number of persons and farm work (AWU) by sex of worker, category of worker, legal ...."
"ert_eff_ic_q"	"Industrial countries' effective exchange rates including new Member States - quarterly data"
"ert_eff_ic_m"	"Industrial countries' effective exchange rates including new Member States - monthly data"
"isoc_bdek_ps"	"Public services - individuals"
"teiis240"	"Retail trade deflated turnover - total"
"tran_r_mapa_nm"	"Maritime transport of passengers by NUTS 2 regions"
"tsdtr210"	"Modal split of passenger transport"
"mar_go_qm_lt"	"Maritime transport - Goods - Quarterly data - Main ports - Detailed data for Lithuania"
"cpc_agfor"	"Candidate countries and potential candidates: forestry statistics"
"mar_go_qm_lv"	"Maritime transport - Goods - Quarterly data - Main ports - Detailed data for Latvia"
"yth_hlth_080"	"Young people having a long-standing illness or health problem by sex, age and income quintile"
"tour_dem_tned11"	"Number of nights spent by educational attainment level (ISCED11) (from 2012 onwards)"
"yth_incl_090"	"Severe material deprivation rate of young people by sex, age and living/not living with parents"
"lfsa_etgana"	"Temporary employees by sex, age and economic activity (1983-2008, NACE Rev. 1.1) - 1 000"
"lfst_r_lfe2estat"	"Employment by age, professional status and NUTS 2 regions (1 000)"
"hlth_ehis_hc1"	"Self-reported vaccination against influenza by sex, age and educational attainment level (%)"
"ds_ds7d"	"Service related investments by product of enterprises belonging to enterprise group or not"
"hlth_ehis_hc3"	"Self-reported cervical smear test by educational attainment level among women aged 20-69 (%)"
"sbs_na_2a_mi"	"Annual detailed enterprise statistics on mining and quarrying (NACE Rev. 1.1, C)"
"hlth_ehis_hc2"	"Self-reported breast examination by X-ray by educational attainment level among women aged 50-69 (%)"
"hlth_ehis_hc5"	"Self-reported consultation of a medical professional by sex, age and educational attainment leve...."
"tran_r_mapa_om"	"Maritime transport of passengers by NUTS 2 regions (questionnaire)"
"hlth_ehis_hc4"	"Self-reported colorectal cancer screening test by sex, age and educational attainment level amon...."
"ds_ds7a"	"Service related investments by product sectors and size classes"
"food_in_porg3"	"Certified organic livestock by type of species"
"ipr_ta_cln"	"Community trade mark (CTM) applications by  number of classes"
"teiis230"	"Retail trade turnover - automotive fuel"
"ilc_lvho03h"	"Average number of rooms per person by tenure status and dwelling type until 2001 (source: ECHP)"
"food_in_porg1"	"Certified organic crop area by crops products"
"pat_us_cpa"	"Co-patenting at the USPTO according to applicants' country of residence"
"food_in_porg2"	"Certified organic crop production and yields from fully converted areas by crops products"
"enpr_transp"	"ENP countries: transport"
"iww_go_actygo07"	"Container transport by type of good (in 2007 with NST/R)"
"gov_q_ggnfa"	"Quarterly non-financial accounts for general government"
"pat_us_cpi"	"Co-patenting at the USPTO according to inventors' country of residence"
"cens_01nscbirth"	"Population by sex, age group and country of birth"
"lmp_expsumm"	"LMP expenditure by type of action - summary tables (source: DG EMPL)"
"cens_01rews"	"Population by sex, age group, educational attainment level, current activity status and NUTS 3 r...."
"yth_hlth_070"	"Self-perceived health of young people by sex, age and income quintile"
"hlth_ehis_hc6"	"Self-reported consultation of a psychologist or physiotherapist by sex, age and educational atta...."
"env_ww_cap"	"Treatment capacity of wastewater treatment plants, in terms of BOD5"
"hlth_ehis_hc7"	"Self-reported use of prescribed medicines for specific diseases by sex, age and educational atta...."
"hlth_ehis_hc8"	"Self-reported hospital in-patient and day-patient admissions by sex, age and educational attainm...."
"yth_incl_080"	"Severe material deprivation rate of young people by sex and country of birth"
"hlth_ehis_hc9"	"Self-reported use of prescribed medicines by sex, age and educational attainment level"
"isoc_cimobi_prb"	"Problems encountered when using mobile internet"
"road_eqs_carmot"	"Passenger cars, by motor energy"
"ilc_lvho04d"	"Average number of rooms per person by degree of urbanization"
"sts_inpigr_q"	"Import prices in industry - quarterly data, percentage change"
"trng_nfe2"	"Participation in non-formal education/training by number of activities"
"trng_ent19n"	"Percentage of enterprises providing CVT in 1997 and 1998 by NACE CVT"
"trng_nfe1"	"Participation in non-formal education/training by age and sex"
"mar_go_qm_ro"	"Maritime transport - Goods - Quarterly data - Main ports - Detailed data for Romania"
"trng_nfe4"	"Participation in non-formal education/training by degree of urbanisation"
"trng_nfe3"	"Participation in non-formal education/training by educational attainment and working status"
"ilc_lvho04h"	"Average number of rooms per person by type of household and income group until 2001 (source: ECHP)"
"teiis220"	"Retail trade turnover - non food"
"hlth_ds040"	"Participation in activities of churches or other religious organisations by level of activity li...."
"ilc_lvho04n"	"Average number of rooms per person by NUTS 2 region"
"trng_ent19s"	"Percentage of enterprises providing CVT in 1997 and 1998 by size class"
"htec_kia_emp"	"Annual data on employment in knowledge-intensive activities at the national level, by sex (until...."
"ds_ds6a"	"Purchases of services by product sectors and size classes"
"ds_ds6d"	"Purchases of services by product of enterprises belonging to enterprise group or not"
"sts_inpigr_m"	"Import prices in industry - monthly data, percentage change"
"lc_nnum2_r2"	"Number of hours actually worked and paid per employee - NACE Rev. 2"
"nama_nace21_c"	"National Accounts by 21 branches - aggregates at current prices"
"bd_9eg_l_form_r2"	"Employer business demography by legal form (from 2004 onwards, NACE Rev. 2)"
"nama_nace21_e"	"National Accounts by 21 branches - employment data"
"mar_go_qm_se"	"Maritime transport - Goods - Quarterly data - Main ports - Detailed data for Sweden"
"inn_cis7_pub"	"Public funding for innovation activities"
"nama_nace21_k"	"National Accounts by 21 branches - volumes"
"trng_nfe9"	"Participation in non-formal education/training by number of taught activities, sex and working s...."
"sbs_mlenv_dom_r2"	"Multiannual enterprises statistics on environmental protection expenditure by environmental doma...."
"trng_nfe5"	"Participation in job-related non-formal education/training by size of the local unit"
"trng_nfe6"	"Participation in non-formal education/training by main reason for participating in the taught ac...."
"trng_nfe7"	"Participation in non-formal taught activity within (or not) paid working hours"
"lfst_r_lfe2emp"	"Employment by sex, age and NUTS 2 regions (1 000)"
"trng_nfe8"	"Participation in non-formal education/training by number of taught activities, age and sex"
"lfso_05timee1"	"Number of employed persons between 15 and 64 years old taking time off over the last 12 months f...."
"earn_nt_net"	"Annual net earnings"
"gov_10dd_cgd"	"Central government debt"
"isoc_bde15ag"	"Percentage of the ICT sector on GDP"
"isoc_ci_id_pn2"	"Employees - devices to access the internet (NACE Rev. 2 activity)"
"inn_cis5_eff"	"Highly important effects of innovation during 2004-2006"
"teiis210"	"Retail trade turnover - food, beverages and tobacco"
"ds_ds5a"	"Expectations for future purchases of services by sector and size class"
"pat_td_ntot"	"Triadic patent families by earliest priority year"
"hlth_ds030"	"Frequency of contacts with relatives or friends by level of activity limitation, sex and age"
"hlth_cd_ysdr1"	"Causes of death by NUTS 2 regions - standardised death rate per 100 000 inhabitants, 3 years average"
"ds_ds5d"	"Expectations for future purchases of services of enterprises belonging to enterprise group or not"
"lfso_05timee3"	"Number of employed persons between 15 and 64 years old taking time off over the last 12 months f...."
"ilc_lvho05q"	"Overcrowding rate by income quintile - Total population (source: SILC)"
"lfso_05timee2"	"Number of employed persons between 15 and 64 years old taking time off over the last 12 months f...."
"ef_ov_lsft"	"Livestock: number of farms, heads and LSU by type of farming (2-digit) and economic size of farm...."
"sts_inpigr_a"	"Import prices in industry - annual data, percentage change"
"hlth_db_emacse"	"Percentage distribution of labour status by severity of disability, sex and age"
"ef_ls_gvbroiler"	"Poultry: number of farms and heads by size of farm (UAA) and size of broiler flock"
"env_ac_rp"	"Resource productivity"
"isoc_bde15av"	"Percentage change of value added by ICT sector at current prices"
"lc_lci_r2_a"	"Labour cost index, nominal value - annual data (NACE Rev. 2)"
"isoc_bde15ap"	"Percentage of the ICT personnel on total employment"
"rail_tf_traveh"	"Train-movements, by type of vehicle and source of power"
"isoc_bde15ar"	"R&D expenditure (BERD) of businesses in ICT sector as % of total R&D expenditure"
"bd_size_r3"	"Business demography by size class and NUTS 3 regions"
"ilc_lvho05d"	"Overcrowding rate by degree of urbanisation - Total population (source: SILC)"
"ilc_lvho05c"	"Overcrowding rate by tenure status - Total population (source: SILC)"
"ilc_lvho05b"	"Overcrowding rate by household type - Total population (source: SILC)"
"proj_13ndbihlv"	"Higher life expectancy variant - Projected demographic balances and indicators"
"ilc_lvho05a"	"Overcrowding rate by age, sex and poverty status - Total population (source: SILC)"
"cens_11aed_r2"	"Population by current activity status, educational attainment level and NUTS 2 region"
"ei_lmhr_m"	"Harmonised unemployment rates (%) - monthly data"
"mar_go_qm_pl"	"Maritime transport - Goods - Quarterly data - Main ports - Detailed data for Poland"
"lc_n04cost"	"Labour cost, wages and salaries, direct remuneration"
"bop_eu6_m"	"European Union and euro area balance of payments - monthly data (BPM6)"
"ds_ds4a"	"Data on barriers for purchasing services outside the country by sector and size class"
"ds_ds4d"	"Data on barriers for purchasing services outside the country of enterprises belonging to enterpr...."
"tour_dem_exq"	"Expenditure - quarterly data"
"teimf100"	"Day-to-day money market interest rates"
"bop_c6_q"	"Balance of payments by country - quarterly data (BPM6)"
"bop_eu6_q"	"European Union and euro area balance of payments - quarterly data (BPM6)"
"inn_cis8_coop"	"Types of co-operation of the enterprises by NACE Rev. 2 activity and size class"
"ilc_lvho06q"	"Overcrowding rate by income quintile - Population without single-person households (source: SILC)"
"sbs_sc_dt_r2"	"Distributive trades by employment size class (NACE Rev. 2, G)"
"isoc_pibi_eban2"	"Enterprises with broadband access (NACE Rev. 2 activity)"
"pat_ep_cpca"	"Co-patenting at the EPO: crossing inventors and applicants according to applicants' country of r...."
"teina420_r2"	"Gross value added - NACE Rev. 2: G-I - current prices"
"isoc_ci_cm_en2"	"Enterprises - availability of computers (NACE Rev. 2 activity)"
"apro_ec_strhen"	"Hatcheries - hens, annual data"
"mar_go_qm_pt"	"Maritime transport - Goods - Quarterly data - Main ports - Detailed data for Portugal"
"demo_r_frate2"	"Fertility rates by age and NUTS 2 region"
"isoc_tc_tprc"	"Telecommunication services: prices"
"pat_ep_cpci"	"Co-patenting at the EPO: crossing inventors and applicants according to inventors' country of re...."
"teiis200"	"Retail trade turnover - total"
"ef_lu_ofirrig"	"Irrigation: number of farms, areas and equipment by size of farm (UAA) and NUTS 2 regions"
"lc_lci_lev"	"Labour cost levels"
"for_irspec"	"Industrial roundwood by species"
"ds_ds3a"	"Location of the main external service provider by sector and size class"
"inn_exp"	"Innovation activity and expenditure in 2000"
"inn_cis5_mo"	"Organisational and marketing innovations"
"hlth_ds050"	"Participation in informal voluntary activities by level of activity limitation, sex and age"
"cpc_siinr"	"Candidate countries and potential candidates: SI - Innovation and Research"
"teina422_r2"	"Gross value added - NACE Rev. 2: G-I - volumes"
"trng_cost08"	"Structure of costs of CVT courses per participant (PPS)"
"bop_c6_m"	"Balance of payments by country - monthly data (BPM6)"
"trng_cost07"	"Structure of costs of CVT courses per employee in enterprises with CVT courses (PPS)"
"tsdcc120"	"Primary energy consumption"
"trng_cost05"	"Percentage of direct cost of CVT courses, by type of direct cost"
"ds_ds3d"	"Location of the main external service provider of enterprises belonging to enterprise group or not"
"inn_cis8_gen"	"General information on the enterprises by NACE Rev. 2 activity and size class"
"lfst_r_lfe2en2"	"Employment by age, economic activity and NUTS 2 regions (NACE Rev. 2) - 1 000"
"cens_01rhtype"	"Population by sex, age group, household status and NUTS 3 regions"
"lfst_r_lfe2en1"	"Employment by age, economic activity and NUTS 2 regions (1999-2008, NACE Rev. 1.1) - 1 000"
"ilc_lvho07e"	"Housing cost overburden rate by household type (source: SILC)"
"ilc_lvho07d"	"Housing cost overburden rate by degree of urbanisation (source: SILC)"
"ilc_lvho07c"	"Housing cost overburden rate by tenure status (source: SILC)"
"road_eqr_carm"	"New registrations of passenger cars by type of motor energy and engine size"
"ilc_lvho07b"	"Housing cost overburden rate by income quintile (source: SILC)"
"ilc_lvho07a"	"Housing cost overburden rate by age, sex and poverty status (source: SILC)"
"earn_ses06_34"	"Mean monthly hours paid by economic activity, sex, age"
"earn_ses06_35"	"Mean monthly hours paid by sex, age, occupation - NACE Rev. 1.1, C-O excluding L"
"earn_ses06_36"	"Mean monthly hours paid by economic activity, sex, employment contract"
"earn_ses06_37"	"Mean monthly hours paid by economic activity, sex, educational attainment"
"cens_01nadisco"	"Employed persons aged 15 and over by sex, age group and occupation"
"earn_ses06_38"	"Mean monthly hours paid by economic activity, sex, length of service with the enterprise"
"earn_ses06_39"	"Mean monthly hours paid by size class of the enterprise, sex, occupation"
"naida_10_a10"	"Gross value added by A*10 industry -  selected international annual data"
"enpr_etmain"	"ENP countries: international trade - main indicators"
"fats_g1b_03"	"Foreign control of enterprises by controlling countries (2003-2007)"
"tsdsc420"	"At-risk-of-poverty-rate, by highest level of education attained"
"lc_lci_r1_a"	"Labour cost index, nominal value - annual data"
"tipsna51"	"Final consumption expenditure of households and non-profit institutions serving households - ann...."
"tipsna50"	"Residential construction - annual data, % of GDP"
"nama_10_a64_e"	"National Accounts employment data by industry (up to NACE A*64)"
"teina418_r2"	"Gross value added - NACE Rev. 2: F - volumes"
"tessi010"	"At-risk-of-poverty rate by sex (source: SILC)"
"ei_bsin_q_bc"	"Industry - quarterly data"
"earn_ses06_40"	"Mean annual holidays by economic activity, collective pay agreement, sex"
"ef_lu_alpotat"	"Potatoes: number of farms and area by size of farm (UAA) and size of potato area"
"earn_ses06_42"	"Mean annual holidays by sex, age, occupation - NACE Rev. 1.1, C-O excluding L"
"fats_g1b_08"	"Foreign control of enterprises by controlling countries (from 2008 onwards)"
"tessi012"	"At-risk-of-poverty rate by age group (source: SILC)"
"earn_ses06_41"	"Mean annual holidays by economic activity, sex, age"
"ipr_trn_cl"	"Community trade mark (CTM) renewals by class (Nice classification)"
"earn_ses06_44"	"Mean annual holidays by economic activity, sex, educational attainment"
"tessi014"	"At-risk-of-poverty threshold (source: SILC)"
"earn_ses06_43"	"Mean annual holidays by economic activity, sex, employment contract"
"earn_ses06_47"	"Mean hourly earnings by economic activity, sex, occupation"
"med_ps12"	"Demographic indicators"
"earn_ses06_48"	"Mean monthly earnings by economic activity, sex, occupation"
"earn_ses06_45"	"Mean annual holidays by economic activity, sex, length of service with the enterprise"
"earn_ses06_46"	"Mean annual holidays by size class of the enterprise, sex, occupation"
"cens_01naind"	"Employed persons aged 15 and over by sex and industry indicator"
"hsw_ij_svsha"	"Relative incidence rate of accidental injuries at work by severity, frequency of shift work and ...."
"earn_ses06_49"	"Mean annual earnings by economic activity, sex, occupation"
"tsdsc410"	"Early leavers from education and training"
"hlth_cd_info"	"Infant deaths occurring in the country by cause"
"isoc_tc_ite"	"Information technology expenditure in millions of euro and as a percentage of GDP"
"ef_lu_alarable"	"Arable crops: number of farms and areas by size of farm (UAA) and size of arable area"
"tipsna60"	"Employment, domestic concept - annual data"
"tipsna62"	"Employees, domestic concept - annual data"
"tipsna61"	"Employment, domestic concept - quarterly data, thousands persons, not seasonally adjusted"
"tessi020"	"Persistent at-risk-of poverty rate by sex (source: SILC)"
"cdh_c_sa"	"Doctorate holders by sex and age group"
"enpr_inisoc"	"ENP countries: information society statistics"
"earn_ses06_51"	"Mean annual holidays by economic activity, sex, occupation"
"earn_ses06_50"	"Mean monthly hours paid by economic activity, sex, occupation"
"fish_aq2a"	"Production from aquaculture excluding hatcheries and nurseries (from 2008 onwards)"
"fish_aq2b"	"Production of fish eggs for human consumption from aquaculture (from 2008 onwards)"
"earn_ses06_54"	"Number of employees by economic activity, sex, occupation"
"inn_cis6_mkobj"	"Highly important objectives of marketing innovation"
"earn_ses06_53"	"Number of employees by size class of the enterprise, sex, occupation"
"acf_s_ty"	"Typical guarantors in obtaining loan finance, by type of enterprise and NACE Rev. 2"
"earn_ses06_52"	"Number of employees by economic activity, sex, employment contract"
"cens_91smsta"	"Population by sex, age and marital status"
"ext_lt_intercc"	"International trade of EFTA and enlargement countries"
"tessi022"	"Persistent at-risk-of poverty rate by age group (source: SILC)"
"cens_11an_r2"	"Population by current activity status, NACE Rev. 2 activity and NUTS 2 region"
"tsdgp100"	"Official development assistance as share of gross national income"
"tipsna30"	"Terms of trade by items - 5 years % change"
"lfst_r_lfp2acedu"	"Economically active population by sex, age, educational attainment level and NUTS 2 regions (1 000)"
"pat_ep_nnac"	"Patent applications to the EPO by priority year by NACE Rev. 1.1 activity"
"rail_go_dnggood"	"Annual railway transport of dangerous goods (1 000 t, million tkm)"
"road_eqs_trailn"	"Trailers, by load capacity (number)"
"bop_fdi_flows"	"EU direct investment flows, breakdown by partner country and economic activity (NACE Rev. 1.1, u...."
"nasa_f_of"	"Other changes in financial assets"
"env_waselee"	"Waste Electrical and Electronic Equipment (WEEE)"
"lfsa_e2ged"	"Employed persons having a second job by sex and educational attainment level (1 000)"
"ef_pofruit"	"Fruit and berry plantations: number of farms and areas by agricultural size of farm (UAA) and si...."
"nasa_f_oc"	"Other changes in volume"
"ilc_caparents"	"Children cared only by their parents by age group - % over the population of each age group (sou...."
"enpr_etsitc"	"ENP countries: Trade by commodity (SITC)"
"ef_alcereal"	"Cereals: number of farms and areas by agricultural size of farm (UAA) and size of cereal area"
"ste_s10_scra"	"Annual statistics on the steel and cast iron scrap balance sheet (in tonnes)"
"demo_maeduc"	"Deaths by age, sex and educational attainment"
"isoc_bde15disc"	"Integration with customers/suppliers and SCM"
"hrst_st_nocc"	"Employed HRST by category, age and occupation"
"educ_uoe_mobg02"	"Degree mobile graduates from abroad by education level, sex and country of origin"
"demo_minfind"	"Infant mortality rates"
"migr_resoth"	"First permits issued for other reasons by reason, length of validity and citizenship"
"teina412_r2"	"Gross value added - NACE Rev. 2: C - current prices"
"tet00007"	"International trade of mineral fuels, lubricants and related materials (SITC 3), by reporting co...."
"tet00008"	"International trade of chemicals and related products (SITC 5), by reporting country"
"tet00009"	"International trade of machinery and transport equipment (SITC 7), by reporting country"
"ilc_lvho08b"	"Median of the housing cost burden distribution by degree of urbanisation (source: SILC)"
"tet00003"	"Exports of goods and services in % of GDP"
"tet00004"	"Imports of goods and services in % of GDP"
"tet00005"	"International trade of food, drinks and tobacco (SITC 0+1), by reporting country"
"ilc_lvho08a"	"Median of the housing cost burden distribution by age, sex and poverty status (source: SILC)"
"tet00006"	"International trade of raw materials (SITC 2+4), by reporting country"
"tet00002"	"International trade, by reporting country, total product"
"tet00001"	"Trade volume indices, by reporting country"
"road_eqs_trailt"	"Trailers, by load capacity (1 000 t)"
"lfsa_pganws"	"Population by sex, age, nationality and labour status (1 000)"
"htec_emp_nisco"	"Employment in technology and knowledge-intensive sectors at the national level, by type of occup...."
"lc_lci_r1_q"	"Labour cost index, nominal value - quarterly data"
"fish_aq4a"	"Production of hatcheries and nurseries at eggs stage in life cycle (from 2008 onwards)"
"fish_aq4b"	"Production of hatcheries and nurseries at juveniles stage in life cycle (from 2008 onwards)"
"earn_ses10_actrl"	"Annual earnings by economic control (enterprises with 10 employed persons or more) - NACE Rev. 2...."
"tsdtr240"	"Volume of passenger transport relative to GDP"
"lfst_r_lfe2eftpt"	"Employment by full-time/part-time, sex and NUTS 2 regions (1 000)"
"egi_trr_pn"	"Export to import ratio by economic activity (NACE Rev. 2) and partner"
"cens_01nhhst"	"Population by sex, age group and family situation (household status)"
"ext_st_ea18bec"	"Euro area18 trade by BEC product group since 1999"
"tour_occ_nin2d"	"Nights spent at tourist accommodation establishments by degree of urbanisation and by NUTS 2 reg...."
"isoc_tc_inv"	"Telecommunication services: investment"
"ipr_ta_leg"	"Community trade mark (CTM) applications by legal status of the applicant"
"tsdsc460"	"Individuals' level of computer skills"
"tour_occ_nin2c"	"Nights spent at tourist accommodation establishments by coastal and non-coastal area and by NUTS...."
"urb_cpopcb"	"Population by citizenship and country of birth - cities and greater cities"
"lfsa_epgaed"	"Full-time and part-time employment by sex, age and educational attainment level (1 000)"
"ei_isin_m"	"Industry - monthly data (NACE Rev. 2)"
"teiet300"	"Unit value of exports"
"ei_isin_q"	"Industry - quarterly data (NACE Rev. 2)"
"iww_go_qcnave"	"Container transport by nationality of vessel"
"teiis270"	"Retail trade deflated turnover - automotive fuel"
"gov_dd_ggd"	"General government debt"
"tsdtr250"	"Energy consumption of transport, by mode"
"mare_e3vab95r2"	"Gross value added at basic prices"
"nama_10r_3empers"	"Employment (in 1000 persons) by NUTS 3 regions"
"tipsna20"	"Gross fixed capital formation at current prices"
"naio_17_agg_6"	"Input-output table at current prices, 6 branches - EU aggregates"
"rail_tf_hautkmo"	"Hauled vehicles movements - tkm offered"
"tsdsc450"	"Low reading literacy performance of pupils"
"sbs_cre_geea"	"Number of EEA branches"
"inn_cis7_mo"	"Organisational and marketing innovation"
"teiet310"	"Unit value of imports"
"migr_imm1ctz"	"Immigration by five year age group, sex and citizenship"
"road_go_ia_rctg"	"International annual road freight transport by country of loading and unloading with breakdown b...."
"cens_91awsta"	"Active population by sex, age groups and working status"
"pat_us_ntec"	"High-tech patents granted by the USPTO by priority year"
"fish_ld07"	"Landings of fishery products"
"cens_01neisco"	"Population aged 15-74 by sex, age group, educational attainment level and occupation (ISCO 1988)"
"nama_nace31_k"	"National Accounts by 31 branches - volumes"
"sbs_na_3b_tr"	"Annual detailed enterprise statistics on trade (NACE Rev. 1.1 G)"
"tsdtr220"	"Modal split of freight transport"
"nama_nace31_e"	"National Accounts by 31 branches - employment data"
"nama_r_e3em95r2"	"Employment (in 1000 persons) by NUTS 3 regions (NACE Rev. 2)"
"lc_n08num2_r1"	"Number of hours actually worked and paid per employee - NACE Rev. 1.1 (source LCS 2008)"
"nama_nace31_p"	"National Accounts by 31 branches - price indices"
"lc_lci_r2_itw"	"Labour cost index - Item weights - NACE Rev.2"
"gov_10a_taxag"	"Main national accounts tax aggregates"
"tsdsc440"	"Lifelong learning"
"lfsa_e2gis"	"Employed persons having a second job by sex and occupation in first job (1 000)"
"rd_e_berdsize"	"Business enterprise R&D expenditure (BERD) by size class and source of funds"
"nama_nace31_c"	"National Accounts by 31 branches - aggregates at current prices"
"tessi030"	"Relative median poverty risk gap by age group (source: SILC)"
"hsw_ij_svcln"	"Relative incidence rate of accidental injuries at work by severity, permanency of the job, lengt...."
"tsdtr230"	"Volume of freight transport relative to GDP"
"tsdsc430"	"Lower secondary educational attainment by age"
