"ID"	"Label"
"ipr_tc_neu"	"Non EU co-ownership of Community trade mark (CTM) applications"
"teina205"	"General government deficit (-) and surplus (+) - quarterly data"
"lfsa_ehomp"	"Employed persons working from home as a percentage of the total employment, by sex, age and prof...."
"nama_nace60_e"	"National Accounts by 60 branches - employment data"
"rd_p_perscitz"	"Researchers (HC) in government and higher education sector by citizenship and sex"
"nama_nace60_c"	"National Accounts by 60 branches - aggregates at current prices"
"teina200"	"General government deficit (-) and surplus (+) - annual data"
"fish_pr_ant90"	"Total Fishery Production - Antarctic - Total"
"nama_nace60_k"	"National Accounts by 60 branches - volumes"
"tour_dem_exws"	"Expenditure by activity status (from 2012 onwards)"
"fish_ca_pac81"	"Catches - South-west Pacific"
"inn_c922"	"Hampering factors for innovating enterprises with seriously delayed projects, by size class"
"hsw_pb2"	"Persons reporting a work-related health problem resulting in sick leave by sex, age and educatio...."
"inn_c921"	"Hampering factors for innovating enterprises with seriously delayed projects, by NACE Rev. 1.1"
"hsw_pb1"	"Persons reporting a work-related health problem by sex, age and educational attainment"
"nasq_f_oc"	"Other changes in financial assets"
"hsw_pb4"	"Persons reporting a work-related health problem resulting in limitations of daily activities"
"hrst_st_rcat"	"HRST by category and NUTS 2 regions"
"fish_ca_pac87"	"Catches - South-east Pacific"
"ipr_ta_gdp"	"Community trade mark (CTM) applications per billion GDP"
"hsw_pb3"	"Persons reporting a work-related health problem resulting in sick leave by period off work"
"nama_nace60_p"	"National Accounts by 60 branches - price indices"
"sbs_env_dom_r2"	"Environmental protection expenditure by environmental domains (NACE Rev. 2, B-E)"
"tsc00031"	"Gross domestic expenditure on R&D (GERD) by source of funds"
"lc_n00temp"	"Temporary staff: labour cost, number of employees and number of hours worked"
"tsc00033"	"Patents granted by the United States patent and trademark office (USPTO) by priority year"
"rail_go_trsorde"	"Railway transport - annual railway transit transport by group of goods (Directive 80/1177/EEC) (...."
"tour_dem_tnmd"	"Number of nights spent by month of departure"
"isoc_tc_mcrev"	"Mobile communications - revenues"
"inn_bas"	"Basic economic information on the enterprises"
"nama_aux_gph"	"GDP per capita - annual Data"
"lfsa_etpgacob"	"Temporary employees as percentage of the total number of employees, by sex, age and country of b...."
"inn_c912"	"Number of innovating enterprises with progress problems, by size class"
"inn_c911"	"Number of innovating enterprises with progress problems, by NACE Rev. 1.1"
"fats_sum"	"Foreign control of enterprises: Summary indicators"
"lfsi_dwl_a"	"Duration of working life - annual data"
"nasq_nf_tr"	"Non-financial transactions"
"nasa_10_f_tr"	"Financial transactions"
"fish_pr_ant48"	"Total Fishery Production - Antarctic - Atlantic"
"lc_n08num1_r1"	"Number of employees, hours actually worked and paid - NACE Rev. 1.1 (source LCS 2008)"
"inn_cis8_goals"	"Goals of innovative and non-innovative enterprises - as highly important and not relevant - by N...."
"urb_lpopcb"	"Population by citizenship and country of birth - larger urban zone"
"rail_tf_netseg"	"Traffic flow of trains on the rail network (number of trains, 2005 data)"
"spr_rec_gdp"	"Receipts - Tables by sector of origin and type, in % of the GDP"
"lfso_12reasnot"	"Main reason for economically inactive persons who receive a pension to quit working (%)"
"ds_ds7bc"	"Service related investments by product and activity (NACE sections/analytical groupings of activ...."
"hlth_cd_acdr2"	"Causes of death - Crude death rate by NUTS 2 region of residence"
"for_remov"	"Roundwood removals by type of wood and assortment"
"hsw_ij_svhos"	"Relative incidence rate of accidental injuries at work by severity, working hours and sex (EU me...."
"bop_euins_iip"	"International investment position of the EU institutions"
"isoc_bde15b_i"	"Broadband and connectivity - individuals"
"isoc_bde15b_h"	"Broadband and connectivity - households"
"hlth_db_emaspr"	"Percentage distribution of assistance provided to employed disabled people by sex"
"isoc_bde15b_e"	"Broadband and connectivity - enterprises"
"tour_dem_tnls"	"Number of nights spent by length of stay"
"cpc_ecmain"	"Candidate countries and potential candidates: main economic indicators"
"tour_dem_toed11"	"Participation in tourism for personal purposes by educational attainment level (ISCED11) (from 2...."
"isoc_bde15b_p"	"Broadband and connectivity - persons employed"
"hlth_db_emaspt"	"Percentage distribution of types of assistance provided to employed disabled people by sex"
"urb_lenv"	"Environment - larger urban zone"
"tsc00011"	"Employment in high-  and medium-high technology manufacturing sectors and knowledge-intensive se...."
"demo_faczc"	"Live births by mother's age and citizenship"
"lfsa_ipga"	"Inactive population as a percentage of the total population, by sex and age (%)"
"env_watabs_rb"	"Water abstraction by RBD"
"tsc00010"	"High-tech patent applications to the European patent office (EPO) by priority year"
"isoc_ci_cm_pn2"	"Employees - availability of computers (NACE Rev. 2 activity)"
"pat_us_nptn"	"Patents granted by the USPTO with foreign co-inventors, by priority year"
"naio_kp19i_r2"	"Input-output table for imports (industry*industry) - constant prices (NACE Rev. 2)"
"sbs_env_2b_95"	"Environmental protection expenditure in industry (NACE Rev. 1.1, C-E, 1995-2000)"
"gov_dd_guar"	"State guarantee"
"isoc_sk_rnct_i"	"Reasons for not having taken a computer course"
"acf_d_eq"	"Success rate in obtaining equity finance, by sources, type of enterprise and NACE Rev. 2"
"lfsq_argaed"	"Activity rates by sex, age and educational attainment level (%)"
"lfsq_eegan2"	"Employees by sex, age and economic activity (from 2008 onwards, NACE Rev. 2) - 1 000"
"tour_dem_exage"	"Expenditure by age group"
"tsc00025"	"Human resources in science and technology (HRST)"
"lfsa_ewpeve"	"Employed persons working in the evenings as a percentage of the total employment, by sex, age an...."
"iww_go_adago"	"Transport of dangerous goods"
"ext_st_eu27sitc"	"EU27 trade by SITC product group since 1999"
"cens_01rhsize"	"Population by sex, age group, size of household and NUTS 3 regions"
"lfsq_eegana"	"Employees by sex, age and economic activity (1998-2008, NACE Rev. 1.1) - 1 000"
"fobs_ent"	"Enterprises managed by the founder - by experience managing an enterprise"
"earn_ses_hftpt"	"Hourly earnings by economic activity and contractual working time (enterprises with 10 employed ...."
"isoc_cieg_ngs"	"Reasons for not offering goods or services via electronic procurement"
"teina414_r2"	"Gross value added - NACE Rev. 2: C - volumes"
"nama_10_a10_e"	"Employment by A*10 industry breakdowns"
"env_watabs_r2"	"Water abstraction by NUTS 2 regions"
"inn_cis4_ham"	"Hampered innovation activities"
"fish_pr_ant58"	"Total Fishery Production - Antarctic - Indian Ocean"
"tsc00028"	"Doctorate students in science and technology fields"
"iss_barr"	"Importance of barriers met for engaging in international sourcing of activities by sourcing stat...."
"tsc00026"	"Intra-mural Business Enterprise R&D expenditures in foreign controlled enterprises as a % of tot...."
"pat_us_ipci"	"EU co-patenting at the USPTO according to inventors' country of residence by international paten...."
"tour_dem_tnac"	"Number of nights spent by mode of accommodation"
"tour_dem_tnq"	"Number of nights spent - quarterly data"
"inn_cis7_orobj"	"Highly important objectives for organisational innovation"
"migr_dubrinfi"	"Incoming 'Dublin' requests for information by submitting country and type of request"
"lfsq_etgan2"	"Temporary employees by sex, age and economic activity (from 2008 onwards, NACE Rev. 2) - 1 000"
"nama_10_nfa_st"	"Cross-classification of fixed assets by industry and by asset (stocks)"
"lfsq_igaed"	"Inactive population by sex, age and educational attainment level (1 000)"
"migr_dubrinfo"	"Outgoing 'Dublin' requests for information by receiving country and type of request"
"demo_urespop"	"Usually resident population on 1 January"
"pat_us_ipca"	"EU co-patenting at the USPTO according to applicants' country of residence by international pate...."
"hsw_pb10"	"Persons reporting a work-related health problem by sex, age and full-time/part-time employment"
"nama_10_gdp"	"GDP and main components (output, expenditure and income)"
"tsc00004"	"Total researchers (FTE), by sectors of performance"
"migr_dubredaci"	"Incoming 'Dublin' requests based on EURODAC by submitting country, type of request and legal pro...."
"tsc00005"	"Share of women researchers, by sectors of performance"
"tsc00006"	"Share of women researchers (FTE): all sectors"
"tsc00007"	"Share of government budget appropriations or outlays on research and development"
"tsc00008"	"Share of GBAORD allocated to defence and total civil socio-economic objectives"
"tsc00009"	"Patent applications to the European patent office (EPO) by priority year"
"tour_dem_toq"	"Participation in tourism (1990-2011) - quarterly data"
"nama_r_e3popgdp"	"Average annual population to calculate regional GDP data (in 1000 persons), by NUTS 3 regions"
"proj_13ndbizms"	"No migration variant - Projected demographic balances and indicators"
"avia_gor_uk"	"Freight and mail air transport between the main airports of the United Kingdom and their main pa...."
"rail_pa_intgong"	"International railway passenger transport from the reporting country to the country of disembark...."
"nasq_f_tr"	"Financial transactions"
"tour_dem_tnw"	"Number of nights spent by country / world region of destination"
"pat_us_nic"	"Patents granted by the USPTO by priority year by institutional sector"
"migr_dubredaco"	"Outgoing 'Dublin' requests based on EURODAC by receiving country, type of request and legal prov...."
"tsc00001"	"Research and development expenditure, by sectors of performance"
"tsc00003"	"Total researchers, by sectors of performance"
"tsc00002"	"Research and development personnel, by sectors of performance"
"lfst_r_lmdur"	"Dispersion of regional unemployment rates by NUTS 3 regions (%)"
"teiis710"	"Turnover in services - index and percentage changes"
"lfso_04ownmisco"	"Number of self-employed persons who can control their own work methods and schedule, by sex, age...."
"mar_sg_am_pw"	"Short Sea Shipping - Top 20 ports - Gross weight of goods transported to/from main ports"
"lfst_r_ergau"	"Employment rates by sex, age and degree of urbanisation (%)"
"lc_an_cost_r2"	"Labour costs annual data - NACE Rev. 2"
"ef_popermecs"	"Permanent crops: number of farms and areas by economic size of farm (SO in Euro) and size of per...."
"ei_bssi_m_r2"	"Sentiment indicators - monthly data"
"isoc_pibi_etecn2"	"Enterprises' turnover from e-commerce (NACE Rev. 2 activity)"
"sbs_r_nuts03"	"SBS data by NUTS 2 regions (NUTS 2006) and NACE Rev. 1.1 (1998-2007)"
"ext_st_28msbec"	"Member States (EU28) trade by BEC product group since 1999"
"teiis720"	"Service producer prices"
"t2020_rt200"	"Eco-innovation index"
"iss_11ddevemp"	"Development of employment of the enterprise by business function, sourcing status and economic a...."
"lfsq_ewhuis"	"Average number of usual weekly hours of work in main job, by sex, professional status, full-time...."
"avia_gor_si"	"Freight and mail air transport between the main airports of Slovenia and their main partner airp...."
"avia_gor_sk"	"Freight and mail air transport between the main airports of Slovakia and their main partner airp...."
"lfsq_eegais"	"Employees by sex, age and occupation (1 000)"
"lfso_05posse1"	"Number of employed persons between 15 and 64 years old who can vary start/end of working day for...."
"avia_gor_se"	"Freight and mail air transport between the main airports of Sweden and their main partner airpor...."
"lfso_05posse2"	"Number of employed persons between 15 and 64 years old who can vary start/end of working day for...."
"isoc_ci_im_i"	"Individuals - mobile internet access"
"avia_gor_ro"	"Freight and mail air transport between the main airports of Romania and their main partner airpo...."
"ten00110"	"Waste generated by households by year and waste category"
"lfso_05changp"	"Number of persons between 15 and 64 years old wishing to change the organisation of their workin...."
"ten00111"	"Generation of waste by households activities, by waste category and hazardousness (2012)"
"isoc_cias_av"	"Use of the internet for leisure activities related to obtaining and sharing audio-visual content"
"ten00118"	"Gas prices by type of user"
"tour_dem_extr"	"Expenditure on transport (from 2012 onwards)"
"ten00117"	"Electricity prices by type of user"
"inn_coab"	"Innovation co-operation during 1998-2000 in absolute value"
"lfso_05changh"	"Average usual working hours of employed persons between 15 and 64 years old by wish to change th...."
"egi_fio_pn"	"Outward FDI stock by economic activity (NACE Rev. 2) and partner - % of GVA"
"ten00119"	"Market share of the largest generator in the electricity market"
"ilc_camdforg0"	"Median number of weekly hours of formal care by age group - Children with at least 1 hour of for...."
"inn_prod"	"Product and process innovation"
"mar_go_qm_es05"	"Maritime transport - Goods - Quarterly data - Main ports - Detailed data for Spain - years 2000-2005"
"lfst_r_lfp2act"	"Economically active population by sex, age and NUTS 2 regions (1 000)"
"apri_ap_anouta"	"Selling prices of animal products (absolute prices) - annual price (from 2000 onwards)"
"tour_occ_mnor"	"Net occupancy rate of bed-places and bedrooms in hotels and similar accommodation (NACE Rev. 2, ...."
"avia_gor_pt"	"Freight and mail air transport between the main airports of Portugal and their main partner airp...."
"lfsq_etgais"	"Temporary employees by sex, age and occupation (1 000)"
"for_eaf03"	"Economic accounts for forestry - values at constant prices"
"for_eaf02"	"Economic accounts for forestry - values at n-1 prices"
"bop_q_intpos"	"International investment position - quarterly data"
"for_eaf01"	"Economic accounts for forestry - values at current prices"
"road_go_ta_agev"	"Annual road freight transport, by age of vehicle (Mio Tkm, Mio Veh-km, 1 000 Jrnys)"
"avia_gor_pl"	"Freight and mail air transport between the main airports of Poland and their main partner airpor...."
"for_eaf04"	"Economic accounts for forestry - indices: volume, price, values"
"sbs_sc_4d_co95"	"Construction by employment size class (NACE Rev. 1.1, F, 1995-2001)"
"urb_lfermor"	"Fertility and mortality - larger urban zone"
"hsw_pb6b"	"Persons reporting a work-related health problem by sex, age and NACE Rev. 2 activity"
"hsw_pb6a"	"Persons reporting a work-related health problem by sex, age and NACE Rev. 1.1 activity"
"lfsa_pgaed"	"Population by sex, age and educational attainment level (1 000)"
"cpc_siemp"	"Candidate countries and potential candidates: SI - Employment"
"tsdgp410"	"CO2 emissions per inhabitant in the EU and in developing countries"
"hsw_aw_nnaag"	"Number of accidents at work by economic activity, severity and age"
"ei_eteu28_m"	"EU28 international trade - monthly data"
"ei_bsse_m_bc"	"Services - monthly data"
"htec_cis3"	"Innovation in high-tech sectors in SMEs (CIS3), EU Member States and selected countries"
"htec_cis4"	"Innovation in high-tech sectors (CIS 2004), EU Member States and selected countries"
"tsdnr420"	"Fishing fleet, total engine power"
"htec_cis5"	"Innovation in high-tech sectors (CIS 2006), EU Member States and selected countries"
"htec_cis6"	"Innovation in high-tech sectors (CIS 2008, CIS 2010, CIS 2012), EU Member States and selected co...."
"pat_us_cpca"	"Co-patenting at the USPTO: crossing inventors and applicants according to applicants' country of...."
"trng_ent03as"	"Percentage of enterprises providing any other form of training, by form of training and size class"
"lfsq_ewhun2"	"Average number of usual weekly hours of work in main job, by sex, professional status, full-time...."
"pat_us_cpci"	"Co-patenting at the USPTO: crossing inventors and applicants according to inventors' country of ...."
"trng_ent03an"	"Percentage of enterprises providing any other form of training, by form of training and NACE Rev 1.1"
"earn_ses_actrl"	"Annual earnings by economic control (enterprises with 10 employed persons or more) - NACE Rev. 1...."
"sts_intvgr_a"	"Turnover in industry, total - annual data, percentage change"
"cpc_sienv"	"Candidate countries and potential candidates: SI - Environment"
"lfso_06opskisco"	"Number of employed persons who would stay longer at work (or not) if they could update their ski...."
"proj_13ndbilmv"	"Reduced migration variant - Projected demographic balances and indicators"
"lfsq_ewhuna"	"Average number of usual weekly hours of work in main job, by sex, professional status, full-time...."
"agr_r_animal"	"Animal populations (December) by NUTS 2 regions"
"road_eqr_motorc"	"New registrations of motorcycles"
"sts_intvgr_m"	"Turnover in industry, total - monthly data, percentage change"
"lfsq_eegaed"	"Employees by sex, age and educational attainment level (1 000)"
"bop_q_c"	"Balance of payments by country"
"sts_intvgr_q"	"Turnover in industry, total - quarterly data, percentage change"
"avia_gor_no"	"Freight and mail air transport between the main airports of Norway and their main partner airpor...."
"egi_emf_pn"	"Employment development in foreign controlled enterprises by economic activity (NACE Rev. 2) and ...."
"lfso_05change"	"Number of employed persons between 15 and 64 years old wishing to change the organisation of the...."
"avia_gor_nl"	"Freight and mail air transport between the main airports of the Netherlands and their main partn...."
"trng_ent03bn"	"Enterprises providing any other form of training as % of all enterprises, by form of training an...."
"urt_lfe3emprt"	"Employment rates by sex and age (%)"
"trng_ent03bs"	"Enterprises providing any other form of training as % of all enterprises, by form of training an...."
"tour_lfsq5r2"	"Average seniority of work with the same employer (NACE Rev. 2)"
"tin00190"	"Number of trips by country/world region of destination"
"tps00125"	"Death due to accidents, by sex"
"road_eqr_bussea"	"New registrations of motor coaches, buses and trolley buses, by seat capacity"
"tps00122"	"Death due to suicide, by sex"
"hlth_dpeh170"	"Disabled people by sex, need for assistance and having a longstanding health problem"
"avia_gor_lt"	"Freight and mail air transport between the main airports of Lithuania and their main partner air...."
"lan_lcv_ovw"	"Land cover overview"
"tsdph240"	"Suicide death rate, by age group - Total"
"ipr_tr_reg"	"Community trade mark (CTM) registrations by NUTS 3 regions"
"hlth_dlm130"	"Employment by type of disability, sex, age and occupation"
"env_ww_plt"	"Wastewater treatment plants by treatment level"
"fobs_edu"	"Enterprises managed by the founder - by education of the entrepreneur"
"avia_gor_lu"	"Freight and mail air transport between the main airports of Luxembourg and their main partner ai...."
"avia_gor_lv"	"Freight and mail air transport between the main airports of Latvia and their main partner airpor...."
"hsw_exp5a"	"Persons reporting exposure to risk factors that can adversely affect mental well-being by sex, a...."
"tin00195"	"Average expenditure per trip (from 2012 onwards)"
"hsw_exp5b"	"Persons reporting exposure to risk factors that can adversely affect mental well-being by sex, a...."
"tin00196"	"Average expenditure per night (from 2012 onwards)"
"hrst_fl_tegrad"	"Graduation from tertiary education (ISCED 1997) by sex, level and field of education"
"naio_19_agg_6"	"Input-output table for imports at current prices, 6 branches - EU aggregates"
"lmp_partme_lv"	"Participants by LMP intervention - Latvia (source: DG EMPL)"
"tin00191"	"Number of nights spent by purpose"
"tps00119"	"Death due to other ischaemic heart diseases, by sex"
"urt_d3dens"	"Population density"
"tin00192"	"Number of nights spent by length of stay"
"lmp_partme_lt"	"Participants by LMP intervention - Lithuania (source: DG EMPL)"
"road_ec_invest"	"Investment and maintenance expenditure, by nature of expenditure"
"tin00193"	"Number of nights spent by country/world region of destination"
"lmp_partme_lu"	"Participants by LMP intervention - Luxembourg (source: DG EMPL)"
"tin00194"	"Expenditure by expenditure categories (from 2012 onwards)"
"tesem250"	"Lifelong learning - Percentage of adult population aged 25-64 participating in education and tra...."
"tps00137"	"Death due to diabetes mellitus, by sex"
"hlth_dpeh160"	"Disabled people by sex, need for assistance and household type"
"tps00131"	"Death due to chronic liver disease, by sex"
"tps00134"	"Death due to diseases of the nervous system, by sex"
"iss_imp"	"Impact level of international sourcing activities by economic activity - collection round 2007"
"ipr_ta_cl"	"Community trade mark (CTM) applications by class (Nice classification)"
"avia_gor_mt"	"Freight and mail air transport between the main airports of Malta and their main partner airport...."
"ef_kvaareg"	"Key farm variables: area, livestock (LSU), labour force and standard output (SO) by agricultural...."
"hlth_dlm120"	"Employment by type of disability, sex, age and economic activity"
"sbs_cre_prod"	"Annual enterprise statistics by product Ref year 2002"
"enpr_sigeb"	"ENP countries: SI - General Economic Background"
"lmp_partme_mt"	"Participants by LMP intervention - Malta (source: DG EMPL)"
"tps00128"	"Death due to pneumonia, by sex"
"ei_bsci_m_r2"	"Euro-zone Business Climate Indicator - monthly data"
"lfsa_ewh2n2"	"Average number of actual weekly hours of work in the second job, by sex, professional status, ec...."
"hlth_dpeh150"	"Disabled people by sex, need for assistance and income quintile"
"tps00143"	"Death due to AIDS (HIV-disease), by sex"
"tesem240"	"Share of adult population with upper secondary or tertiary education, age group 25-64"
"tps00149"	"Death due to drugs dependence, by sex"
"irt_h_euryld_d"	"Euro yield curves - daily data"
"irt_h_euryld_a"	"Euro yield curves - annual data"
"ilc_lvho50d"	"Share of people living in under-occupied dwellings by degree of urbanisation - Total population ...."
"teilm130"	"Labour cost index by NACE Rev. 2 - percentage change Q/Q-4"
"ilc_lvho50c"	"Share of people living in under-occupied dwellings by tenure status - Total population (source: ...."
"tps00146"	"Death due to homicide, assault, by sex"
"ilc_lvho50b"	"Share of people living in under-occupied dwellings by household type and income quintile - Total...."
"ilc_lvho50a"	"Share of people living in under-occupied dwellings by age, sex and poverty status - Total popula...."
"demo_minfs"	"Infant mortality by age and sex"
"t2020_rn110"	"Landscape fragmentation"
"tps00140"	"Death due to alcoholic abuse, by sex"
"isoc_pibi_pci"	"Persons employed using computers connected to the internet (NACE Rev. 1.1 activity)"
"ilc_mddw03"	"Crime, violence or vandalism in the area (source: SILC)"
"ten00106"	"Generation of waste by economic activity"
"ilc_mddw04"	"Noise from neighbours or from the street by degree of urbanisation"
"ten00107"	"Generation of waste by economic activity and hazardousness (2012)"
"ilc_mddw05"	"Pollution, grime or other environmental problems by degree of urbanisation"
"teibs010"	"Economic sentiment indicator"
"ilc_mddw06"	"Crime, violence or vandalism in the area by degree of urbanisation"
"acf_s_inf"	"Seeking finance, by type of enterprise and NACE Rev. 2"
"hlth_dlm110"	"Employment by type of disability, sex, age and number of usual weekly hours of work in main job"
"sbs_sc_3ce_tr02"	"Distributive trades by employment size class (NACE Rev. 1.1, G, from 2002 onwards)"
"ilc_mddw01"	"Noise from neighbours or from the street (source: SILC)"
"ten00108"	"Generation of waste by waste category"
"ilc_mddw02"	"Pollution, grime or other environmental problems (source: SILC)"
"ten00109"	"Generation of waste by waste category and hazardousness (2012)"
"hlth_dpeh140"	"Disabled people by sex, need for assistance and educational attainment level"
"rd_e_berdcost"	"Business enterprise R&D expenditure (BERD) by economic activity and type of costs (NACE Rev. 1.1)"
"sts_colb_a"	"Labour input in construction - annual data (2010 = 100)"
"tps00155"	"Minimum wages"
"tps00158"	"Total public expenditure on education"
"ei_nama_a"	"Main aggregates - annual data"
"teilm140"	"Labour cost index by NACE Rev. 2 - Index (2012=100)"
"tps00157"	"Population without the citizenship of the reporting country"
"tps00159"	"Persons employed part-time - Total"
"inn_cis6_gen"	"General information about the enterprises"
"inn_c12"	"Enterprises in the population and realised sample, by size class"
"inn_c13"	"Enterprises in the population and realised sample in manufacturing sector, by sector of technology"
"educ_uoe_enra02"	"Pupils and students enrolled by education level, sex and age"
"sts_inpi_q"	"Import prices in industry - quarterly data (2010 = 100)"
"inn_c11"	"Enterprises in the population and realised sample, by NACE Rev. 1.1"
"sts_inpi_m"	"Import prices in industry - monthly data (2010 = 100)"
"tps00152"	"Causes of death, by sex"
"sts_colb_m"	"Labour input in construction - monthly data (2010 = 100)"
"irt_h_euryld_m"	"Euro yield curves - monthly data"
"teibs020"	"Confidence indicators by sector"
"ei_nama_q"	"Main aggregates - quarterly data"
"educ_uoe_enra10"	"Pupils between 4 years and the starting age of compulsory education - as % of the corresponding ...."
"irt_h_euryld_q"	"Euro yield curves - quarterly data"
"hlth_dlm100"	"Employment by type of disability, sex, age and supervisor responsibility"
"tsdph270"	"Self reported unmet need for medical examination or treatment, by income quintile"
"educ_uoe_enra12"	"Pupils and students enrolled by sex, age and NUTS2 regions"
"sts_inpi_a"	"Import prices in industry - annual data (2010 = 100)"
"bs_bs2_00"	"Turnover by product specialisation and employment size class for group 72.2"
"lfso_06opskispr"	"Number of not employed persons who would have stayed longer at work (or not) if they had had mor...."
"isoc_pibi_pai"	"Places for accessing internet"
"rail_eq_pa_cty"	"Capacity of passenger railway vehicles, by type of vehicle"
"educ_uoe_enra15"	"Participation rates in selected education levels at regional level"
"bop_fdi_str"	"EU direct investments - market integration indicator"
"educ_uoe_enra13"	"Distribution of pupils and students enrolled in general and vocational programmes by education l...."
"educ_uoe_enra14"	"Participation rates of selected age groups in education at regional level"
